房山区国家高新技术企业名单,Unnamed: 1,Unnamed: 2,Unnamed: 3
453,北京云艺风尚科技有限公司,GR202211006898,新能源与节能
454,北京裕金科技有限公司,GR202211005916,新材料
455,北京绿城易筑科技有限公司,GR202211005905,新材料
456,筑建秐（北京）科技有限公司,GR202211006550,新材料
457,北京金隅加气混凝土有限责任公司,GR202211007610,新材料
458,北京盛科伟业科技发展有限公司,GR202211005640,新材料
459,北京朋正华兴光电科技有限公司,GR202211008579,先进制造与自动化
460,北京天润恒远工贸有限公司,GR202211005458,先进制造与自动化
461,北京光和智控科技有限公司,GR202211008838,先进制造与自动化
462,北京电力设备总厂有限公司,GR202211008860,先进制造与自动化
463,北京铱扬慧链科技有限公司,GR202211007433,先进制造与自动化
464,北京金泰然实业有限公司,GR202211006684,先进制造与自动化
465,北京首航工业集团有限公司,GR202211006864,先进制造与自动化
466,千航（北京）科技有限公司,GR202211008009,先进制造与自动化
467,北京中威宏酒店设备有限公司,GR202211005836,先进制造与自动化
468,北京驰电自动化科技有限公司,GR202211005328,先进制造与自动化
469,北京茂丰光电科技有限公司,GR202211006002,先进制造与自动化
470,北京恒泰兴诚科技有限公司,GR202211007183,先进制造与自动化
471,北京同时开关技术有限公司,GR202211007313,先进制造与自动化
472,北京景亮工程技术有限公司,GR202211007698,先进制造与自动化
473,北京同方电气工程有限公司,GR202211007210,先进制造与自动化
474,北京兰厚化妆品有限责任公司,GR202211006629,生物与新医药
475,北京新世纪达康生物科技开发有限责任公司,GR202211007529,生物与新医药
476,北京福瑞润康生物技术有限公司,GR202211006735,生物与新医药
477,北京唯创博精生物科技有限公司,GR202211008722,生物与新医药
478,宝瑞源生物技术（北京）有限公司,GR202211007935,生物与新医药
479,北京钜嘉机械有限公司,GR202211007094,航空航天
480,北京智途云安科技有限公司,GR202211008165,高技术服务
481,城市传奇体育科技（北京）有限公司,GR202211006048,高技术服务
482,北京露森技术服务有限公司,GR202211005943,高技术服务
483,北京行走天下科技有限公司,GR202211005400,高技术服务
484,北京中城基建工程检测技术有限公司,GR202211006594,高技术服务
485,北京维新科技发展有限公司,GR202211006739,高技术服务
486,北京和腾图智科技有限公司,GR202211008572,高技术服务
487,北京元亨凯瑞建筑工程有限公司,GR202211008867,高技术服务
488,北京京津冀文化科技发展有限公司,GR202211006754,高技术服务
489,北京今展国际文化发展有限公司,GR202211008052,高技术服务
490,北京慧利顺达科技发展有限公司,GR202211006101,高技术服务
491,东方农道文化产业集团股份有限公司,GR202211005963,高技术服务
492,北京秦川大业科技有限公司,GR202211008410,高技术服务
493,中建八局检测科技有限公司,GR202211006171,高技术服务
494,北京丽贝亚健康空间科技有限公司,GR202211008226,高技术服务
495,北京汉域华科科技有限公司,GR202211007830,高技术服务
496,唯汇达科技（北京）有限公司,GR202211008246,高技术服务
497,北京嘉利智联营销管理股份有限公司,GR202211008804,高技术服务
498,开元华创科技（集团）有限公司,GR202211008415,高技术服务
499,北京华美京电电力技术开发有限公司,GR202211005901,高技术服务
500,北京皓鼎弘毅电力科技有限公司,GR202211008822,高技术服务
501,北京永旺嘉诚安全科技发展有限公司,GR202211006833,高技术服务
502,中视遐迩（北京）科技有限公司,GR202211005700,高技术服务
503,北京诺士诚国际工程项目管理有限公司,GR202211008362,高技术服务
504,北京英迈琪科技有限公司,GR202211007087,高技术服务
505,北京永正电器设备有限公司,GR202211007042,高技术服务
506,北京中仑工业微生物研究院,GR202211006315,高技术服务
507,北京长洋柒悦科技有限公司,GR202211005884,高技术服务
508,北京树铭控股集团有限公司,GR202211007957,电子信息
509,昂石通讯技术（北京）有限公司,GR202211005846,电子信息
510,北京长久博宇科技有限公司,GR202211005939,电子信息
511,北京中淇睿怡科技有限公司,GR202211008070,电子信息
512,北京莱湾兴业科技有限公司,GR202211007468,电子信息
513,云智科创（北京）科技有限公司,GR202211006207,电子信息
514,北京水木之声品牌咨询有限公司,GR202211006238,电子信息
515,北京金蝶云基科技有限公司,GR202211005907,电子信息
516,北京明德新民体育文化有限公司,GR202211006944,电子信息
517,北京天央科技有限公司,GR202211006231,电子信息
518,北京雨燕凌云科技有限公司,GR202211008005,电子信息
519,中创时代大数据集团有限公司,GR202211005374,电子信息
520,中创凯立达规划设计研究院（北京）有限公司,GR202211008129,电子信息
521,北京华捷顺高科技发展有限公司,GR202211006909,电子信息
522,北京神州数码方圆科技有限公司,GR202211006544,电子信息
523,北京君联创医药科技有限公司,GR202211008154,电子信息
524,北京锐博诚惠信息技术有限公司,GR202211008189,电子信息
525,北京华厦信通科技发展有限公司,GR202211006350,电子信息
526,北京睿声智诚科技有限责任公司,GR202211006268,电子信息
527,北京中展建工工程技术有限公司,GR202211007327,电子信息
528,华峻科技（北京）有限公司,GR202211006097,电子信息
529,中恒互联（北京）数字科技有限公司,GR202211005606,电子信息
530,万谦科技（北京）有限公司,GR202211007693,电子信息
531,北京北智天成科技发展有限公司,GR202211008694,电子信息
532,北京证通智远科技有限公司,GR202211008284,电子信息
533,北京智联万通技术服务有限公司,GR202211008233,电子信息
534,北京天润顺腾科技有限公司,GR202211007988,电子信息
535,北京唯得睿信息咨询有限公司,GR202211005770,电子信息
536,北京安佑盾智能科技发展有限公司,GR202211006398,电子信息
537,北京创新谷科技孵化器有限公司,GR202211005784,电子信息
538,北京云筑在线科技有限公司,GR202211006396,电子信息
539,北京中海联诚科技有限公司,GR202211006892,电子信息
540,北京心华石科技有限公司,GR202211007293,电子信息
541,北京天璟空间技术服务有限公司,GR202211008649,电子信息
542,北京帮邦通达医疗器械有限公司,GR202211008671,电子信息
543,北京亿忆科技有限公司,GR202211007588,高技术服务
544,北京正通诚远科技发展有限公司,GR202211008252,高技术服务
545,北京俭云实验科技有限公司,GR202211007406,高技术服务
546,北京绿效建筑科技有限公司,GR202211005627,高技术服务
547,北京智享新科技有限公司,GR202211006894,高技术服务
548,北京时代润华环境科技有限公司,GR202211005812,高技术服务
549,北京龙腾汇悦建设工程有限公司,GR202211007863,高技术服务
550,松金市场咨询（北京）有限公司,GR202211008117,高技术服务
551,北京肆世一大道文化传媒有限公司,GR202211007360,高技术服务
552,笔墨印迹（北京）文化有限公司,GR202211008181,高技术服务
553,北京月儿湾教育咨询有限公司,GR202211008630,高技术服务
554,北京圣通管理咨询有限公司,GR202211005879,高技术服务
555,北京荣光企业管理有限公司,GR202211008177,高技术服务
556,北京统祥文化传播有限公司,GR202211008328,高技术服务
557,北京五祥环保科技有限公司,GR202211006785,高技术服务
558,北京海河知识产权代理有限公司,GR202211005447,高技术服务
559,北京天策环保工程有限公司,GR202211006288,高技术服务
560,北京水碧治建筑科技有限公司,GR202211006729,高技术服务
561,拾捌艺（北京）品牌管理股份有限公司,GR202211006819,高技术服务
562,北京博科建筑工程有限公司,GR202211006685,高技术服务
563,北京吉顺建筑工程有限公司,GR202211007568,高技术服务
564,北京乐遇智信科技服务有限公司,GR202211005368,高技术服务
565,北京盛聚玄德商贸有限公司,GR202211008276,生物与新医药
566,北京市香香唯一食品厂,GR202211006766,生物与新医药
567,北京考利特电器设备有限责任公司,GR202211006602,先进制造与自动化
568,中能联合（北京）电力有限公司,GR202211006708,先进制造与自动化
569,北京史河机器人科技有限公司,GR202211005292,先进制造与自动化
570,北京融诚信达科技发展有限公司,GR202211007772,先进制造与自动化
571,中氢投电力（北京）有限公司,GR202211008839,先进制造与自动化
572,北京燕山祥顺聚氨脂防腐保温材料有限公司,GR202211006405,先进制造与自动化
573,普丽美家科技（北京）有限公司,GR202211006640,新材料
574,理工清科（北京）科技有限公司,GR202211005935,新材料
575,北京京宇一美生物科技有限责任公司,GR202211006488,新材料
576,清知源（北京）环保科技有限公司,GR202211008414,资源与环境
577,北京郅航科技有限公司,GR202211007014,新能源与节能
578,北京联华凯越机电设备有限公司,GR202211006153,新能源与节能
579,北京泽曦平安科技有限公司,GR202211005703,新能源与节能
580,北京瀚广成威实验室装备工程技术有限公司,GR202211008250,先进制造与自动化
581,核航宏锐（北京）科技有限公司,GR202211005454,先进制造与自动化
582,青旅智慧园（北京）国际商业运营管理有限公司,GR202211006201,高技术服务
583,北京利豪珈源建材有限公司,GR202211007421,高技术服务
584,北京中新安泰建筑工程有限公司,GR202211007927,高技术服务
585,北京华伟恒远信息系统技术有限公司,GR202211008684,电子信息
586,数联信智（北京）科技有限公司,GR202211007068,电子信息
587,北京煜海东方电子科技有限公司,GR202211007700,高技术服务
588,北京丰德兰志包装技术有限公司,GR202211006113,新材料
589,北京中科华纳技术发展有限公司,GR202211006031,新材料
590,北京京龙泰达商贸有限公司,GR202211007817,新材料
591,北京鼎成天熠文化传媒有限公司,GR202211005481,高技术服务
592,蓝白灰（北京）系统工程有限公司,GR202211008425,高技术服务
593,北京玖合云创数字科技有限公司,GR202211007960,电子信息
594,北京确实科技股份有限公司,GR202211006290,高技术服务
595,北京中能安信科技发展有限公司,GR202211006372,电子信息
596,仙豪六位仙食品科技（北京）有限公司,GR202211008476,高技术服务
597,北京轻松新源科技有限公司,GR202211006743,资源与环境
598,北京华夏平安净水设备有限公司,GR202211007083,资源与环境
599,北京市永康药业有限公司,GS202211000101,生物与新医药
600,北京八亿时空液晶科技股份有限公司,GS202211000097,新材料
601,北京华素制药股份有限公司,GS202211000128,生物与新医药
602,北京上品科技发展有限责任公司,GR202211008971,电子信息
603,北京昊天防火材料厂,GR202211009002,新材料
604,奕江山环境科技（北京）有限公司,GR202211009035,资源与环境
605,泰格领航（北京）农业技术有限公司,GR202211009108,高技术服务
606,首望体验科技文化有限公司,GR202211009040,高技术服务
607,北京华夏首科科技有限公司,GR202211009105,高技术服务
608,中远酒店物业管理有限公司,GR202211009028,高技术服务
609,北京格瑞朗博科技发展有限公司,GR202211009042,新材料
610,中创时代知识产权顾问（北京）有限公司,GR202211009081,高技术服务
611,北京企转转科技有限公司,GR202311000369,电子信息
612,中启智慧（北京）科技有限责任公司,GR202311000230,电子信息
613,华博云（北京）技术有限公司,GR202311000532,电子信息
614,北京众联国信科技有限公司,GR202311000113,电子信息
615,北京有花果文化传媒有限公司,GR202311000102,高技术服务
616,北京中天利达建设工程有限公司,GR202311000246,高技术服务
617,北京今日蓝天科技有限公司,GR202311000104,航空航天
618,北京澳特舒尔保健品开发有限公司,GR202311000071,生物与新医药
619,新基元（北京）医药科技有限公司,GR202311000060,生物与新医药
620,北京安龙特种车辆有限公司,GR202311000109,先进制造与自动化
621,北京京能燕开综合能源服务有限公司,GR202311000277,新能源与节能
622,北京商和建设集团有限公司,GR202311000610,新能源与节能
623,北京盈和瑞环境科技有限公司,GR202311000534,资源与环境
624,北京华宇辉煌生态环保科技股份有限公司,GR202311000080,资源与环境
625,北京智安云图科技有限公司,GR202311003098,电子信息
626,北京一链数云科技有限公司,GR202311002350,电子信息
627,北京普雷瑞科技有限公司,GR202311001083,电子信息
628,北京洪威先创科技股份有限公司,GR202311003296,电子信息
629,北京惠丰学信教育科技有限公司,GR202311002557,电子信息
630,北京万联世纪科技有限公司,GR202311003406,电子信息
631,北京安录国际技术有限公司,GR202311003488,电子信息
632,北京金点创智科技有限公司,GR202311002986,电子信息
633,北京数智大观科技有限公司,GR202311001934,电子信息
634,北京甲虎文化传播有限公司,GR202311002569,电子信息
635,北京嘉洪信息技术有限公司,GR202311002148,电子信息
636,北京佳云保信息技术有限公司,GR202311002943,电子信息
637,博雅云捷（北京）信息技术有限公司,GR202311001725,电子信息
638,光环新网（北京）数据服务有限公司,GR202311001750,电子信息
639,北京大有天成工程咨询有限公司,GR202311002005,高技术服务
640,北京远望空间文化科技有限公司,GR202311001850,高技术服务
641,北京紫衡轩建筑工程检测有限公司,GR202311003246,高技术服务
642,北京迅邦润泽物流有限公司,GR202311002904,高技术服务
643,北京辰森智宇科技有限公司,GR202311002570,高技术服务
644,北京华信恒泰建设工程有限公司,GR202311001133,高技术服务
645,北京宝辰工程管理股份有限公司,GR202311003371,高技术服务
646,北京国艺中联文投科技股份有限公司,GR202311001568,高技术服务
647,北京感易智能科技有限公司,GR202311002040,高技术服务
648,超维远见（北京）科技有限公司,GR202311002517,高技术服务
649,学科网（北京）股份有限公司,GR202311000854,高技术服务
650,东华云计算有限公司,GR202311000670,高技术服务
651,北碳优能（北京）科技有限公司,GR202311002893,高技术服务
652,北京甲虎教育科技有限公司,GR202311003194,高技术服务
653,北京燕化正邦设备检修有限公司,GR202311000904,高技术服务
654,北京华速物流有限公司,GR202311000775,高技术服务
655,北京汇正卓越科技有限公司,GR202311002874,高技术服务
656,中润成（北京）建设工程有限公司,GR202311002359,高技术服务
657,北京石人子装备科技有限公司,GR202311000825,航空航天
658,北京星际导控科技有限责任公司,GR202311001907,航空航天
659,北京天仁道和新材料有限公司,GR202311003179,航空航天
660,太和康美（北京）中医研究院有限公司,GR202311001185,生物与新医药
661,北京中农俊景科技有限公司,GR202311001391,生物与新医药
662,北京六一生物科技有限公司,GR202311003351,生物与新医药
663,北京艾克赛德生物工程有限公司,GR202311003324,生物与新医药
664,富乐顿生物工程科技（北京）有限公司,GR202311001637,生物与新医药
665,北京兆兴纸制品有限责任公司,GR202311002578,先进制造与自动化
666,保利（北京）船舶科技有限公司,GR202311003363,先进制造与自动化
667,北京华拓绿能科技有限公司,GR202311001961,先进制造与自动化
668,北京盛大远景科技有限公司,GR202311000798,先进制造与自动化
669,北京龙德缘智能电力有限公司,GR202311003268,先进制造与自动化
670,基康仪器股份有限公司,GR202311002166,先进制造与自动化
671,北京百盛华高机电设备有限公司,GR202311006709,先进制造与自动化
672,北京普凡防护科技有限公司,GR202311002156,新材料
673,中润超油（北京）新材料有限公司,GR202311003070,新材料
674,北京高盟新材料股份有限公司,GR202311001499,新材料
675,北京金隅砂浆有限公司,GR202311002521,新材料
676,北京冠华东方玻璃科技有限公司,GR202311003072,新材料
677,北京创新爱尚家科技股份有限公司,GR202311001812,新材料
678,北京伊士通新材料发展有限公司,GR202311003086,新材料
679,北京垒实科技有限公司,GR202311001661,新能源与节能
680,北京金博众科技有限公司,GR202311001319,新能源与节能
681,北京德科一品建筑工程有限公司,GR202311003047,新能源与节能
682,北京跬远科技发展有限公司,GR202311002668,新能源与节能
683,中环汇峰环境科技（北京）有限公司,GR202311002251,资源与环境
684,北京航天威科环保科技有限公司,GR202311000986,资源与环境
685,北京市首发天人生态景观有限公司,GR202311001200,资源与环境
686,北京格大环境工程有限公司,GR202311003337,资源与环境
687,北京博信晟益环保科技有限公司,GR202311002013,资源与环境
688,北京良乡蓝鑫水利工程设计有限公司,GR202311002846,资源与环境
689,北京山水之光园林工程有限公司,GR202311001385,资源与环境
690,北京航天恒丰科技股份有限公司,GS202311000030,生物与新医药
691,北京航景创新科技有限公司,GS202311000112,航空航天
692,北京汉德天启科技有限公司,GR202311004681,电子信息
693,北京智通天行信息技术有限公司,GR202311004621,电子信息
694,北京助力互联信息技术有限公司,GR202311005295,电子信息
695,北京亿东信息科技有限公司,GR202311005355,电子信息
696,北京康吉森技术有限公司,GR202311004368,电子信息
697,北京尚层生泰技术有限公司,GR202311004306,电子信息
698,中细软集团有限公司,GR202311004231,电子信息
699,中信科佳信（北京）电气技术研究院有限公司,GR202311005488,电子信息
700,能科科技股份有限公司,GR202311005676,电子信息
701,北京偶极通信设备有限责任公司,GR202311003580,电子信息
702,北京中机盛世科技有限公司,GR202311004641,电子信息
703,华晟国科(北京)科技有限公司,GR202311005547,电子信息
704,北京永泰万德信息工程技术有限公司,GR202311004461,电子信息
705,北京天拓数信科技有限责任公司,GR202311005306,电子信息
706,北京中泰高安安全科技有限公司,GR202311004137,电子信息
707,北京君时慧成科技有限公司,GR202311004166,电子信息
708,北京天德科技有限公司,GR202311004833,电子信息
709,北京善事祺文化传媒有限公司,GR202311004473,电子信息
710,北京华宇恒通工程咨询有限公司,GR202311004263,高技术服务
711,北京博远信诚科技发展有限公司,GR202311004901,高技术服务
712,北京云智软通信息技术有限公司,GR202311003676,高技术服务
713,北京燕山石化特种设备检验有限公司,GR202311004611,高技术服务
714,北京博隆设备安装有限公司,GR202311003935,高技术服务
715,中昌泰(北京)建设集团有限公司,GR202311003831,高技术服务
716,北京艺力文化发展有限公司,GR202311005262,高技术服务
717,未来盒子(北京)建筑科技有限公司,GR202311005502,高技术服务
718,北京恒天云端科技有限公司,GR202311004552,高技术服务
719,中核原子能院科技有限公司,GR202311003514,高技术服务
720,北京金朋达航空科技有限公司,GR202311003729,航空航天
721,北京香豆豆食品有限公司,GR202311005206,生物与新医药
722,燕开电气股份有限公司,GR202311005307,先进制造与自动化
723,北京疏水阀门厂,GR202311003652,先进制造与自动化
724,北京安赛克科技有限公司,GR202311005637,先进制造与自动化
725,北京北方松阳机械技术有限公司,GR202311005565,先进制造与自动化
726,北京朗德金燕自动化装备股份有限公司,GR202311004783,先进制造与自动化
727,北京益华信达煤矿机械有限公司,GR202311005231,先进制造与自动化
728,北京梦幻三星涂装设备技术开发公司,GR202311005733,先进制造与自动化
729,北京百正创源科技有限公司,GR202311004950,先进制造与自动化
730,北京同圆能源技术有限公司,GR202311003568,先进制造与自动化
731,北京中宝元科技发展有限责任公司,GR202311005246,先进制造与自动化
732,北京燕山粉研精机有限公司,GR202311005737,先进制造与自动化
733,北京国电龙庆科技有限公司,GR202311003529,先进制造与自动化
734,博能华医疗器械（北京）有限公司,GR202311005039,新材料
735,北京方硕复合材料技术有限公司,GR202311004352,新材料
736,北京金洋润滑油有限公司,GR202311004402,新材料
737,国控基业（北京）科技有限公司,GR202311003825,新材料
738,北京燕化集联光电技术有限公司,GR202311004503,新材料
739,北京聚菱燕塑料有限公司,GR202311003966,新材料
740,北京燕山石化高科技术有限责任公司,GR202311005073,新材料
741,北京玖乾信息科技有限公司,GR202311005588,新能源与节能
742,北京国风建业门窗制造有限公司,GR202311003569,新能源与节能
743,北京华亿宏图机电设备有限公司,GR202311005239,新能源与节能
744,北京首诚建设有限公司,GR202311004391,新能源与节能
745,北京斯泰科空调制冷设备有限责任公司,GR202311003513,新能源与节能
746,北京弘昇达环境科技有限公司,GR202311005703,资源与环境
747,尊峰环保科技有限公司,GR202311003613,资源与环境
748,北京盈宝泰科环保科技股份有限公司,GR202311003565,资源与环境
749,北京中亚康源环保工程有限公司,GR202311005133,资源与环境
750,北京九州尚阳科技有限公司,GR202311004280,资源与环境
751,北京智诚环保工程有限公司,GR202311005144,资源与环境
752,北京东方启源环保科技有限公司,GR202311005182,资源与环境
753,北京华元环境生态技术有限公司,GR202311004291,资源与环境
754,北京理明智能科技有限公司,GR202311006969,电子信息
755,北京晴空软创科技有限公司,GR202311009258,电子信息
756,中网安科（北京）科技发展有限公司,GR202311006335,电子信息
757,北京瑞德合创科技发展有限公司,GR202311007797,电子信息
758,北京宽途科技有限公司,GR202311008434,电子信息
759,北京恒泰鑫飞科技有限公司,GR202311006581,电子信息
760,北京牧江科技有限公司,GR202311009066,电子信息
761,安信云（北京）科技有限公司,GR202311006602,电子信息
762,北京斯诺达科技有限公司,GR202311006331,电子信息
763,中税诚（北京）科技有限公司,GR202311007183,电子信息
764,北京易博中天科技有限公司,GR202311010191,电子信息
765,北京中科软信科技有限公司,GR202311008008,电子信息
766,北京宇天智通科技有限公司,GR202311006927,电子信息
767,北京数字众智科技有限公司,GR202311006496,电子信息
768,北京艾克信信息技术有限公司,GR202311009578,电子信息
769,北京数字力量智能科技有限公司,GR202311009949,电子信息
770,北京环宇汇智科技有限公司,GR202311007168,电子信息
771,北京尚信诚科技有限公司,GR202311006136,电子信息
772,北京奥特贝睿科技有限公司,GR202311006376,电子信息
773,北京安胜华信科技有限公司,GR202311006700,电子信息
774,北京智见科技有限责任公司,GR202311007749,电子信息
775,北京眷诚铁道工程技术有限公司,GR202311008093,高技术服务
776,北京燕山玉龙石化工程股份有限公司,GR202311006810,高技术服务
777,北京汇智航教育科技有限公司,GR202311007684,高技术服务
778,北京蔻凯恒安咨询有限公司,GR202311007326,高技术服务
779,元禾（北京）信息咨询有限公司,GR202311008388,高技术服务
780,北京嘉华铭品牌策划有限公司,GR202311007073,高技术服务
781,北京天和嘉业国际建筑装饰工程有限公司,GR202311008121,高技术服务
782,北京贰拾玖画数字科技有限公司,GR202311008587,高技术服务
783,北京绥邦文化发展有限公司,GR202311007834,高技术服务
784,北京一联科技有限公司,GR202311007788,高技术服务
785,美拍拍（北京）智能科技有限公司,GR202311007492,高技术服务
786,北京唐竹科技有限公司,GR202311007617,高技术服务
787,北京启腾焱园林绿化有限公司,GR202311007361,高技术服务
788,北京博睿京开文化科技有限公司,GR202311009555,高技术服务
789,北京海和自控科技有限公司,GR202311007483,高技术服务
790,北京航鑫融军科技有限公司,GR202311008417,高技术服务
791,巴伯瑞（北京）国际建筑科技有限公司,GR202311007975,高技术服务
792,天算量化（北京）资本管理有限公司,GR202311008772,高技术服务
793,北京爱妈爱娃健康科技有限公司,GR202311010060,高技术服务
794,华软盛科技有限公司,GR202311010027,高技术服务
795,北京华微云科技有限公司,GR202311008051,高技术服务
796,北京智同道和科技有限公司,GR202311006218,高技术服务
797,晟创意（北京）科技有限公司,GR202311006388,高技术服务
798,北京四方五洲仪器有限公司,GR202311005980,高技术服务
799,必奥新能源科技有限公司,GR202311006955,高技术服务
800,北京百辰航科科技有限公司,GR202311008565,航空航天
801,北京海为科技有限公司,GR202311010234,航空航天
802,北京航科京工科技有限责任公司,GR202311008941,航空航天
803,海鹰航空通用装备有限责任公司,GR202311007899,航空航天
804,迅能仪器（北京）有限公司,GR202311007840,生物与新医药
805,北京首诚田园科技发展有限公司,GR202311010220,生物与新医药
806,北京首诚农业发展有限公司,GR202311008897,生物与新医药
807,航天（北京）食品技术研究院,GR202311007773,生物与新医药
808,北京周氏时珍堂药业有限公司,GR202311005859,生物与新医药
809,北京成宇化工有限公司,GR202311009522,生物与新医药
810,北京中禾伟业食品有限公司,GR202311009693,生物与新医药
811,北京环球利康科技有限公司,GR202311009399,生物与新医药
812,京之源（北京）农业有限公司,GR202311010163,生物与新医药
813,北京绿野药业有限公司,GR202311009499,生物与新医药
814,北京深港药业有限公司,GR202311007064,生物与新医药
815,北京德麦特捷康科技发展有限公司,GR202311009727,生物与新医药
816,北京吉艾姆仪器有限公司,GR202311010026,生物与新医药
817,北京核原科电电气有限公司,GR202311009501,先进制造与自动化
818,北京航天荣航科技发展中心,GR202311008047,先进制造与自动化
819,中煤（北京）印务有限公司,GR202311006595,先进制造与自动化
820,东方和装备科技（北京）有限公司,GR202311006680,先进制造与自动化
821,北京隆轩橡塑有限公司,GR202311007699,先进制造与自动化
822,北京妙王电气自动化技术有限公司,GR202311009833,先进制造与自动化
823,北京燕化中天电控设备有限责任公司,GR202311006248,先进制造与自动化
824,北京航力安太科技有限责任公司,GR202311008140,先进制造与自动化
825,北京中消睿安科技发展有限公司,GR202311006473,先进制造与自动化
826,北京广利新东科技有限公司,GR202311009043,新材料
827,安迈特科技（北京）有限公司,GR202311009467,新材料
828,北京贵存通风管业有限公司,GR202311006241,新材料
829,北京安禹建设有限公司,GR202311006676,新能源与节能
830,北京净与境生态科技有限公司,GR202311008999,新能源与节能
831,北京胜比泰和节能技术有限公司,GR202311007041,新能源与节能
832,北京金都汇普新能源科技有限公司,GR202311008715,新能源与节能
833,北京北方国建塑业有限公司,GR202311009708,新能源与节能
834,北京梨源纸箱厂,GR202311006885,资源与环境
835,北京绿艺新源建设发展有限公司,GR202311009224,资源与环境
836,北京京燕水务有限公司,GR202311010171,资源与环境
837,北京沃思原科技发展有限公司,GR202311008485,资源与环境
838,北京天珠药业有限公司,GR202311008199,生物与新医药
839,北京豪龙恺建设集团有限公司,GR202311007573,高技术服务
840,北京煋邦数码科技有限公司,GS202311000164,电子信息
841,北京九矿医药有限公司,GR202311009017,生物与新医药
842,北京领平高新科技有限公司,GR202311006530,电子信息
843,北京金硕雷波科技有限公司,GR202311006767,电子信息
844,北京引驰科技有限公司,GR202311006900,高技术服务
845,北京威添科技有限公司,GR202311007148,高技术服务
846,北京燃气房山有限责任公司,GR202311007740,高技术服务
847,北京爱神永生科技有限公司,GR202311007826,新能源与节能
848,北京摩瑞特智能设备技术有限公司,GR202311007428,先进制造与自动化
849,北京企星冶金机电技术工程有限责任公司,GR202311006494,先进制造与自动化
850,北京清尚工坊文化传媒有限公司,GR202311009886,高技术服务
851,北京中教鼎汇科技有限公司,GR202311007867,高技术服务
852,中企商服（北京）科技有限公司,GR202311007204,高技术服务
853,北京戎兴装备科技有限公司,GR202311006038,高技术服务
854,北京一力建设有限公司,GR202311009407,高技术服务
855,北京徽尚科技有限公司,GR202311006452,先进制造与自动化
856,北京燕山中海建筑安装有限公司,GR202311007144,先进制造与自动化
857,北京硕乐科技发展有限责任公司,GR202311007491,高技术服务
858,北京思朋硕科技有限公司,GR202311007869,高技术服务
859,北京亚太鸿基建设工程有限公司,GR202311008884,先进制造与自动化
860,北京德蜂堂健康科技有限公司,GR202311008049,生物与新医药
861,北京耀炫恒业科技发展有限公司,GR202311009754,电子信息
862,北京久源科技有限公司,GR202311005940,先进制造与自动化
863,北京首文投文化科技有限公司,GR202311009022,电子信息
864,翰科天成（北京）城市更新科技发展有限公司,GR202311007154,电子信息
865,北京优泰信和科技发展有限公司,GR202311006896,新能源与节能
866,北京梆梆青蓝科技有限公司,GR202311009655,高技术服务
867,理道新材（北京）科技有限公司,GR202311007378,新材料
868,国鼎基创（北京）科技有限公司,GR202311009039,资源与环境
869,在线场景（北京）科技有限公司,GR202311007934,高技术服务
870,北京道信科技有限公司,GR202311007202,航空航天
871,北京嘉安科瑞科技发展有限公司,GR202311006655,电子信息
872,北京良明宇航节能动力装备技术开发中心,GR202311009245,先进制造与自动化
873,北京优指时代科技有限公司,GR202311009937,电子信息
874,北京捷联七星科技有限公司,GR202311007098,航空航天
875,华数医为（北京）医疗科技有限公司,GR202311005854,生物与新医药
876,北京苏柏亚科技有限公司,GR202311007717,高技术服务
877,凡仕检测技术服务有限公司,GR202311006372,高技术服务
878,北京中科华贸科技有限公司,GR202311009119,高技术服务
879,北京东方智荣知识产权代理有限公司,GR202311007576,高技术服务
880,北京阶梯计划科技有限公司,GR202311008209,高技术服务
881,北京千人千面网络技术有限公司,GR202311006046,高技术服务
882,北京华智电科技有限公司,GR202311008300,高技术服务
883,北京优能绿源科技有限公司,GR202311008444,先进制造与自动化
884,北京华虹嘉实科技有限公司,GR202311009972,高技术服务
885,启珑微电子（北京）有限公司,GR202311009668,电子信息
886,达闼科技（北京）有限公司,GR202311009597,电子信息
887,北京豪钥科技股份有限公司,GR202311006497,电子信息
888,三维六度（北京）文化有限公司,GR202311007558,电子信息
889,北京云山世纪科技有限公司,GR202311006076,高技术服务
890,北京柏华众和公关顾问有限公司,GR202311007214,高技术服务
891,北京首页文化传媒有限公司,GR202311007223,高技术服务
892,北京海聚博源科技孵化器有限公司,GR202311008426,高技术服务
893,中晟博远（北京）建设发展有限公司,GR202311008400,高技术服务
894,北京长鼎电气科技有限公司,GR202311008753,高技术服务
895,北京新助力科技有限公司,GR202311009312,高技术服务
896,北京金科汇智科技有限公司,GR202311006431,高技术服务
897,北京天象新亚科技有限公司,GR202311007902,高技术服务
898,北京利合世旺教育科技有限公司,GR202311008832,高技术服务
899,原兴核技术（北京）有限公司,GR202311009545,高技术服务
900,北京航科恒益科技有限责任公司,GR202311006037,航空航天
901,北京卓宸畜牧有限公司,GR202311008369,生物与新医药
902,北京震旦鼎泰生物科技有限公司,GR202311009917,生物与新医药
903,北京迈格泰克科技有限公司,GR202311010041,生物与新医药
904,北京筑之道工程技术有限公司,GR202311007406,高技术服务
905,北京瑶光高科科技有限公司,GR202311009677,先进制造与自动化
906,北京燕凯设备制造有限公司,GR202311010077,先进制造与自动化
907,北京酷思帝克门窗有限公司,GR202311010127,先进制造与自动化
908,摩玛智能（北京）科技有限公司,GR202311008367,先进制造与自动化
