ID,项目名称,项目代码,建设单位,项目地址,计划投资总额,投资额单位,投资额币种,建设单位统一社会信用代码,建设规模及内容,文件名称,文件类型,文号,发文日期
1071393,密云区美丽乡村穆家峪镇西穆峪村等132个村供水及污水前端收集系统建设工程,2.02115E+17,密云区水务局,密云区水务局,62200.7,万元,人民币,11110228000107959W,"供水工程：新建供水管线1615562米；新建、改造水表井18557座，其中新建矩形水表井1895座、圆形水表井12311座、塑料水表井73座，改造圆形水表井4278座；新装智能水表56561块；新建阀门井2883座、排泥阀井453座、排泥湿井453座、排气井605座、取水栓井1961座。
污水工程：新建De110污水入户支管1119480米，化粪池51248座，污水集水池56004座。",关于密云区美丽乡村穆家峪镇西穆峪村等132个村供水及污水前端收集系统建设工程实施方案的批复,区级,京密云发改（审）[2021]57号,14/9/2021 16:16:10
fea5f7d9-014c-4998-b780-a7cdbebb0349,龙湾屯小水库及上游河道治理项目,2.3101E+15,北京市顺义区龙湾屯镇人民政府,北京市顺义区龙湾屯镇人民政府,6000,万元,人民币,11110110000093470L,河道整治、环境提升,,,,
1024766,大兴区720积水点治理工程-新城地区防汛应急指挥系统,2.01711E+17,大兴区市政市容管理委员会,大兴区市政市容管理委员会,3125,万元,人民币,1.11102E+17,"主要包括前端监测点位建设、指挥系统指挥中心建设及指挥系统软件平台建设三部分，具体如下：
1、前端监测点位建设
（1）前端监测防汛数据采集系统建设
对45处积水点位和13处河道出水口安装电子水尺、雷达水位仪、雨量分析仪等设备。
（2）防汛视频监控系统建设
在积水点位及出水口处共设置63个视频监控点，另外整合公安天网监控点位26个。
（3）应急预警发布系统建设
对8处下凹式立交桥两侧限高杆上加装LED显示屏，共计16块。
2、指挥系统指挥中心建设
指挥中心安装12块49寸的拼接屏设备；在大兴区公安局天网机房中安装一套有效容量为160TB的网络视频存储服务器；在大兴区经信委信息中心机房部署8个存储空间为3.4T的虚拟存储服务器。
3、指挥系统软件平台建设
系统软件平台建设主要分为三个系统建设，分别为PC端防汛管理系统、管理人员APP、指挥调度APP",关于大兴区720积水点治理工程-新城地区防汛应急指挥系统实施方案的批复,区级,京大兴发改（审）[2017]42号,22/5/2017 00:00:00
a0aa661b-7cdb-4ed6-b03f-815831ce323f,张坊供水管线与惠南庄泵站连通及扩能改造工程,2.108E+15,北京水务投资中心,北京水务投资中心,50000,万元,人民币,91110000587740744C,实施张坊供水管线消隐加固和内壁降糙、与惠南庄泵站的连通等工程,,,,
1081970,顺义区劣V类水体治理工程,2.0231E+17,北京市顺义区水务局,北京市顺义区水务局,1426.46,万元,人民币,11110110000092937B,主要包括河道清淤工程，河底生态河床构建工程，河道腐败水生植物清理工程，河底底质改良工程，现状调水泵站改造工程，以及龙道河调水及相关配套工程等。,关于顺义区劣V类水体治理工程实施方案的批复,区级,京顺义发改（审）[2023]29号,24/3/2023 19:56:14
019d2be5-ea87-4b8c-b2e2-7e364c3c1898,昌平区东沙河蓄滞洪区建设工程,2.11212E+15,北京市昌平区水务局,北京市昌平区水务局,6000,万元,人民币,11110221000102859X,为满足蓄洪、泄洪要求，需在蓄水水域末端（京密引水渠上游）建设溢流堰及附属设施，其底板高程为49.5米。为实现上下游贯通，需对怀昌路进行改移。,,,,
1002307,关于大兴区小龙河（京开高速～大龙河段）治理工程实施方案的批复,2.01515E+17,大兴区物资集团有限公司,大兴区物资集团有限公司,30626,万元,人民币,91110000102879386X,治理河道长度约24公里，河道疏挖、平整24公里，河道护砌0.5公里，拆除桥1座，改建桥梁1座，新建桥1座，截污工程约13公里，新建橡胶坝1座，改建分洪渠桥涵1座，新建巡河路390米，改建铁路货场内铁路桥5座、现状桥涵5座，地下管线改移及保护等。具体占地位置及建筑规模以规划、国土部门核定为准,关于关于大兴区小龙河（京开高速～大龙河段）治理工程实施方案的批复实施方案的批复,区级,京大兴发改（审）[2015]10号,30/11/2015 00:00:00
a9e00e54-9cb8-48ad-a854-2f73224f48fd,怀柔区水源地迁建工程,2.11414E+15,北京市怀柔区水务局,北京市怀柔区水务局,80081,万元,人民币,11110227000097949G,在赵各庄-年丰-梭草附近新建水源井18对+4眼，规模27.9万m3/d，配套新建输水管线及水源井连接管、检查井、阀井等。,,,,
1087843,密云水库入库河流（密云区白河）综合治理工程,2.02315E+17,北京市密云区水务局,北京市密云区水务局,5960,万元,人民币,11110228000107959W,对密云区忙牛河共计 15 公里进行河流连通性修复、河滨缓冲带修复、生物栖息地修复、生态塘、过滤草带、水土流失治理、科普宣教监测设施构建等。,关于密云水库入库河流（密云区白河）综合治理工程项目建议书（代可研）的批复,区级,京密云发改（审）[2023]87号,8/12/2023 20:38:56
b9e09357-1493-4dfc-997c-f680dd31777d,昌平区乡镇供水设施水毁修复工程,2.31212E+15,北京燕龙水务集团有限公司,北京燕龙水务集团有限公司,7500,万元,人民币,9.111E+17,修复流村镇、十三陵镇、延寿镇、南口镇、兴寿镇、马池口镇、小汤山、兴寿等8个镇12座供水厂，1个水源地，主要建设内容包括修复水源井、水厂设备、水泵、供水管线及附属设施等,,,,
1001474,关于大兴区永定河灌渠（区界～六合庄段）治理工程实施方案的批复,2.01515E+17,大兴区物资集团有限公司,大兴区物资集团有限公司,22279.7,万元,人民币,91110000102879386X,治理河道长度约11.1公里，河道疏挖、平整11.1公里，河道护砌6.8公里，改建桥梁8座，改建巡河路7.5公里，改建闸2座，新建闸1座，新建跌水1座，截污工程约8.2公里，地下管线改移及保护等。具体占地位置及建筑规模以规划、国土部门核定为准,关于关于大兴区永定河灌渠（区界～六合庄段）治理工程实施方案的批复实施方案的批复,区级,京大兴发改（审）[2015]4号,13/11/2015 00:00:00
b1bfaf83-8b98-4a7a-a45b-8f5bb3abedad,门头沟区西山艺境南侧截洪沟治理工程,2.10707E+15,北京市门头沟区水务局,北京市门头沟区水务局,2371.72,万元,人民币,11110109000072813A,新建截洪沟600m，新建山洪沟约440m，新建栏杆2603m等。,,,,
1090751,永定河卢三段左堤麻峪村堤防建设 （一期）工程,2.02406E+17,北京市石景山区永定河管理所,北京市石景山区永定河管理所,590000,万元,人民币,,新建及加固堤防1.6公里、滞洪湿地10公顷，搬迁9.2万平方米。,关于永定河卢三段左堤麻峪村堤防建设 （一期）工程项目建议书（代可研）的批复,区级,京石景山发改（审）[2024]47号,24/5/2024 16:36:38
86bdb954-0c51-4ef5-b7b3-9f0c17e1a613,回龙观西部地区污水及再生水管线工程,2.21212E+15,北京市昌平区水务局,北京市昌平区水务局,7000,万元,人民币,11110221000102859X,对现状污水管线进行改造，长度6.15公里，铺设再生水补水管线2公里,,,,
1090781,石景山区首钢地区水资源调配管网建设工程,2.02406E+17,北京市石景山区市政工程管理所,北京市石景山区市政工程管理所,5748.52,万元,人民币,,通过新建退水管线连接永定河引水渠、高井沟、石府沟和首钢群名湖、秀池，构建连通性水网，增加蓄涝区面积。退水管线2971米，新建钢坝闸1座，拆除重建现状闸2座，配套实施电气及自动化设备及附属工程。,关于石景山区首钢地区水资源调配管网建设工程项目建议书（代可研）的批复,区级,京石景山发改（审）[2024]49号,24/5/2024 22:52:18
74c1e8b7-d55f-436c-b006-e89666875edf,长兴水源净化及输配水管线工程,2.111E+15,永定河流域投资有限公司,永定河流域投资有限公司,72000,万元,人民币,91110115MA01D5B02E,占地面积36.8公顷，建设内容为水源净化治理,,,,
QXSP1501044,房山区西沙河综合治理工程,1.1012E+12,北京市房山城市投资发展有限责任公司,北京市房山城市投资发展有限责任公司,22483.1,万元,人民币,91110111051364605N,,关于房山区西沙河综合治理工程实施方案的批复,区级,房发改[2015]167号,4/6/2015 00:00:00
22c18c49-96cb-4323-ad0a-9ac1afa5d4d1,南旱河蓄滞洪区工程（海淀）,2.10404E+15,无,无,252835,万元,人民币,,南旱河河道治理长度约4km，新建门头村蓄滞洪区35.1公顷，香山高尔夫蓄滞洪区133.6公顷，南旱河下游蓄滞洪区36.4公顷。,,,,
1070958,密云区美丽乡村新城子镇蔡家甸村等11个村污水配套管网基础设施建设工程,2.02215E+17,密云区水务局,密云区水务局,9648,万元,人民币,11110228000107959W,敷设街区污水骨干管网56728米；新建骨干管网污水检查井3506座；新建泵站16座；骨干管网路面破除189982平方米，路面恢复18415平方米。,关于密云区美丽乡村新城子镇蔡家甸村等11个村污水配套管网基础设施建设工程实施方案的批复,区级,京密云发改（审）[2022]14号,23/2/2022 12:16:57
279a95d1-5054-4acb-9fbf-42e52afcb7e8,市级水文监测站点恢复重建及能力提升工程,2.3E+15,北京市水文总站,北京市水文总站,8289.53,万元,人民币,1211000040063888X1,水文监测设施及水文站恢复重建；土壤墒情监测站改造；水文站测验设施设备改造（一期）；重点区域雨量站加密建设；北京（房山）山区降雨径流实验场建设；北京市重点山洪沟道流域出口水文监测设施布设,,,,
1090497,怀柔区小泉河综合治理工程,2.02414E+17,北京市怀柔区水务局,北京市怀柔区水务局,127867,万元,人民币,11110227000097949G,河道疏浚、拓宽长11.3km，干流自京密引水渠到入怀河，东支自怀柔森林公园到入怀河；两岸新建混凝土驳岸挡墙。水工建筑物工程：小泉河分洪闸、东支节制闸标准化改造，完善智慧水务监测设施；河道建设标准测流断面5处；改建溢流坝14座，新建溢流坝10座；出水口生态化改造。道桥工程：沿河两岸新建巡河路20.8km，改建桥涵21座。生态提升工程等,关于怀柔区小泉河综合治理工程项目建议书（代可研）的批复,区级,京怀柔发改（审）[2024]28号,17/5/2024 18:41:48
e97d3c57-226e-4737-87f3-c4b0824e3278,门头沟区门城湖提升改造工程,2.30707E+15,北京市门头沟区水务局,北京市门头沟区水务局,34843,万元,人民币,11110109000072813A,改造门城湖主河槽长度约4km，沿线建筑物改造1项；新建玻璃护栏9120米，改造漫水桥及亲水平台1883米，新建景观功能节点13处，局部绿化提升，夜景照明1项；种植水生植物；智慧水务1项。,,,,
1016157,萧太后河滨水绿色文化休闲廊道工程,2.01603E+17,朝阳区水务局,朝阳区水务局,117028,万元,人民币,1111010500005296XC,主要包括截污、河道综合治理，水体循环、景观绿化等工程。," 关于朝阳区萧太后河系综合治理及滨水绿色文化休闲廊道建设项目调整建设内容的函

",区级,京朝阳发改（审）[2017]59号,16/5/2017 00:00:00
d278cce1-1c74-4d8f-8632-64421f434ae3,门头沟区2021年汛后水务设施水毁修复及能力提升项目,2.20707E+15,北京市门头沟区水务局,北京市门头沟区水务局,4785,万元,人民币,11110109000072813A,对区级河道、农村供排水设施、村庄水土保持安全防护设施进行修复,,,,
1078994,大兴区区级饮用水水源保护区范围调整水源井井房及配套工程（一期）,2.02211E+17,北京市自来水集团有限责任公司,北京市自来水集团有限责任公司,11429,万元,人民币,91110000101358044Q,（一）自新建水源井井房敷设DN150~DN600的输水支线，与芦求路-六环路-芦东路规划输水干线相接，总长度约13.3公里。（二）敷设4孔~8孔电力管线，总长约20公里。,关于大兴区区级饮用水水源保护区范围调整水源井井房及配套工程（一期）实施方案的批复,区级,京大兴发改（审）[2022]131号,9/10/2022 10:55:13
99f049a1-5a26-4688-bb86-a3975893a4a2,通州区玉带河综合治理工程（二期）（东六环路西辅路-萧太后河口）,2.10909E+15,通州区水务局,通州区水务局,43000,万元,人民币,1.11101E+17,河道治理长度5.37km，配套建设玉带河蓄涝区及泵站工程等,,,,
1073362,密云区太师屯镇农村污水设施建设工程,2.02115E+17,北京市密云区太师屯镇人民政府,北京市密云区太师屯镇人民政府,14349.5,万元,人民币,11110228000108441X,本项目主要为密云区太师屯镇17个行政村的污水设施建设工程，主要包括新建或改建项目区内污水管网及配套基础设施工程、新建或改建污水处理站及中水回用池等。具体建设内容包括：新建污水管网76711米，新建污水处理站21座，新建中水回用池21座。,关于密云区太师屯镇农村污水设施建设工程项目建议书（代可研）的批复,区级,京密云发改（审）[2021]86号,6/12/2021 15:44:52
f63160e2-ffe7-47c6-80f2-70e92d78e5ee,北京大兴国际机场滞洪工程（二期）,2.31111E+15,大兴区水务局,大兴区水务局,69600,万元,人民币,1.11102E+17,新建北京大兴国际机场滞洪工程（二期）总占地面积约114公顷，100年一遇蓄洪量约290万立方米。,,,,
1087131,孟祖河（阿苏卫循环经济园段）治理工程,2.02312E+17,北京市昌平区水务局,北京市昌平区水务局,23145.9,万元,人民币,11110221000102859X,工程治理起点为良各庄村西，终点为丰收渠东侧，治理长度6.79公里,关于孟祖河（阿苏卫循环经济园段）治理工程项目建议书的批复,区级,京昌平发改（审）[2023]223号,6/12/2023 21:12:51
e79579c3-b439-4ede-bf24-9b9da86ad05f,怀柔平原区河道行洪达标治理和水系连通工程(沙河),2.41414E+15,怀柔区水务局,怀柔区水务局,106754,万元,人民币,11110227000097949G,沙河全线拓宽、疏挖整治、岸坡护砌，长度7.5 km，改建阻水跨河桥。,,,,
QXSP1501338,顺义区南彩镇河道排污口治理工程,1.3012E+12,南彩镇政府,南彩镇政府,3962.4,万元,人民币,1.11101E+17,,关于顺义区南彩镇河道排污口治理工程实施方案的批复,区级,顺发改〔2015〕407号,17/7/2015 00:00:00
974878cc-ac1e-4938-b371-763a51a26749,大孙各庄镇中心区雨水下游治理工程,2.3101E+15,北京市顺义区大孙各庄镇人民政府,北京市顺义区大孙各庄镇人民政府,3000,万元,人民币,11110110000093534J,现状碱沟无法满足10年一遇标准，规划治理碱沟起点为龙塘路北，终点为京平高速，长度约为4695 米。对碱沟进行清淤、疏挖改造治理，解决雨污分流问题，提升园区产业营商环境，消除镇中心区排水隐患。,,,,
QXSP1501332,2015年海淀区老旧管网改造工程,8.01202E+11,北京市海淀区水务局,北京市海淀区水务局,2964.49,万元,人民币,1111010800005827XC,,关于2015年海淀区老旧管网改造工程实施方案的批复,区级,海发改〔2015〕353号,15/7/2015 00:00:00
1085424,昌平区十三陵水库补水管线水毁修复工程,2.02312E+17,北京市昌平区水务局,北京市昌平区水务局,8299,万元,人民币,11110221000102859X,本项目拟建设（结合公园重建方案调整部分管段）京密引水渠向十三陵水库补水DN1000管线7.6km；沿京引北侧新建向昌平地表水厂应急反向输水DN1000管线2.1km；现状取水泵站设备及电气自控更新改造等。,关于昌平区十三陵水库补水管线水毁修复工程实施方案的批复,区级,京昌平发改（审）[2023]113号,21/10/2023 15:57:22
a60ffa4b-5b7e-4d7e-a5e7-10bb319d399f,昌平区十三陵镇农村污水处理设施配套管网工程,2.11212E+15,北京市昌平区水务局,北京市昌平区水务局,11000,万元,人民币,11110221000102859X,十三陵6个村建设村内污水管网，同步建设化粪池等附属设施,,,,
1086927,永定河数字孪生流域建设工程,2.023E+17,北京市永定河管理处,北京市永定河管理处,4375.52,万元,人民币,12110000400638791M,业务模型（复用数字孪生流域和山洪预报调度、数字孪生密云水库+自建）、数字孪生底板（复用数字孪生流域和山洪预报调度+复用智慧院数据底板+自建）、智慧管理应用（复用一巡三查+自建）、网络环境、调度中心及分中心能力提升五项建设内容。建设范围仅包括直接管理水利工程。建设内容不含感知系统建设、自动化控制系统建设、光缆建设。,关于批准永定河数字孪生流域建设工程项目建议书（代可行性研究报告）的函,市级,京发改（审）[2023]759号,15/12/2023 00:00:00
e736160d-8eeb-44d7-bb12-f4a76db55d05,延庆河湖滨水慢行系统项目,2.31616E+15,北京市延庆区水务局,北京市延庆区水务局,16000,万元,人民币,11110229000117938X,滨水慢行系统建设包括步行道和自行车道、照明、标识、驿站、绿化、自行车停车设施、栈道等。其中，一级自行车驿站1个，二级自行车驿站6个，自行车停车设施13处。,,,,
1000558,顺义区污水处理厂升级改造及扩建工程,2.01513E+17,顺义区水务局,顺义区水务局,45225.4,万元,人民币,11110110000092937B,改扩建再生水厂一座，使污水处理规模从8万吨/天提升至18万吨/天，出水水质从一级B提升至北京市新D标B类，同步实施厂区内的管道、电气、绿化等配套工程。,关于顺义区污水处理厂升级改造及扩建工程项目建议书（代可研）的批复,区级,京顺义发改（审）[2015]2号,4/11/2015 00:00:00
db4979e6-9560-451a-981e-6236d2e001b1,北京市南水北调后续配套工程（近期）,2.1E+15,北京市水务局,北京市水务局,50,万元,人民币,11110000765000432H,暂未确定,,,,
1087325,昌平区水务系统防汛重点部位供电保障项目,2.02312E+17,北京市昌平区水务局,北京市昌平区水务局,1387.33,万元,人民币,11110221000102859X,针对各类隐患进行老化线路、零件及金具刀闸等进行更新处理；重新整理电缆线路、更换新型配电柜、封堵孔洞，更换甲级防火门，发电机更换，并建立健全附属设施、统筹优化现状配电结构等。,关于昌平区水务系统防汛重点部位供电保障项目项目建议书的批复,区级,京昌平发改（审）[2023]215号,6/12/2023 20:08:12
76c639a6-93da-42b8-be88-92d1f55c12a1,马池口再生水厂西部地区配套管线工程,2.21212E+15,昌平区水务局,昌平区水务局,4967,万元,人民币,11110221000102859X,新建D=800市政污水管道2765米，污水检查井34座，破除及恢复沥青道路 1608平方米，沥青道路新旧路结构搭接96米，沥青道路面层铣刨加铺面积912平方米，移栽树木30株等。,,,,
1087258,昌平区管水库设施修复及提升项目,2.02312E+17,北京市昌平区水务局,北京市昌平区水务局,4805.69,万元,人民币,11110221000102859X,为提高现有水库的功能和效益，通过将水库设施进行修复和提升，包括设备更新、自动化控制、视频监控、工程结构加固、环境保护以及建设标准化等方面的工作，消除水库的安全运行及管理隐患，确保工作人员以及下游人民群众的生命安全，以提高水库工程安全运行的可靠性和智能化水平。,关于昌平区管水库设施修复及提升项目项目建议书的批复,区级,京昌平发改（审）[2023]193号,6/12/2023 17:36:11
e76edc51-20a3-4fa8-b17d-e1bb0eb7ee13,通州区凤港减河于府闸、田村闸拆除重建工程,2.20909E+15,通州区水务局,通州区水务局,12477,万元,人民币,1.11101E+17,2座中型水闸的拆除重建及水闸上下游河道（水闸管理范围内）的治理。,,,,
QXSP1501536,顺义区高丽营镇河道排污口治理十三支污水管线工程,1.3012E+12,高丽营镇政府,高丽营镇政府,4153.5,万元,人民币,11110110000093286W,,关于顺义区高丽营镇河道排污口治理十三支污水管线工程实施方案的批复,区级,顺发改〔2015〕472号,17/8/2015 00:00:00
89504561-1d6c-4ae4-82d3-e5f3c55c1d35,首钢与人民渠水系连通工程（一期）,2.10606E+15,北京市石景山区城市管理委员会,北京市石景山区城市管理委员会,4873.8,万元,人民币,1.11101E+17,"本次工程建设起点为古城南街，终点为规划东南区四路，与现状人民渠顺接，河道全长700m。根据《人民渠 (古城南街-规划东南区四路)治理工程规划》，人民渠布置在41米规划水域及绿地用地内，规划河道上口宽度为24米,两岸绿化隔离带宽约8-9米。结合河道两侧绿化隔离带，以“蓝绿交织、自然生态”为设计理念，河道为防洪兼景观设计。，规划东南区四路上游新建景观蓄水闸1座，与现状河道顺接。",,,,
1079849,顺义区潮白河通航段（俸伯桥-柳各庄桥）水利配套设施建设工程,2.0221E+17,顺义区水务局,顺义区水务局,9441.64,万元,人民币,11110110000092937B,对全线航道及码头、船坞区域进行河道疏浚约6.38千米，沿线新建码头2座、船坞及维修基地1座，同步实施河南村船闸改造与提升、河道生态护岸及环境提升（包含淤泥回填区环境改造）、配套服务设施等工程。,关于顺义区潮白河通航段（俸伯桥-柳各庄桥）水利配套设施建设工程项目建议书（代可行性研究报告）的批复,区级,京顺义发改（审）[2022]160号,18/11/2022 11:11:27
2249d768-8273-4637-9db1-37f6d1e1bc68,顺义区十三支干渠综合治理工程,2.3101E+15,北京市交通委员会顺义公路分局,北京市交通委员会顺义公路分局,14400,万元,人民币,1211000040070914XP,对现状十三支渠进行疏挖加固治理。,,,,
QXSP1501756,稻香湖再生水厂外部市政配套工程,8.01202E+11,海淀区水务局,海淀区水务局,2149.93,万元,人民币,1111010800005827XC,翠湖南一街西起海淀区核心区东侧路，东至翠湖南一路，全长389.14米，建设内容包括道路及道路附属工程(交通、照明、绿化)，同步实施雨水工程；稻香湖再生水厂外电源工程。,关于稻香湖再生水厂外部市政配套工程项目建议书（代可行性研究报告）的批复,区级,海发改〔2015〕451号,9/9/2015 00:00:00
a26692d6-498b-4c1a-a057-df621ecad2ab,美丽乡村配套污水处理站,2.30909E+15,通州区水务局,通州区水务局,22000,万元,人民币,1.11101E+17,位于城市副中心拓展区，共涉及新建63座农村污水处理站,,,,
1087442,刺猬河整治提升治理工程,2.02308E+17,北京市房山区水务局,北京市房山区水务局,34000,万元,人民币,1.11101E+17,刺猬河整治提升治理工程治理范围是刺猬河城区段河道点为京港澳高速上游，终点为京广铁路，河道治理总长约 3.5k工程的主要任务是通过工程综合整治，保障河道行洪安全，改生态环境，提升管理运行智慧化水平。,关于刺猬河整治提升治理工程项目建议书（代可研）的批复,区级,京房山发改（审）[2023]166号,6/12/2023 18:34:24
c9523275-fc0b-429c-aad4-65e3be2ad902,密云区遥桥峪水库除险加固工程,2.21515E+15,北京市密云区水务局,北京市密云区水务局,7414.8,万元,人民币,11110228000107959W,"（1）大坝防渗工程； （2）坝体修复工程； （3）溢洪道加固工程； （4）排沙洞加固工程； （5）灌溉发电管加固工程； （6）导流洞出口改造工程；II
（7）大坝监测工程； （8）坝前清淤工程。",,,,
1077973,平谷区海子水库除险加固工程,2.02313E+17,北京市平谷区水务局,北京市平谷区水务局,7757,万元,人民币,11110226000112950P,溢洪道闸门及配套设施改造工程；泄水底孔闸门及配套设施改造工程；溢洪道溢流面、阻滑板及护坦加固工程；坝体排水管疏通工程；南副坝渗水排除改造工程；小副坝防浪墙修复工程；安全监测设施改造工程；机房建筑工程。,关于平谷区海子水库除险加固工程实施方案的请示,区级,京平谷发改（审）[2023]52号,6/12/2023 16:38:55
b002747f-325f-4c8c-9784-a8266b904f47,潮白河（通州段）治理工程,2.109E+15,北京市水务工程建设与管理事务中心,北京市水务工程建设与管理事务中心,80000,万元,人民币,12110000749350790J,治理顺义通州界—牛牧屯引河段河道38公里，主要包括堤防整治、跨河构筑物、生态修复工程等,,,,
1087246,小汤山镇后牛坊、西官庄、赴任辛庄3村排水清淤、护砌工程,2.02312E+17,小汤山政府,小汤山政府,236.31,万元,人民币,,后牛坊村新建30厘米厚浆砌片石护砌边沟1698.23平米，开挖土方700.51立方，新建20厘米C25混凝土硬路肩106.1平米，新建波形梁护栏202.0米；西官庄村清淤整修边沟520米，边沟方砖护砌2704.45平米，开挖土方609.2立方，拆除两座钢筋混凝土盖板涵，新建DN1500钢筋混凝土排水管22米；赴任辛庄村新建D=800mm钢筋混凝土排水管53米，路面结构恢复18.6平米，拆除新建盖板,关于小汤山镇后牛坊、西官庄、赴任辛庄3村排水清淤、护砌工程项目建议书的批复,区级,京昌平发改（审）[2023]152号,6/12/2023 10:43:37
1082822,延庆区白河堡水库除险加固工程,2.02316E+17,北京市延庆区水务局,北京市延庆区水务局,3332,万元,人民币,11110229000117938X,主要建设内容为溢洪道修复12000平方米，进水塔修复3600平方米，泄洪洞修复380m，启闭机更换8台、库区山体防护1600平方米、库滨带修复4000平方米以及大坝安全监测及自动化控制设施建设。,关于延庆区白河堡水库除险加固工程实施方案的请示,区级,京延庆发改（审）[2023]37号,1/12/2023 18:07:51
1087131,孟祖河（阿苏卫循环经济园段）治理工程,2.02312E+17,北京市昌平区水务局,北京市昌平区水务局,23145.9,万元,人民币,11110221000102859X,工程治理起点为良各庄村西，终点为丰收渠东侧，治理长度6.79公里,关于孟祖河（阿苏卫循环经济园段）治理工程项目建议书的批复,区级,京昌平发改（审）[2023]223号,6/12/2023 21:12:51
1086074,青龙湖再生水厂（丰台）扩建工程,2.02405E+17,北京恒盛宏大基础设施建设管理有限公司,北京恒盛宏大基础设施建设管理有限公司,22694.3,万元,人民币,,山湖路西侧空地处新建理规模1.2万m3/d再生水厂一座,关于青龙湖再生水厂（丰台）扩建工程项目建议书（代可研）的批复,区级,京丰台发改（审）[2023]56号,6/12/2023 15:10:21
5cfef53a-7ff4-4dba-ab77-7b04a172b2f6,顺义区张镇中小河道沟渠排水提升工程,2.3101E+15,北京市顺义区张镇人民政府,北京市顺义区张镇人民政府,3086.9,万元,人民币,11110110000093331X,本项目为顺义区张镇中小河道沟渠排水提升工程，针对张镇镇域范围内东一干渠、无名河、聂庄村排水沟、金鸡河、王庄村明渠、顺平路明渠、良山村明渠、木孙路明渠、七大路明渠、赵各庄明渠进行提升改造。主要包括现状明渠修复、清淤疏浚、渠底和边坡硬化护砌、过路管涵改造等工程内容。,,,,
1088542,林校路街道2023年老旧小区雨、污水工程,2.02411E+17,林校路街道,林校路街道,2126.44,万元,人民币,,新建雨、污水管线，拆除部分原有雨、污水管线，新建部分雨水井和污水井,关于林校路街道2023年老旧小区雨、污水工程实施方案的批复,区级,京大兴发改（审）[2024]7号,17/1/2024 15:35:28
17d4cdcc-c738-49aa-9c05-e920e147c859,顺义区农村污水治理工程（二期）2020年度项目,2.1101E+15,北京市顺义区水务局,北京市顺义区水务局,78517,万元,人民币,11110110000092937B,新建污水管道约818公里，对顺义区20个村污水进行治理,,,,
1047110,密云区蛇鱼川河及支流7.16水毁修复工程,2.01915E+17,密云区水务局,密云区水务局,2880.21,万元,人民币,11110228000107959W,建设内容包括河道疏浚整理3.395公里；岸墙坍塌修复2.5公里，基础加固0.525公里；改建漫水桥5座。,关于密云区蛇鱼川河及支流7.16水毁修复工程实施方案的批复,区级,京密云发改（审）[2019]45号,19/6/2019 19:00:00
4ae383a2-07e8-42c2-bbc3-3cbfa18dc467,昌平区山区沟道水毁修复工程,2.31212E+15,北京市昌平区水务局,北京市昌平区水务局,34790,万元,人民币,11110221000102859X,治理13条河74.9公里水毁修复，涉及南口镇2条沟道水毁修复，阳坊镇3条河道水毁修复，延寿镇3条沟道黑山寨沟、慈悲峪沟、秦屯河，十三陵水库周边河道5个村村级沟道。,,,,
1078830,京通快速路四惠桥区积水点治理工程,2.02203E+17,北京城市排水集团有限责任公司,北京城市排水集团有限责任公司,1435,万元,人民币,9.111E+17,"新建管道及附属设施：新建管线46米，新建低水区域联合式雨水口56个。
新建泵站：按照规划设计要求标注0.4立方米/秒的提示水量新建泵站，包括水泵、格栅等工艺设备及配电系统。",关于京通快速路四惠桥区积水点治理工程实施方案的批复,市级,京发改（审）[2023]619号,23/10/2023 00:00:00
1024621,门头沟景观沟道截污改造工程,2.01407E+17,北京市门头沟区水务局,北京市门头沟区水务局,217.33,万元,人民币,11110109000072813A,门头沟景观沟道截污改造工程共完成铺设污水管道728米，新建污水检查井30座，污水池1座，雨水检查井2座，截流井1座，挖除淤泥144立方米，河底铅丝石笼恢复192立方米，土工膜恢复246平方米。,,,,
1086382,怀河综合治理工程,2.02314E+17,北京市怀柔区水务局,北京市怀柔区水务局,178000,万元,人民币,11110227000097949G,建设规模及内容:工程治理范围起点为怀柔水库坝下溢洪道消力池，终点为区界，总长约11 千米。主要建设内容为疏挖整治河道约 11 千米、橡胶坝改建、桥梁改建、巡河路及照明恢复、生态防护工程、自动化与信息化工程等。,关于怀河综合治理工程项目建议书（代可研）的批复,区级,京怀柔发改（审）[2023]91号,11/11/2023 12:18:46
e1cf1a0d-8802-4658-8546-6ca394ae3fed,麻峪村新建堤坝项目,2.30606E+15,北京市石景山区住房和城市建设委员会,北京市石景山区住房和城市建设委员会,200000,万元,人民币,,新建一座沿河堤坝,,,,
1087623,南涧沟生态清洁小流域修复和综合治理工程,2.02307E+17,北京市门头沟区水务局,北京市门头沟区水务局,2068,万元,人民币,11110109000072813A,修复破损梯田20公顷、排洪渠1000米、防护墙1000米等坡面工程，加强坡面水土保持防护能力；修复田间生产步道1000米、引水管线3000米等基础设施，提高林果产业；分析流域水土流失情况，实施水土保持工程及林草措施，逐步构建水土流失防护体系；恢复沟道控制堰，提高水土流失监测能力。,关于南涧沟生态清洁小流域修复和综合治理工程实施方案的批复,区级,京门头沟发改（审）[2023]124号,7/12/2023 04:53:04
