唯一标识,行政相对人名称,统一社会信用代码,法定代表人,行政处罚决定书文号,违法行为类型,违法事实,处罚依据,处罚类别,处罚内容,罚款金额（万元）,处罚决定日期,处罚有效期,公示截止期,处罚机关,处罚机关统一社会信用代码,数据来源单位,数据来源单位统一社会信用代码,是否删除,行政相对人类别,更新时间
67281f26-0ccb-42ce-80f3-e2899a81c1f0,迅捷联动（北京）科技有限公司,91110117061257491C,卞*,(京)文执罚 〔2025〕第300011号,擅自在互联网上使用广播电视专有名称开展业务,迅捷联动（北京）科技有限公司于2023年11月至2024年4月期间，存在擅自在互联网上使用广播电视专有名称开展业务,《互联网视听节目服务管理规定》第二十三条第一款第（一）项“违反本规定有下列行为之一的，由县级以上广播电影电视主管部门予以警告、责令改正，可并处3万元以下罚款；同时，可对其主要出资者和经营者予以警告，可并处2万元以下罚款：（一）擅自在互联网上使用广播电视专有名称开展业务的；”,警告,警告。,,2025/2/24,2099/12/31,2025/8/24 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,18/3/2025 10:30:45
459e31b9-5431-489c-a7b4-8d0d2bc2556f,北京宇悦无限信息技术有限公司,911101087693707568,孙*林,(京)文执罚 〔2024〕第300084号,擅自从事互联网视听节目服务,北京宇悦无限信息技术有限公司于2024 年5 月至2024年 8 月期间，存在擅自从事互联网视听节目服务,《互联网视听节目服务管理规定》第二十四条第一款“擅自从事互联网视听节目服务的，由县级以上广播电影电视主管部门予以警告、责令改正，可并处3万元以下罚款;情节严重的，根据《广播电视管理条例》第四十七条的规定予以处罚”,警告;罚款,1.警告;2.罚款叁仟元。,0.3,2024/9/14,2099/12/31,2025/9/14 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,27/12/2024 17:49:50
c7265752-0915-4de5-9d59-7d7873c2bc49,北京我也爱你们科技有限公司,911101053583534924,郭*,(京)文执罚 〔2024〕第300129号,擅自从事互联网视听节目服务,北京我也爱你们科技有限公司于 2019年2月至2024年9月期间，存在擅自从事互联网视听节目服务,《互联网视听节目服务管理规定》第二十四条第一款“擅自从事互联网视听节目服务的，由县级以上广播电影电视主管部门予以警告、责令改正，可并处 3 万元以下罚款; 情节严重的，根据《广播电视管理条例》第四十七条的规定予以处罚”,警告,警告。,,2024/12/5,2099/12/31,2025/12/5 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,27/12/2024 17:49:49
cf51712b-0f3b-4f9d-b59a-5c01c4a10f8f,北京飙音网络科技有限公司,91110114MA02019E37,郭*伟,(京)文执罚 〔2024〕第300054号,擅自从事互联网视听节目服务,北京飙音网络科技有限公司于2024年01月至2024年03月期间，存在擅自从事互联网视听节目服务的违法行为。,《互联网视听节目服务管理规定》第二十四条第一款,警告;罚款,1.警告；2.罚款人民币叁仟元。,0.3,2024/7/3,2099/12/31,2025/7/3 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,27/12/2024 17:49:50
cf783b1f-f446-4553-bf8b-154a029547b2,北京星和汇科技有限公司,91110105MA0186H49B,高*峰,(京)文执罚 〔2024〕第300013号,擅自从事互联网视听节目服务,北京星和汇科技有限公司于2023年01月至2024年01月期间，存在擅自从事互联网视听节目服务,《互联网视听节目服务管理规定》第二十四条第一款,警告;罚款,1.警告;2.罚款人民币叁仟元。,0.3,2024/2/21,2099/12/31,2025/2/21 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:32
f61a79a7-a82a-40dc-a27f-50673de00e6c,北京福音时代信息技术有限公司,91110105792121440E,宋*,(京)文执罚 〔2023〕第800031号,擅自从事互联网视听节目服务,北京福音时代信息技术有限公司于2014年02月至2023年04月26日期间，存在擅自从事互联网视听节目服务的违法行为，拟对该单位行政处罚如下：1.警告；2.罚款人民币20000元。,《互联网视听节目服务管理规定》第二十四条第一款,警告;罚款,1.警告;2.罚款人民币贰万元。,2,2023/6/21,2099/12/31,2024/6/21 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:38
ff27dd28-ddd9-44f3-85c8-41752cbe36d1,北京麦多贝科技有限公司,91110105MA020TQ70F,王*念,(京)文执罚 〔2024〕第300050号,擅自从事互联网视听节目服务,北京麦多贝科技有限公司于2024年03月01日与2024年05月24日期间，存在擅自从事互联网视听节目服务。,《互联网视听节目服务管理规定》第二十四条第一款,警告;罚款,1.警告;2.罚款人民币叁仟元。,0.3,2024/6/13,2099/12/31,2025/6/13 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:29
51f7cbbf-c08b-437c-ab7d-9fbad32eebad,北京蓝湾博阅科技有限公司,91110105MA01D3J83K,王*,(京)文执罚 〔2024〕第300068号,擅自从事互联网视听节目服务,北京蓝湾博阅科技有限公司于2024年1月至2024年7月期间，存在擅自从事互联网视听节目服务,《互联网视听节目服务管理规定》第二十四条第一款“擅自从事互联网视听节目服务的，由县级以上广播电影电视主管部门予以警告、责令改正，可并处3万元以下罚款; 情节严重的，根据《广播电视管理条例》第四十七条的规定予以处罚”,警告;罚款,1.警告;2.罚款叁仟元。,0.3,2024/9/3,2099/12/31,2025/9/3 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,27/12/2024 17:49:50
56144539-c648-4a81-a739-a25f5ba9877f,北京颜影科技有限公司,91110105MA0216K407,耿*培,(京)文执罚 〔2023〕第300037号,擅自从事互联网视听节目服务,北京颜影科技有限公司于2023年03月与2023年05月期间，存在擅自从事互联网视听节目服务,《互联网视听节目服务管理规定》第二十四条第一款,警告;罚款,1.警告;2.罚款人民币叁仟元。,0.3,2023/6/26,2099/12/31,2024/6/26 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:37
ddc64a43-ad7a-4d02-8f04-25aa284bf10e,北京噗呲科技有限公司,91110105MA01UU9N9B,王*,(京)文执罚 〔2024〕第300007号,擅自从事互联网视听节目服务,北京噗呲科技有限公司于2021年08月至2023年12月期间，存在擅自从事互联网视听节目服务,《互联网视听节目服务管理规定》第二十四条第一款,警告;罚款,1.警告;2.罚款人民币贰万元。,2,2024/2/4,2099/12/31,2025/2/4 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:28
e7a030d9-5999-4f8e-8f99-8283e07e3e3b,北京纵程科技有限公司,91110108MA04D5R90L,任*豪,(京)文执罚 〔2024〕第300049号,擅自从事互联网视听节目服务,北京纵程科技有限公司于2023年11月与2024年04月期间，存在擅自从事互联网视听节目服务,《互联网视听节目服务管理规定》第二十四条第一款,警告;罚款,1.警告;2.罚款人民币叁仟元。,0.3,2024/6/13,2099/12/31,2025/6/13 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:32
4a8f0855-17c9-46df-a667-ae4fd45334c8,国广星空视频科技（北京）有限公司,911101070828543328,谢*落,(京)文执罚 〔2024〕第300028号,擅自从事互联网视听节目服务,国广星空视频科技（北京）有限公司于2023年01月与2024年02月期间，存在擅自从事互联网视听节目服务,《互联网视听节目服务管理规定》第二十四条第一款,警告;罚款,1.警告;2.罚款人民币叁仟元。,0.3,2024/3/28,2099/12/31,2025/3/28 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:30
d4707aa9-12bb-442d-b2db-8764e2814517,北京知行锐景科技有限公司,91110108306741223D,吴*,(京)文执罚 〔2023〕第500040号,未建立健全节目运营规范，未采取版权保护措施,北京知行锐景科技有限公司于2023年06月至2023年08月期间，存在未建立健全节目运营规范，未采取版权保护措施的违法行为,《互联网视听节目服务管理规定》第二十三条第一款第（三）项,警告,警告。,,2023/8/30,2099/12/31,2024-2-30,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:37
32bde9ce-1e12-44e6-b398-574c45e8e573,北京朝时科技有限公司,91110108MA003N8D3L,曹*璋,(京)文执罚 〔2024〕第300035号,擅自从事互联网视听节目服务,北京朝时科技有限公司于2023年07月至2024年03月期间，存在擅自从事互联网视听节目服务,《互联网视听节目服务管理规定》第二十四条第一款,警告,警告。,,2024/4/17,2099/12/31,2025/4/17 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:28
6cb90d26-7484-42d8-b097-ef3b158450e8,北京视听通科技有限公司,91110118MA04DMK841,彭*明,(京)文执罚 〔2023〕第300069号,擅自从事互联网视听节目服务,北京视听通科技有限公司于2022年10月至2023年07月期间，存在擅自从事互联网视听节目服务,《互联网视听节目服务管理规定》第二十四条第一款,警告;罚款,1.警告;2.罚款人民币叁仟元。,0.3,2023/8/11,2099/12/31,2024/8/11 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:29
d48e5da7-de8f-4e02-a933-53fd570aba16,北京原始人科技有限公司,91110108MA00939J71,胡*,(京)文执罚 〔2024〕第300024号,擅自从事互联网视听节目服务,北京原始人科技有限公司于2023年10月至2024年02月期间，存在擅自从事互联网视听节目服务的违法行为。,《互联网视听节目服务管理规定》第二十四条第一款,警告;罚款,1.警告;2.罚款人民币叁仟元。,0.3,2024/3/22,2099/12/31,2025/3/22 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:27
