时间,企业名称,注册号,是否有效
2022/10/24 11:12:29,环球网校,1100009001100202210240197,09
2022/10/24 11:14:50,曲美家具,1100009001100202210240200,09
2022/10/31 10:18:47,愈见幸福（北京）教育科技有限公司,1100009001100202210310118,09
2022/10/31 15:38:04,北京中公教育科技有限公司,1100009001100202210310478,09
2022/11/4 13:24:12,北京诚租教育科技有限公司,1100009001100202211040298,09
2022/11/4 13:53:49,北京五湖瑞顺科技有限公司,1100009001100202211040329,09
2022/10/27 15:46:53,北京默契破冰科技有限公司,1100009001100202210270423,09
2022/10/27 14:32:13,新浪网络技术股份有限公司,1100009001100202210270350,09
2022/10/27 15:10:16,北京京东世纪信息技术有限公司,1100009001300202210270219,09
2022/9/28 9:56:56,状元派第五档口美食城盖码饭,1100009001100202209280106,09
2022/9/28 10:17:07,北京中公教育科技有限公司,1100009001100202209280127,09
2022/9/28 10:28:46,北京奇智科技有限公司,1100009001100202209280146,09
2022/9/28 11:18:13,北京微播视界科技有限公司,1100009001100202209280203,09
2022/11/8 15:10:43,北京龙威互动科技有限公司,1100009001100202211080407,09
2022/11/8 15:41:48,北京寺库商贸有限公司,1100009001100202211080454,09
2022/11/10 11:26:43,北京慧本教育科技有限公司,1100009001100202211100182,09
2022/11/11 8:43:21,北京中公教育科技有限公司,1100009001100202211110002,09
2022/11/11 8:45:41,北京寺库商贸有限公司,1100009001100202211110003,09
2022/11/11 8:59:10,北京嗨学网教育科技股份有限公司,1100009001100202211110010,09
2022/9/27 9:42:05,北京趣拿信息技术有限公司,1100009001100202209270070,09
2022/11/24 8:44:09,北京盒马网络科技有限公司顺义分公司,1101130421100202211240022,09
2022/11/24 9:45:23,北京三快科技有限公司,1100009001100202211240037,09
2022/11/28 16:02:13,北京寺库商贸有限公司,1100009001100202211280206,09
2022/11/28 16:23:40,北京大麦文化传媒发展有限公司,1100009001100202211280211,09
2022/12/1 8:42:08,北京中公教育科技有限公司,1100009001100202212010002,09
2022/12/1 9:08:26,北京拓海国际教育科技有限公司,1100009001100202212010021,09
2022/12/23 10:43:57,泰康保险公司,1100009001100202212230085,09
2022/9/30 9:08:54,北京开课吧科技有限公司,1100009001100202209300042,09
2022/9/30 9:15:36,北京微播视界科技有限公司,1100009001100202209300045,09
2022/10/11 16:12:43,北京中公教育科技有限公司,1100009001100202210110469,09
2022/10/31 14:19:11,北京爱奇艺科技有限公司,1100009001100202210310380,09
2022/10/31 14:30:38,北京寺库商贸有限公司,1100009001100202210310389,09
2022/10/31 14:42:58,北京寺库商贸有限公司,1100009001100202210310425,09
2022/11/2 17:02:29,北京兴为科技集团有限公司,1100009001100202211020543,09
2022/11/8 12:00:07,北京中公教育科技有限公司,1100009001100202211080231,09
2022/11/8 13:31:25,北京漫客星云科技有限公司,1100009001100202211080305,09
2022/10/27 15:28:43,北京寺库商贸有限公司,1100009001100202210270407,09
2022/10/27 14:39:24,北京开课吧科技有限公司,1100009001100202210270356,09
2022/9/28 10:30:53,北京中消创安教育科技有限公司,1100009001100202209280149,09
2022/9/28 9:58:53,北京微播视界科技有限公司,1100009001100202209280108,09
2022/9/28 10:11:52,字节跳动有限公司,1100009001100202209280122,09
2022/11/10 11:00:59,北京爱奇艺科技有限公司,1100009001100202211100170,09
2022/11/10 15:56:18,北京奥思开源网络软件开发有限公司,1100009001100202211100429,09
2022/11/10 14:31:31,北京一商宇洁商贸有限公司,1100009001100202211100345,09
2022/11/10 14:45:36,北京美一天家庭服务有限公司,1100009001100202211100349,09
2022/11/11 9:06:36,中海地产,1100009001100202211110038,09
2022/11/11 9:11:12,北京医考帮科技有限公司,1100009001100202211110039,09
2022/11/11 9:30:12,扬州修脚,1100009001100202211110051,09
2022/11/11 9:35:01,北京爱奇艺科技有限公司,1100009001100202211110053,09
2022/11/11 8:53:20,北京三快科技有限公司,1100009001100202211110030,09
2022/9/27 9:25:18,北京每日优鲜电子商务有限公司,1100009001100202209270028,09
2022/9/27 9:30:48,北京爱奇艺科技有限公司,1100009001100202209270029,09
2022/9/28 13:05:57,快乐娃孕婴童用品特卖场,1100009001100202209280269,09
2022/11/24 10:50:40,北京中公教育科技有限公司,1100009001100202211240082,09
2022/11/29 11:21:21,北京文通恒达文化发展有限公司,1100009001100202211290069,09
2022/11/29 11:27:05,北京寺库商贸有限公司,1100009001100202211290071,09
2022/12/2 13:00:14,怡瑞国际理发店,1100009001100202212020146,09
2022/12/2 13:06:09,北京中公教育科技有限公司,1100009001100202212020149,09
2022/12/2 13:40:15,北京国际度假区有限公司,1100009001100202212020155,09
2022/12/8 14:16:30,北京中公教育科技有限公司,1100009001100202212080127,09
2022/12/26 14:19:53,品乐侍酒文化（北京）有限公司,1101140421100202212260299,09
2022/12/26 14:30:10,北京寺库商贸有限公司,1100009001100202212260306,09
2022/12/26 14:36:20,北京大麦文化传媒发展有限公司,1100009001100202212260313,09
2022/12/26 14:17:49,北京开课吧科技有限公司,1100009001100202212260295,09
2022/12/29 9:57:12,北京奇客创想科技有限公司,1100009001100202212290038,09
2022/12/29 10:21:28,北京寺库商贸有限公司,1100009001100202212290085,09
2022/10/11 16:44:59,北京大公财富智能科技有限公司,1101140421100202210110517,09
2022/12/29 10:44:26,北京字节跳动科技有限公司,1100009001100202212290123,09
2022/12/29 10:53:26,北京寺库商贸有限公司,1100009001100202212290128,09
2022/11/11 14:26:39,北京京鲸阁瑜伽有限公司北京市房山区分公司,1100009001100202211110326,09
2022/11/11 15:47:26,海淀区海淀实验二小对过快乐学书店,1101080621100202211110347,09
2022/10/8 10:58:38,苏宁易购,1100009001100202210080154,09
2022/10/8 11:35:07,北京字节跳动科技有限公司,1100009001100202210080198,09
2022/10/11 13:20:31,北京中公教育科技有限公司,1100009001100202210110272,09
2022/10/11 12:51:28,北京寺库商贸有限公司,1100009001100202210110281,09
2022/10/11 13:08:22,北京寺库商贸有限公司,1100009001100202210110296,09
2022/8/29 12:20:24,雨果博斯（上海）商贸有限公司北京国贸分公司,1100009001100202208290211,09
2022/8/29 12:50:25,北京开课吧科技有限公司,1100009001100202208290230,09
2022/8/29 12:55:34,北京快手科技有限公司,1100009001100202208290233,09
2022/8/29 13:08:42,北京寺库商贸有限公司,1100009001100202208290265,09
2022/10/8 14:11:51,北京寺库商贸有限公司,1100009001100202210080328,09
2022/10/14 8:47:35,北京领动教育科技有限公司,1100009001100202210140021,09
2022/10/14 9:06:48,北京孚惠注册安全工程师事务所有限公司,1100009001100202210140024,09
2022/10/14 9:18:10,北京中公教育科技有限公司,1100009001100202210140026,09
2022/10/28 12:15:48,北京快手科技有限公司,1100009001100202210280191,09
2022/10/13 9:00:45,北京中公教育科技有限公司,1100009001100202210130051,09
2022/10/13 9:03:18,北京中公教育科技有限公司,1100009001100202210130055,09
2022/11/15 12:44:05,北京瓴岳信息技术有限公司,1100009001100202211150297,09
2022/9/9 14:21:53,北京市五八拍拍信息技术有限公司,1100009001100202209090300,09
2022/9/9 14:31:24,高德软件有限公司,1100009001100202209090307,09
2022/9/15 13:38:43,中天汇聚（北京）教育咨询有限公司,1100009001100202209150264,09
2022/9/16 9:34:14,字节跳动有限公司,1100009001100202209160070,09
2022/9/20 10:41:12,北京寺库商贸有限公司,1100009001100202209200143,09
2022/9/20 10:48:52,北京知金大鹏教育科技有限公司,1100009001100202209200151,09
2022/9/20 10:52:22,北京寺库商贸有限公司,1100009001100202209200155,09
2022/9/20 10:37:55,北京中联科培国际教育科技发展有限责任公司,1100009001100202209200139,09
2022/9/22 13:29:26,北京趣拿信息技术有限公司,1100009001100202209220299,09
2022/9/22 13:47:38,北京读我科技有限公司,1100009001100202209220311,09
2022/12/12 13:29:17,北京微播视界科技有限公司,1100009001100202212120135,09
2022/12/12 12:24:47,苹果电子产品商贸（北京）有限公司,1100009001100202212120072,09
2022/12/30 11:56:43,北京大麦文化传媒发展有限公司,1100009001100202212300133,09
2022/12/30 13:06:45,北京卡路里科技有限公司,1100009001100202212300203,09
2022/12/30 13:10:59,北京漫客星云科技有限公司,1100009001100202212300205,09
2022/12/30 13:26:59,物美超市西黄村二店,1100009001100202212300211,09
2022/11/29 14:28:20,北京英睿得科技服务有限公司,1100009001100202211290120,09
2022/11/1 15:15:37,北京中公教育科技有限公司,1100009001100202211010457,09
2022/11/1 15:44:01,万达电影股份有限公司,1100009001100202211010487,09
2022/11/1 15:47:27,北京中公教育科技有限公司,1100009001100202211010490,09
2022/10/20 13:45:13,北京三快科技有限公司,1100009001100202210200315,09
2022/11/1 15:36:07,北京神州数码科捷技术服务有限公司,1100009001100202211010480,09
2022/11/1 15:07:24,北京中公教育,1100009001100202211010447,09
2022/11/1 15:44:04,北京中公教育总部,1100009001100202211010488,09
2022/11/1 15:54:30,北京阔海国际教育科技有限公司,1100009001100202211010499,09
2022/11/3 14:04:46,北京趣拿信息技术有限公司,1100009001100202211030286,09
2022/12/2 8:52:06,北京艺尚造型美发中心,1100009001100202212020008,09
2022/12/2 9:45:05,北京神州国开教育咨询有限公司,1100009001100202212020045,09
2022/9/30 16:03:05,北京寺库商贸有限公司,1100009001100202209300392,09
2022/9/30 16:09:48,微软（中国）有限公司,1100009001100202209300396,09
2022/9/30 16:20:49,北京寺库商贸有限公司,1100009001100202209300427,09
2022/9/30 16:57:57,北京微播视界科技有限公司,1100009001100202209300448,09
2022/9/30 16:12:52,北京四海瑞德科技有限公司,1100009001100202209300399,09
2022/9/30 16:52:07,北京快手网络科技有限公司,1100009001100202209300444,09
2022/9/30 16:28:31,高德地图,1100009001100202209300431,09
2022/10/27 9:00:52,北京中公教育科技有限公司,1100009001100202210270048,09
2022/10/27 9:38:43,北京中公教育科技有限公司,1100009001100202210270092,09
2022/11/2 13:23:16,北京职上教育科技有限公司,1100009001100202211020275,09
2022/11/2 13:28:57,北京中公教育科技有限公司,1100009001100202211020278,09
2022/11/2 13:36:44,北京微播视界科技有限公司,1100009001100202211020280,09
2022/11/7 16:58:25,北京大麦文化传媒发展有限公司,1100009001100202211070502,09
2022/9/27 17:05:50,北京中公教育科技有限公司,1100009001100202209270478,09
2022/9/27 16:04:40,北京神州数码科捷技术服务有限公司,1100009001100202209270380,09
2022/9/27 16:26:45,北京木北北美发有限公司,1100009001100202209270430,09
2022/9/27 16:32:35,北京开课吧科技有限公司,1100009001100202209270432,09
2022/9/27 16:07:41,北京字节跳动有限公司,1100009001100202209270413,09
2022/10/14 15:57:33,北京金隅天坛家具股份有限公司,1100009001100202210140435,09
2022/10/14 16:20:25,北京呗敏网络科技有限公司,1100009001100202210140455,09
2022/10/14 16:24:18,北京永辉超市有限公司顺义分公司,1101130421100202210140459,09
2022/11/4 14:23:42,北京快手科技有限公司,1100009001100202211040382,09
2022/11/4 15:53:14,北京快手科技有限公司,1100009001100202211040488,09
2022/11/4 15:54:43,北京快手科技有限公司,1100009001100202211040489,09
2022/11/9 8:52:04,北京局气餐饮,1100009001100202211090017,09
2022/11/9 8:50:23,百度中国有限公司,1100009001100202211090015,09
2022/11/14 9:48:50,车优多汽车服务（北京）有限公司,1100009001100202211140088,09
2022/11/14 16:50:36,京东物流,1100009001100202211140493,09
2022/10/9 10:41:04,北京开课吧科技有限公司,1100009001100202210090138,09
2022/10/9 10:42:45,北京寺库商贸有限公司,1100009001100202210090140,09
2022/10/11 15:15:25,瓜子二手车总部,1100009001100202210110422,09
2022/9/19 10:04:15,北京大麦文化传媒发展有限公司,1100009001100202209190125,09
2022/10/18 10:50:35,北京中公教育科技有限公司,1100009001100202210180161,09
2022/12/12 10:01:36,北京中公教育科技有限公司,1100009001100202212120043,09
2022/12/12 10:22:23,北京新丝路教育培训学校,1100009001100202212120047,09
2022/12/16 14:36:11,北京大麦文化传媒发展有限公司,1100009001100202212160115,09
2022/12/22 14:48:43,北京大麦文化传媒发展有限公司,1100009001100202212220148,09
2022/12/22 15:55:57,北京趣拿信息技术有限公司,1100009001100202212220160,09
2022/12/22 15:50:59,北京迪信通电子通信技术有限公司密云销售分公司,1100009001100202212220161,09
2022/12/22 15:41:47,北京大麦文化传媒发展有限公司,1100009001100202212220139,09
2022/8/26 10:40:55,萌溪自然感统亲子乐园玉渊潭店,1100009001100202208260130,09
2022/8/26 11:14:20,北京看购科技有限公司,1100009001100202208260184,09
2022/8/30 9:53:52,中大祥云（北京）教育咨询有限公司,1100009001100202208300087,09
2022/8/30 9:54:05,北京三快科技有限公司,1100009001100202208300088,09
2022/8/30 9:56:49,北京寺库商贸有限公司,1100009001100202208300089,09
2022/8/30 9:06:09,北京慧达天下科技有限公司,1100009001100202208300048,09
2022/8/30 9:36:45,北京神州国开教育咨询有限公司,1100009001100202208300074,09
2022/9/15 12:17:25,北京盛世欣兴格力贸易有限公司,1100009001300202209150219,09
2022/9/15 12:30:13,中科建安（北京）教育科技有限公司,1100009001100202209150226,09
2022/9/15 12:30:27,世纪佳缘合生汇店,1100009001100202209150227,09
2022/9/15 12:41:42,北京神州国开教育咨询有限公司,1100009001100202209150234,09
2022/9/20 10:23:11,北京微播视界科技有限公司,1100009001100202209200129,09
2022/9/20 10:51:03,北京小桔科技有限公司,1100009001100202209200153,09
2022/12/12 9:39:38,北京寺库商贸有限公司,1100009001100202212120037,09
2022/12/12 9:02:29,北京盛凡智荣知识产权代理有限公司,1100009001100202212120027,09
2022/9/7 11:03:55,北京微播视界科技有限公司,1100009001100202209070172,09
2022/9/7 11:05:54,北京寺库商贸有限公司,1100009001100202209070175,09
2022/9/9 9:58:38,北京每日优鲜电子商务有限公司,1100009001100202209090093,09
2022/9/9 10:04:30,美廉美稻香村店,1101130421100202209090100,09
2022/10/25 14:29:26,铁塔能源有限公司,1100009001100202210250384,09
2022/10/25 14:56:16,苹果电子产品商贸（北京）有限公司,1100009001100202210250409,09
2022/9/29 10:04:07,滴滴出行,1100009001100202209290037,09
2022/9/29 10:08:01,苹果电子产品商贸（北京）有限公司,1100009001100202209290038,09
2022/10/20 12:49:29,北京爱奇艺科技有限公司,1100009001100202210200258,09
2022/10/20 13:12:14,北京孚惠注册安全工程师事务所有限公司,1100009001100202210200282,09
2022/11/1 14:55:27,思蒂欧兰,1100009001100202211010408,09
2022/11/1 14:58:14,北京寺库商贸有限公司,1100009001100202211010413,09
2022/11/3 15:25:52,联想拯救者游戏本商城,1100009001100202211030440,09
2022/11/3 14:06:47,北京中公教育科技有限公司,1100009001100202211030350,09
2022/9/26 14:12:54,腾达制衣,1100009001100202209260320,09
2022/9/26 14:11:54,北京三快科技有限公司,1100009001100202209260323,09
2022/9/26 14:23:03,北京寺库商贸有限公司,1100009001100202209260326,09
2022/9/26 14:26:05,嘀嗒出行,1100009001100202209260329,09
2022/10/20 11:43:20,北京中公教育科技有限公司,1100009001100202210200223,09
2022/10/20 10:56:01,北京桔子树文化传播有限责任公司,1100009001100202210200172,09
2022/10/20 10:58:44,中公教育,1100009001100202210200176,09
2022/10/20 11:01:43,易加游泳健身会所,1100009001100202210200181,09
2022/11/7 16:25:40,北京赛优职教育科技有限公司,1100009001100202211070459,09
2022/11/7 16:36:38,托普朗宁（北京）教育科技有限公司,1100009001100202211070488,09
2022/11/14 9:59:18,北京寺库商贸有限公司,1100009001100202211140091,09
2022/11/14 10:23:11,北京高汇通商业管理有限公司,1100009001100202211140143,09
2022/11/14 10:37:48,我爱您家家政服务有限公司,1100009001100202211140145,09
2022/11/14 11:20:48,中国移动中鸿通营业厅,1100009001100202211140147,09
2022/9/30 11:30:43,北京肯德基有限公司,1100009001100202209300161,09
2022/11/4 15:31:14,北京慕远科技有限公司,1100009001100202211040452,09
2022/11/4 15:33:49,北京中公教育科技有限公司,1100009001100202211040453,09
2022/11/7 9:33:07,清华池店,1100009001100202211070034,09
2022/11/7 8:39:17,北京中公教育科技有限公司,1100009001100202211070021,09
2022/11/7 8:45:08,北京三快科技有限公司,1100009001100202211070023,09
2022/11/7 9:13:02,北京中公教育科技有限公司,1100009001100202211070031,09
2022/11/25 10:02:50,北京中公教育科技有限公司,1100009001100202211250053,09
2022/10/9 11:42:14,北京启康祥眼镜行,1100009001100202210090203,09
2022/10/19 10:14:30,北京东奥时代教育科技有限公司,1100009001100202210190117,09
2022/9/23 9:07:16,汉而学,1100009001100202209230047,09
2022/9/23 9:48:09,北京寺库商贸有限公司,1100009001100202209230086,09
2022/10/18 9:40:04,优美生鲜超市（,1101080621100202210180075,09
2022/12/5 16:38:08,北京职尚教育科技有限公司,1100009001100202212050227,09
2022/12/5 16:58:29,北京转转精神科技有限责任公司,1100009001100202212050234,09
2022/12/13 16:12:00,药兜网,1100009001100202212130192,09
2022/10/31 12:26:15,北京苗韵曙光餐饮有限公司,1100009001100202210310249,09
2022/10/31 13:12:54,北京爱奇艺科技有限公司,1100009001100202210310295,09
2022/11/21 14:02:10,培训,1101130421100202211210023,09
2022/12/30 14:29:59,北京栽梦未来科技有限公司,1100009001100202212300317,09
2022/12/30 15:36:29,托普朗宁（北京）教育科技有限公司,1100009001100202212300389,09
2022/12/30 15:38:01,苹果电子产品商贸（北京）有限公司,1100009001100202212300392,09
2022/12/30 15:47:34,北京中公教育科技有限公司,1100009001100202212300434,09
2022/9/2 12:37:44,北京微播视界科技有限公司,1100009001100202209020197,09
2022/9/2 12:41:02,北京快手科技有限公司,1100009001100202209020198,09
2022/9/2 12:44:59,金满堂美容减肥健康管理,1100009001100202209020199,09
2022/9/2 13:40:40,罗氏坤骨伤科诊所,1101130421100202209020255,09
2022/9/8 14:38:49,北京看购科技有限公司,1100009001100202209080363,09
2022/9/8 14:51:10,北京每日优鲜电子商务有限公司,1100009001100202209080374,09
2022/9/8 15:19:41,三星电子售后服务中心,1100009001100202209080396,09
2022/9/8 15:00:28,北京每日优鲜电子商务有限公司,1100009001100202209080313,09
2022/9/21 15:36:42,北京转转精神科技有限责任公司,1100009001100202209210387,09
2022/9/21 15:48:22,苹果专卖店,1100009001100202209210394,09
2022/9/21 15:44:22,北京每日优鲜电子商务有限公司,1100009001100202209210391,09
2022/9/21 15:54:09,北京起陆国际教育咨询服务有限公司,1100009001100202209210421,09
2022/9/26 9:27:33,威尔仕健身北京东方新天地店,1100009001100202209260060,09
2022/9/26 9:27:52,菲尔莱（北京）科技有限公司,1100009001100202209260061,09
2022/11/10 9:35:47,北京中公教育科技有限公司,1100009001100202211100057,09
2022/11/10 9:41:53,北京中消创安教育科技有限公司,1100009001100202211100081,09
2022/11/10 9:17:39,抖音,1100009001100202211100044,09
2022/11/10 8:57:03,北京梵客家居科技有限公司,1100009001100202211100013,09
2022/9/8 9:56:09,北京寺库商贸有限公司,1100009001100202209080105,09
2022/9/8 8:43:46,北京艺桥教育科技有限公司,1100009001100202209080006,09
2022/9/14 10:36:16,北京中公教育科技有限公司,1100009001100202209140154,09
2022/9/14 11:21:55,北京中公教育科技有限公司,1100009001100202209140220,09
2022/9/14 10:31:30,苹果官网,1100009001100202209140150,09
2022/11/29 13:04:16,无名水站,1100009001100202211290097,09
2022/12/12 15:48:16,北京寺库商贸有限公司,1100009001100202212120192,09
2022/12/15 12:40:30,北京袁成力量体育用品有限公司,1100009001100202212150089,09
2022/12/15 13:43:59,天竺综合保税一街7幛F04-03,1101130421100202212150094,09
2022/9/6 15:41:37,北京趣拿信息技术有限公司,1100009001100202209060469,09
2022/9/6 15:46:48,快快利华（北京）网络科技有限公司,1100009001100202209060476,09
2022/9/27 10:12:26,北京快手科技有限公司,1100009001100202209270104,09
2022/9/27 10:12:58,中升迎宾一汽丰田4S店,1100009001100202209270105,09
2022/10/21 16:14:54,北京趣拿信息技术有限公司,1100009001100202210210491,09
2022/10/21 16:28:43,北京中公教育科技有限公司,1100009001100202210210528,09
2022/11/2 10:55:06,北京寺库商贸有限公司,1100009001100202211020177,09
2022/10/25 9:45:08,筑梦花艺,1100009001100202210250094,09
2022/10/25 9:45:32,北京寺库商贸有限公司,1100009001100202210250096,09
2022/10/25 9:53:34,北京天航达五金经销部,1100009001100202210250103,09
2022/10/25 8:47:03,北京中公教育科技有限公司,1100009001100202210250010,09
2022/10/25 10:54:39,北京中公教育科技有限公司,1100009001100202210250170,09
2022/10/25 11:01:28,北京快手科技有限公司,1100009001100202210250179,09
2022/12/2 10:51:57,北京完美灵犀科技有限公司,1100009001100202212020081,09
2022/12/2 11:25:42,海鹏国瑞,1100009001100202212020091,09
2022/12/23 14:12:56,北京趣拿信息技术有限公司,1100009001100202212230154,09
2022/10/25 16:15:18,百度,1100009001100202210250484,09
2022/10/25 16:17:20,北京快手科技有限公司,1100009001100202210250486,09
2022/10/8 16:29:35,抖音,1100009001100202210080395,09
2022/10/8 16:43:28,北京寺库商贸有限公司,1100009001100202210080398,09
2022/10/8 16:52:16,北京教育有道技术有限公司,1100009001100202210080399,09
2022/9/20 15:50:57,北京趣拿信息技术有限公司,1100009001100202209200434,09
2022/9/22 9:02:18,北京开课吧科技有限公司,1100009001100202209220046,09
2022/10/17 14:31:22,北京中公教育科技有限公司,1100009001100202210170387,09
2022/10/17 14:14:22,北京悦己润美美容美体有限公司,1100009001100202210170366,09
2022/10/17 14:59:33,北京快手科技有限公司,1100009001100202210170411,09
2022/11/7 11:24:12,北京嗨学网教育科技股份有限公司,1100009001100202211070201,09
2022/11/7 11:47:39,北京弘诚华教教育咨询有限公司,1100009001100202211070204,09
2022/11/7 9:58:08,北京寺库商贸有限公司,1100009001100202211070102,09
2022/11/7 15:37:58,优酷信息技术（北京）有限公司,1100009001100202211070432,09
2022/12/8 12:43:50,北京趣拿信息技术有限公司,1100009001100202212080088,09
2022/12/20 12:11:41,北京中公教育科技有限公司,1100009001100202212200081,09
2022/12/20 12:20:17,北京中公教育科技有限公司,1100009001100202212200083,09
2022/11/3 16:28:53,苹果电子产品商贸（北京）有限公司,1100009001100202211030498,09
2022/12/1 10:12:59,北京山香时代教育科技股份有限公司,1100009001100202212010027,09
2022/12/1 10:28:11,北京中公教育科技有限公司,1100009001100202212010028,09
2022/12/1 10:04:17,未来万家五金机电,1101130421100202212010048,09
2022/12/30 15:50:57,北京寺库商贸有限公司,1100009001100202212300441,09
2022/9/8 15:31:05,华清池交大路店,1100009001100202209080408,09
2022/9/8 15:42:50,乐迈阳光（北京）健身服务有限公司,1100009001100202209080413,09
2022/11/9 14:04:37,北京中公教育科技有限公司,1100009001100202211090361,09
2022/11/9 14:29:45,北京爱奇艺科技有限公司,1100009001100202211090386,09
2022/9/23 12:54:16,北京红成好运商贸有限公司,1100009001100202209230282,09
2022/9/23 12:57:17,益点通（北京）教育科技有限公司,1100009001100202209230283,09
2022/9/23 12:58:28,北京中公教育科技有限公司,1100009001100202209230284,09
2022/11/11 11:29:27,北京寺库商贸有限公司,1100009001100202211110183,09
2022/11/11 11:30:00,北京快手科技有限公司,1100009001100202211110184,09
2022/11/11 10:12:24,北京华诚数码相机,1100009001100202211110112,09
2022/11/11 11:13:43,北京爱奇艺科技有限公司,1100009001100202211110171,09
2022/9/9 9:35:59,优酷土豆网,1100009001100202209090069,09
2022/9/9 9:37:25,澳活（北京）科技有限公司,1100009001100202209090071,09
2022/11/11 10:15:20,北京寺库商贸有限公司,1100009001100202211110114,09
2022/11/11 11:48:43,北京快手科技有限公司,1100009001100202211110191,09
2022/12/1 13:19:25,中国移动,1100009001100202212010112,09
2022/12/1 11:56:22,北京趣拿信息技术有限公司,1100009001100202212010088,09
2022/12/1 12:10:09,北京寺库商贸有限公司,1100009001100202212010090,09
2022/12/1 13:45:47,北京度友科技有限公司,1100009001100202212010127,09
2022/12/15 11:34:31,车好多旧机动车经纪（北京）有限公司,1100009001100202212150068,09
2022/12/15 11:49:40,北京顺昌盛世医疗有限公司,1100009001100202212150071,09
2022/12/21 9:49:39,北京世纪卓越信息技术有限公司,1100009001100202212210012,09
2022/12/21 9:14:03,北京小暴兽科技有限公司,1101130421100202212210031,09
2022/9/6 15:00:44,苹果电脑公司,1100009001100202209060394,09
2022/9/27 13:55:18,北京寺库商贸有限公司,1100009001100202209270281,09
2022/9/27 12:58:16,北京快手科技有限公司,1100009001100202209270223,09
2022/11/2 8:45:07,北京趣拿信息技术有限公司,1100009001100202211020007,09
2022/11/11 13:10:01,菁春岁月股份有限公司,1100009001100202211110267,09
2022/11/11 13:14:56,荣昌耀华网络技术（北京）有限公司,1100009001100202211110271,09
2022/10/25 10:51:32,北京转转精神科技有限责任公司,1100009001100202210250164,09
2022/12/6 14:54:20,双安商场,1100009001100202212060182,09
2022/12/6 15:40:48,曲美家具,1100009001100202212060195,09
2022/12/27 14:24:56,北京寺库商贸有限公司,1100009001100202212270365,09
2022/10/12 13:57:57,北京中健健学健康管理有限公司,1100009001100202210120329,09
2022/11/4 16:51:56,北京领动教育科技有限公司,1100009001100202211040542,09
2022/11/4 16:53:50,国美马甸桥店,1100009001100202211040544,09
2022/11/7 12:52:46,北京中公教育科技有限公司,1100009001100202211070248,09
2022/11/10 13:40:22,北京三快科技有限公司,1100009001100202211100279,09
2022/11/10 13:18:01,北京寺库商贸有限公司,1100009001100202211100264,09
2022/11/10 13:20:53,北京物美流通技术有限公司田村路店,1100009001100202211100266,09
2022/11/10 13:28:26,北京微梦创科网络技术有限公司,1100009001100202211100272,09
2022/11/10 13:35:47,1516串串香,1100009001100202211100275,09
2022/11/16 16:27:30,九品烧烤俱乐部安宁庄店,1101080621100202211160048,09
2022/10/11 9:55:59,秦汉胡同国学（方庄店）,1100009001100202210110110,09
2022/9/26 13:49:20,北京每日优鲜电子商务有限公司,1100009001100202209260299,09
2022/9/26 16:46:20,北京每日优鲜电子商务有限公司,1100009001100202209260468,09
2022/9/26 16:51:18,姐夫的小菜,1100009001100202209260469,09
2022/9/16 11:07:53,莎蔓莉莎,1100009001100202209160168,09
2022/9/16 11:54:05,北京开课吧科技有限公司,1100009001100202209160178,09
2022/10/20 9:31:52,北京快手科技有限公司,1100009001100202210200073,09
2022/10/20 9:33:25,北京拓海国际教育科技有限公司,1100009001100202210200077,09
2022/10/20 9:39:15,中公教育集团,1100009001100202210200087,09
2022/10/20 9:42:47,北京中公教育科技有限公司,1100009001100202210200093,09
2022/10/24 9:18:02,麦德龙（四季青店）,1100009001100202210240067,09
2022/10/24 9:53:42,浪琴专柜,1100009001100202210240104,09
2022/10/26 16:37:16,大中电器,1100009001100202210260488,09
2022/10/26 15:59:53,北京快手科技有限公司,1100009001100202210260454,09
2022/10/26 16:13:17,北京寺库商贸有限公司,1100009001100202210260467,09
2022/10/26 16:17:47,央广幸福购物（北京）有限公司,1100009001100202210260473,09
2022/10/26 16:04:44,北京嗨学卓奥教育科技有限公司,1100009001100202210260458,09
2022/12/1 14:24:46,度小满科技（北京）有限公司,1100009001100202212010144,09
2022/12/1 15:18:01,北京量化派科技有限公司,1100009001100202212010163,09
2022/12/16 12:06:08,北京亲子优选文化发展有限公司,1100009001100202212160083,09
2022/12/16 12:49:19,北京寺库商贸有限公司,1100009001100202212160070,09
2022/11/4 9:12:26,中公教育,1100009001100202211040030,09
2022/11/17 11:44:28,聚缘朋,1101130421100202211170034,09
2022/12/26 13:47:49,北京寺库商贸有限公司,1100009001100202212260269,09
2022/12/27 13:07:16,北京大麦文化传媒发展有限公司,1100009001100202212270265,09
2022/12/27 13:13:36,北京趣拿信息技术有限公司,1100009001100202212270270,09
2022/10/12 13:01:39,北京寺库商贸有限公司,1100009001100202210120269,09
2022/10/12 13:04:54,北京千帆少年科技有限公司,1100009001100202210120273,09
2022/10/10 14:47:57,北京奇元科技有限公司,1100009001100202210100359,09
2022/10/10 14:57:03,北京趣拿信息技术有限公司,1100009001100202210100371,09
2022/10/10 15:24:02,北京快手科技有限公司,1100009001100202210100413,09
2022/10/12 11:17:11,北京中公教育科技有限公司,1100009001100202210120193,09
2022/10/12 11:17:20,北京中公教育科技有限公司,1100009001100202210120194,09
2022/10/14 11:24:19,达内童程童美,1100009001100202210140213,09
