实施主体,职权编号,职权名称,职权种类
,,,
区公安局,C0522800,对民用爆炸物品丢失、被盗、被抢，未按照规定向当地公安机关报告或者故意隐瞒不报行为的处罚,"罚款,吊销许可证或营业执照"
,,,
区公安局,C0522900,对非法转让、出借、转借、抵押、赠送民用爆炸物品的行为的处罚,"罚款,吊销许可证或营业执照"
,,,
区公安局,C0523000,对携带民用爆炸物品搭乘公共交通工具或者进入公共场所，邮寄或者在托运的货物、行李、包裹、邮件中夹带民用爆炸物品行为的处罚,"没收非法财物,罚款"
,,,
区公安局,C0523100,对未履行民用爆炸物品安全管理责任的行为的处罚,罚款
,,,
区公安局,C0523200,对储存剧毒化学品的专用仓库未按照国家有关规定设置相应的技术防范设施的行为进行处罚,"责令停产停业,罚款"
,,,
区公安局,C0523300,对生产、储存、使用剧毒化学品、易制爆危险化学品的单位不如实记录生产、储存、使用的剧毒化学品、易制爆危险化学品的数量、流向的行为进行处罚,罚款
,,,
区公安局,C0523400,对生产、储存、使用剧毒化学品、易制爆危险化学品的单位发现剧毒化学品、易制爆危险化学品丢失或者被盗，不立即向公安机关报告的行为进行处罚,罚款
,,,
区公安局,C0523500,对储存剧毒化学品的单位未将剧毒化学品的储存数量、储存地点以及管理人员的情况报所在地县级人民政府公安机关备案的行为进行处罚,罚款
,,,
区公安局,C0523600,对危险化学品生危险化学品生产企业、经营企业不如实记录剧毒化学品、易制爆危险化学品购买单位的名称、地址、经办人的姓名、身份证号码以及所购买的剧毒化学品、易制爆危险化学品的品种、数量、用途，或者保存销售记录和相关材料的时间少于1年的行为进行处罚,罚款
,,,
区公安局,C0523700,对剧毒化学品、易制爆危险化学品的销售企业、购买单位未在规定的时限内将所销售、购买的剧毒化学品、易制爆危险化学品的品种、数量以及流向信息报所在地县级人民政府公安机关备案的行为进行处罚,罚款
,,,
区公安局,C0523800,对使用剧毒化学品、易制爆危险化学品的单位依照《危险化学品安全管理条例》规定转让其购买的剧毒化学品、易制爆危险化学品，未将有关情况向所在地县级人民政府公安机关报告的的行为进行处罚,罚款
,,,
区公安局,C0523900,对不具有《危险化学品安全管理条例》第三十八条第一款、第二款规定的相关许可证件或者证明文件的单位购买剧毒化学品、易制爆危险化学品，或者个人购买剧毒化学品（属于剧毒化学品的农药除外）、易制爆危险化学品的行为进行处罚,"没收非法财物,罚款"
,,,
区公安局,C0524000,对使用剧毒化学品、易制爆危险化学品的单位出借或者向不具有《危险化学品安全管理条例》第三十八条第一款、第二款规定的相关许可证件的单位转让其购买的剧毒化学品、易制爆危险化学品，或者向个人转让其购买的剧毒化学品（属于剧毒化学品的农药除外）、易制爆危险化学品的进行处罚,"责令停产停业,罚款"
,,,
区公安局,C0524100,对超过运输车辆的核定载质量装载危险化学品的行为进行处罚,罚款
,,,
区公安局,C0524200,对使用安全技术条件不符合国家标准要求的车辆运输危险化学品的行为进行处罚,罚款
,,,
区公安局,C0524300,对运输危险化学品的车辆未经公安机关批准进入危险化学品运输车辆限制通行的区域的行为进行处罚,罚款
,,,
区公安局,C0524400,对未取得剧毒化学品道路运输通行证，通过道路运输剧毒化学品的行为进行处罚,罚款
,,,
区公安局,C0524500,对危险化学品运输车辆未悬挂或者喷涂警示标志，或者悬挂或者喷涂的警示标志不符合国家标准要求的行为进行处罚,罚款
,,,
区公安局,C0524600,对通过道路运输危险化学品，不配备押运人员的行为进行处罚,罚款
,,,
区公安局,C0524700,对运输剧毒化学品或者易制爆危险化学品途中需要较长时间停车，驾驶人员、押运人员不向当地公安机关报告的行为进行处罚,罚款
,,,
区公安局,C0524800,对剧毒化学品、易制爆危险化学品在道路运输途中丢失、被盗、被抢或者发生流散、泄露等情况，驾驶人员、押运人员不采取必要的警示措施和安全措施，或者不向当地公安机关报告的行为进行处罚,罚款
,,,
区公安局,C0524900,对伪造、变造或者出租、出借、转让《危险化学品安全管理条例》规定的其他许可证，或者使用伪造、变造的《危险化学品安全管理条例》规定的其他许可证的行为进行处罚,"没收违法所得,罚款"
,,,
区公安局,C0525000,对未经公安机关批准通过道路运输放射性物品的行为进行处罚,罚款
,,,
区公安局,C0525100,对运输车辆未按照指定的时间、路线、速度行驶或者未悬挂警示标志的行为进行处罚,罚款
,,,
区公安局,C0525200,对未配备押运人员或者放射性物品脱离押运人员监管的行为进行处罚,罚款
,,,
区公安局,C0525300,对拒绝、阻碍国务院核安全监管部门或者其他依法履行放射性物品运输安全监督管理职责的部门进行监督检查，或者在接受监督检查时弄虚作假的行为进行处罚,罚款
,,,
区公安局,C0525400,对未申领《剧毒化学品购买凭证》、《剧毒化学品准购证》、《剧毒化学品公路运输通行证》，擅自购买、通过公路运输剧毒化学品的行为进行处罚,罚款
,,,
区公安局,C0525500,对提供虚假证明文件、采取其他欺骗手段或者贿赂等不正当手段，取得《剧毒化学品购买凭证》、《剧毒化学品准购证》、《剧毒化学品公路运输通行证》的行为进行处罚,"罚款,吊销许可证或营业执照"
,,,
区公安局,C0525600,对利用骗取的许可证件通过公路运输剧毒化学品的行为进行处罚,罚款
,,,
区公安局,C0525700,对《剧毒化学品购买凭证》或者《剧毒化学品准购证》回执第一联、回执第二联填写错误时，未按规定在涂改处加盖销售单位印章予以确认的行为进行处罚,罚款
,,,
区公安局,C0525800,对未按规定填写《剧毒化学品购买凭证》和《剧毒化学品准购证》回执记录剧毒化学品销售、购买信息的的行为进行处罚,罚款
,,,
区公安局,C0525900,对通过公路运输剧毒化学品未随车携带《剧毒化学品公路运输通行证》的的行为进行处罚,罚款
,,,
区公安局,C0526000,对除不可抗力外，未按《剧毒化学品公路运输通行证》核准载明的运输车辆、驾驶人、押运人员、装载数量、有效期限、指定的路线、时间和速度运输剧毒化学品的，尚未造成严重后果的行为进行处罚,罚款
,,,
区公安局,C0526100,对除不可抗力外，未在规定时限内将《剧毒化学品购买凭证》、《剧毒化学品准购证》的回执交原发证公安机关或者销售单位所在地县级人民政府公安机关核查存档的行为进行处罚,罚款
,,,
区公安局,C0526200,对除不可抗力外，未在规定时限内将《剧毒化学品公路运输通行证》交目的地县级人民政府公安机关备案存查的行为进行处罚,罚款
,,,
区公安局,C0526300,对未按规定将已经使用的《剧毒化学品购买凭证》的存根或者因故不再需要使用的《剧毒化学品购买凭证》交回原发证公安机关核查存档的行为进行处罚,罚款
,,,
区公安局,C0526400,对未按规定将填写错误的《剧毒化学品购买凭证》注明作废并保留交回原发证公安机关核查存档的行为进行处罚,罚款
,,,
区公安局,C0526500,对超过限额或者不按照规定的品种制造、配售枪支的行为进行处罚,"责令停产停业,罚款,吊销许可证或营业执照"
,,,
区公安局,C0526600,对制造无号、重号、假号的枪支的行为进行处罚,"责令停产停业,罚款,吊销许可证或营业执照"
,,,
区公安局,C0526700,对私自销售枪支或者在境内销售为出口制造的枪支的行为进行处罚,"责令停产停业,罚款,吊销许可证或营业执照"
,,,
区公安局,C0526800,对运输枪支未使用安全可靠的运输设备、不设专人押运、枪支弹药未分开运输或者运输途中停留住宿不报告公安机关，情节严重的行为进行处罚,行政拘留
,,,
区公安局,C0526900,对违反枪支管理规定，出租、出借枪支，情节轻微未构成犯罪的行为进行处罚,"行政拘留,没收违法所得,罚款"
,,,
区公安局,C0527000,对未按照规定的技术标准制造民用枪支的行为进行处罚,"行政拘留,没收违法所得,警告,罚款"
,,,
,,,
区公安局,C0527100,对在禁止携带枪支的区域、场所携带枪支的行为进行处罚,"行政拘留,没收违法所得,警告,罚款"
,,,
,,,
区公安局,C0527200,对不上缴报废枪支的行为进行处罚,"行政拘留,没收违法所得,警告,罚款"
,,,
,,,
区公安局,C0527300,对枪支被盗、被抢或者丢失，不及时报告的行为进行处罚,"行政拘留,警告"
,,,
区公安局,C0527400,对制造、销售仿真枪的行为进行处罚,"行政拘留,没收违法所得,警告,罚款"
,,,
,,,
,,,
区公安局,C0527500,对未经许可从事保安服务、保安培训的行为进行处罚,"行政拘留,没收违法所得,罚款"
,,,
区公安局,C0527600,对保安服务公司法定代表人变更未经公安机关审核的行为进行处罚,"没收违法所得,警告,罚款"
,,,
区公安局,C0527700,对未按照《保安服务管理条例》的规定进行备案或者撤销备案的行为进行处罚,"没收违法所得,警告,罚款"
,,,
区公安局,C0527800,对自行招用保安员的单位在本单位以外或者物业管理区域以外开展保安服务的行为进行处罚,"没收违法所得,警告,罚款"
,,,
区公安局,C0527900,对招用不符合《保安服务管理条例》规定条件的人员担任保安员的行为进行处罚,"没收违法所得,警告,罚款"
,,,
区公安局,C0528000,对保安服务公司未对客户单位要求提供的保安服务的合法性进行核查的，或者未将违法的保安服务要求向公安机关报告的行为进行处罚,"没收违法所得,警告,罚款"
,,,
区公安局,C0528100,对保安服务公司未按照《保安服务管理条例》的规定签订、留存保安服务合同的行为进行处罚,"没收违法所得,警告,罚款"
,,,
区公安局,C0528200,对未按照《保安服务管理条例》的规定留存保安服务中形成的监控影像资料、报警记录的行为进行处罚,"没收违法所得,警告,罚款"
,,,
区公安局,C0528300,对客户单位未按照《保安服务管理条例》的规定留存保安服务中形成的监控影像资料、报警记录的行为进行处罚,"没收违法所得,警告,罚款"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
区公安局,C0528400,对泄露在保安服务中获知的国家秘密、商业秘密以及客户单位明确要求保密的信息的行为进行处罚,罚款
,,,
区公安局,C0528500,对使用监控设备侵犯他人合法权益或者个人隐私的行为进行处罚,罚款
,,,
区公安局,C0528600,对删改或者扩散保安服务中形成的监控影像资料、报警记录的行为进行处罚,罚款
,,,
区公安局,C0528700,对指使、纵容保安员阻碍依法执行公务、参与追索债务、采用暴力或者以暴力相威胁的手段处置纠纷的行为进行处罚,罚款
,,,
区公安局,C0528800,对保安员疏于管理、教育和培训，发生保安员违法犯罪案件，造成严重后果的行为进行处罚,罚款
,,,
区公安局,C0528900,对客户单位删改或者扩散保安服务中形成的监控影像资料、报警记录的行为进行处罚,罚款
,,,
,,,
,,,
,,,
,,,
,,,
区公安局,C0529000,对保安员限制他人人身自由、搜查他人身体或者侮辱、殴打他人的行为进行处罚,吊销许可证或营业执照
,,,
区公安局,C0529100,对保安员扣押、没收他人证件、财物的行为进行处罚,吊销许可证或营业执照
,,,
区公安局,C0529200,对保安员阻碍依法执行公务的行为进行处罚,吊销许可证或营业执照
,,,
区公安局,C0529300,对保安员参与追索债务、采用暴力或者以暴力相威胁的手段处置纠纷的行为进行处罚,吊销许可证或营业执照
,,,
区公安局,C0529400,对保安员删改、扩散保安服务监控影像资料、报警记录的行为进行处罚,吊销许可证或营业执照
,,,
区公安局,C0529500,对保安员侵犯个人隐私或者泄露在保安服务中获知的国家秘密、商业秘密以及客户单位明确要求保密的信息的行为进行处罚,吊销许可证或营业执照
,,,
区公安局,C0529600,对保安员有违反法律、行政法规的其他行为的的进行处罚,吊销许可证或营业执照
,,,
区公安局,C0529700,对保安培训单位未按照保安员培训教学大纲的规定进行培训的行为进行处罚,"警告,罚款"
,,,
区公安局,C0529800,对在本市行政区域内的医院和学校的教学区、学生宿舍区等禁养区内养犬的行为进行处罚,"没收违法所得,罚款"
,,,
区公安局,C0529900,对在重点管理区内，违反每户只准养一只犬，不得养烈性犬、大型犬的行为进行处罚,"没收违法所得,罚款"
,,,
区公安局,C0530000,对冒用、涂改、伪造、买卖与养犬和从事犬类经营活动相关的证件、证明的行为进行处罚,"没收违法所得,罚款"
,,,
区公安局,C0530100,对未经登记、年检养犬的行为进行处罚,罚款
,,,
区公安局,C0530200,对逾期不办理养犬变更登记的行为进行处罚,罚款
,,,
区公安局,C0530300,丢失养犬登记证逾期不补办的行为进行处罚,罚款
,,,
区公安局,C0530400,对在天安门广场以及东、西长安街和其他禁遛区遛犬的行为进行处罚,"没收违法所得,警告,罚款,吊销许可证或营业执照"
,,,
区公安局,C0530500,对携犬进入市场、商店、商业街区、饭店、公园、公共绿地、学校、医院、展览馆、影剧院、体育场馆、社区公共健身场所、游乐场、候车室等公共场所行为进行处罚,"没收违法所得,警告,罚款,吊销许可证或营业执照"
,,,
区公安局,C0530600,对违规携犬乘坐公共交通工具或者小出租汽车的行为进行处罚,"没收违法所得,警告,罚款,吊销许可证或营业执照"
,,,
区公安局,C0530700,对违规携犬乘坐电梯的行为进行处罚,"没收违法所得,警告,罚款,吊销许可证或营业执照"
,,,
区公安局,C0530800,对携犬出户时，未由成年人牵领，未对犬束犬链的行为进行处罚,"没收违法所得,警告,罚款,吊销许可证或营业执照"
,,,
区公安局,C0530900,对烈性犬、大型犬未实行拴养或者圈养，携犬出户的行为进行处罚,"没收违法所得,警告,罚款,吊销许可证或营业执照"
,,,
区公安局,C0531000,对养殖、销售犬类的单位和个人将养殖的犬带出饲养场地的行为进行处罚,"没收违法所得,警告,罚款,吊销许可证或营业执照"
,,,
区公安局,C0531100,洗浴和美对容美发经营场所的经营者及其从业人员提供有偿陪侍、异性按摩（头部、足底按摩以及市残联批准的盲人按摩除外）的行为进行处罚,罚款
,,,
区公安局,C0531200,对向洗浴和美容美发经营场所的经营者出租场地的单位和个人未向承租人进行遵纪守法的宣传教育，积极协助公安机关做好防火、防盗和防止发生治安案件工作的行为进行处罚,罚款
,,,
区公安局,C0531300,对向洗浴和美容美发经营场所的经营者出租场地的单位和个人发现承租人有违法犯罪活动或者嫌疑的，未予以制止，未及时报告公安机关，包庇、纵容的行为进行处罚,罚款
,,,
区公安局,C0531400,对娱乐场所及其从业人员实施或为进入娱乐场所的人员贩卖、提供毒品，或者组织、强迫、教唆、引诱、欺骗、容留他人吸食、注射毒品行为提供条件的进行处罚,"责令停产停业,没收违法所得,没收非法财物"
,,,
区公安局,C0531500,对娱乐场所及其从业人员实施或为进入娱乐场所的人员实施组织、强迫、引诱、容留、介绍他人卖淫、嫖娼行为提供条件的进行处罚,"责令停产停业,没收违法所得,没收非法财物"
,,,
区公安局,C0531600,对娱乐场所及其从业人员实施或为进入娱乐场所的人员实施制作、贩卖、传播淫秽物品行为提供条件的进行处罚,"责令停产停业,没收违法所得,没收非法财物"
,,,
区公安局,C0531700,对娱乐场所及其从业人员实施或为进入娱乐场所的人员实施赌博行为提供条件的进行处罚,"责令停产停业,没收违法所得,没收非法财物"
,,,
区公安局,C0531800,对娱乐场所及其从业人员实施或为进入娱乐场所的人员实施从事邪教、迷信活动行为提供条件的进行处罚,"责令停产停业,没收违法所得,没收非法财物"
,,,
区公安局,C0531900,对娱乐场所及其从业人员实施或为进入娱乐场所的人员实施其他违法犯罪行为提供条件的进行处罚,"责令停产停业,没收违法所得,没收非法财物"
,,,
区公安局,C0532000,娱乐场所及其从业人员实施或为进入娱乐场所的人员实施提供或者从事以营利为目的的陪侍行为提供条件的进行处罚,"责令停产停业,没收违法所得,没收非法财物"
,,,
区公安局,C0532100,对娱乐场所的从业人员吸食、注射毒品，卖淫、嫖娼的行为进行处罚,"责令停产停业,没收违法所得,没收非法财物"
,,,
区公安局,C0532200,对照明设施、包厢、包间的设置以及门窗的使用不符合《娱乐场所管理条例》规定的行为进行处罚,"责令停产停业,警告"
,,,
区公安局,C0532300,对未按照《娱乐场所管理条例》规定安装闭路电视监控设备或者中断使用的行为进行处罚,"责令停产停业,警告"
,,,
区公安局,C0532400,对未按照《娱乐场所管理条例》规定留存监控录像资料或者删改监控录像资料的行为进行处罚,"责令停产停业,警告"
,,,
区公安局,C0532500,对未按照《娱乐场所管理条例》规定配备安全检查设备或者未对进入营业场所的人员进行安全检查的行为进行处罚,"责令停产停业,警告"
,,,
区公安局,C0532600,对未按照《娱乐场所管理条例》规定配备保安人员的行为进行处罚,"责令停产停业,警告"
,,,
区公安局,C0532700,对设置具有赌博功能的电子游戏机机型、机种、电路板等游戏设施设备的行为进行处罚,"责令停产停业,没收违法所得,没收非法财物,罚款"
,,,
区公安局,C0532800,对以现金、有价证券作为奖品，或者回购奖品的行为进行处罚,"责令停产停业,没收违法所得,没收非法财物,罚款"
,,,
区公安局,C0532900,对娱乐场所指使、纵容从业人员侵害消费者人身权利的行为进行处罚,责令停产停业
,,,
区公安局,C0533000,对娱乐场所取得营业执照后，未按照《娱乐场所管理条例》规定向公安部门备的行为进行处罚,警告
,,,
区公安局,C0533100,对面娱乐场所未按照《娱乐场所管理条例》规定建立从业人员名簿、营业日志，或者发现违法犯罪行为未按照《娱乐场所管理条例》规定报告的行为进行处罚,"责令停产停业,警告"
,,,
区公安局,C0533200,对娱乐场所未按照《娱乐场所管理条例》规定悬挂警示标志、未成年人禁入或者限入标志的行为进行处罚,警告
,,,
区公安局,C0533300,对面娱乐场所因违反《娱乐场所管理条例》规定，2年内被处以3次警告或者罚款又有违反《娱乐场所管理条例》的行为应受行政处罚的进行处罚,责令停产停业
,,,
区公安局,C0533500,对未履行备案手续收购非行产性废旧金属的行为进行处罚,"警告,罚款"
,,,
区公安局,C0533600,对未向公安机关办理注销、变更手续的行为进行处罚,"警告,罚款"
,,,
区公安局,C0533700,对在铁路、矿区、油田、机场、港口、施工工地、军事禁区和金属冶炼加工企业附近，非法设点收购废旧金属的行为进行处罚,"没收违法所得,没收非法财物,罚款"
,,,
区公安局,C0533800,对收购生产性废旧金属时未如实登记的行为进行处罚,"责令停产停业,罚款"
,,,
区公安局,C0533900,对收购禁止收购金属物品的行为进行处罚,"责令停产停业,罚款"
,,,
区公安局,C0534000,对典当行收当依法被查封、扣押或者已经被采取其他保全措施的财产的行为进行处罚,罚款
,,,
区公安局,C0534100,对典当行收当赃物和来源不明的物品的行为进行处罚,罚款
,,,
区公安局,C0534200,对典当行收当易燃、易爆、剧毒、放射性物品及其容器的行为进行处罚,罚款
,,,
区公安局,C0534300,对典当行收当管制刀具，枪支、弹药，军、警用标志、制式服装和器械的行为进行处罚,罚款
,,,
区公安局,C0534400,对典当行收当国家机关公文、印章及其管理的财物的行为进行处罚,罚款
,,,
区公安局,C0534500,对典当行收当国家机关核发的除物权证书以外的证照及有效身份证件的行为进行处罚,罚款
,,,
区公安局,C0534600,对典当行收当当户没有所有权或者未能依法取得处分权的财产的行为进行处罚,罚款
,,,
区公安局,C0534700,对典当行收当法律、法规及国家有关规定禁止流通的自然资源或者其他财物的行为进行处罚,罚款
,,,
区公安局,C0534800,对典当行未查验当户出具的本条第二款所列证明文件的的行为进行处罚,罚款
,,,
,,,
区公安局,C0534900,对典当行未如实记录、统计质押当物和当户信息，未按照所在地县级以上人民政府公安机关的要求报送备查的的行为进行处罚,罚款
,,,
区公安局,C0535000,对典当行发现公安机关通报协查的人员或者赃物以及《典当管理办法》第二十七条所列其他财物的，未立即向公安机关报告有关情况的行为进行处罚,罚款
,,,
,,,
区公安局,C0535100,对承修机动车或回收报废机动车不按规定如实登记的行为进行处罚,"责令停产停业,警告,罚款"
,,,
,,,
,,,
区公安局,C0535200,对承修无公安交通管理部门出具的车辆变更、改装审批证明更换发动机、车身（架）、改装车型、改变车身颜色的车辆或明知是交通肇事逃逸车辆未向公安机关报告而修理的行为进行处罚,罚款
,,,
,,,
,,,
区公安局,C0535300,对回收无报废证明的机动车的行为进行处罚,"警告,罚款"
,,,
,,,
,,,
区公安局,C0535400,对更改发动机号码、车架号码的行为进行处罚,罚款
,,,
区公安局,C0535500,对机动车修理企业和个体工商户回收报废机动车的行为进行处罚,"没收违法所得,罚款"
,,,
区公安局,C0535600,对非法拼（组）装汽车、摩托车的行为进行处罚,"没收违法所得,罚款"
,,,
区公安局,C0535700,未建立健全安全管理制度，未对从业人员进行法制教育的行为进行处罚,"警告,罚款"
,,,
区公安局,C0535800,对承修机动车时，未查验送修车辆的行车执照、车辆号牌、发动机号、车架号，以及送修人的驾驶证和居民身份证，未按公安机关的要求作准确登记。登记簿未定期送当地公安机关检查的行为进行处罚,"警告,罚款"
,,,
区公安局,C0535900,对送修机动车的号牌、行车执照等与车况不相符合的，或发现送修人有违法犯罪嫌疑的，进行承修，未应及时向当地公安机关报告的行为进行处罚,"警告,罚款"
,,,
区公安局,C0536000,对未经批准，为机动车改变车身颜色、更换发动机，或改变外观特征的行为进行处罚,罚款
,,,
区公安局,C0536100,对涂改或重制发动机号、车架号。调换车辆号牌、行车执照的行为进行处罚,罚款
,,,
区公安局,C0536200,对窝藏、拆改或买卖、转移违法犯罪分子非法得来的机动车的行为进行处罚,罚款
,,,
区公安局,C0536700,对擅自设立印刷企业或者擅自从事印刷经营活动的行为进行处罚,"没收违法所得,没收非法财物,罚款"
,,,
,,,
区公安局,C0536800,对单位内部设立的印刷厂（所）未依照《印刷业管理条例》第二章的规定办理手续，从事印刷经营活动的行为进行处罚,"没收违法所得,没收非法财物,罚款"
,,,
,,,
区公安局,C0536900,对印刷业经营者印刷明知或者应知含有《印刷业管理条例》第三条规定禁止印刷内容的出版物、包装装潢印刷品或者其他印刷品的，或者印刷国家明令禁止出版的出版物或者非出版单位出版的出版物的行为进行处罚,"责令停产停业,没收违法所得,没收非法财物,罚款"
,,,
,,,
,,,
区公安局,C0537000,对没有建立承印验证制度、承印登记制度、印刷品保管制度、印刷品交付制度、印刷活动残次品销毁制度等的行为进行处罚,"责令停产停业,警告"
,,,
区公安局,C0537100,对在印刷经营活动中发现违法犯罪行为没有及时向公安部门或者出版行政部门报告的行为进行处罚,"责令停产停业,警告"
,,,
区公安局,C0537200,对变更名称、法定代表人或者负责人、住所或者经营场所等主要登记事项，或者终止印刷经营活动，不向原批准设立的出版行政部门备案的行为进行处罚,"责令停产停业,警告"
,,,
区公安局,C0537300,对未依照《印刷业管理条例》规定留存备查的材料的行为进行处罚,"责令停产停业,警告"
,,,
区公安局,C0537400,对单位内部设立印刷厂（所）违反《印刷业管理条例》规定，没有向所在地县级以上地方人民政府出版行政部门、保密工作部门办理登记手续，并按照国家有关规定向公安部门备案的行为进行处罚,"责令停产停业,警告"
,,,
区公安局,C0537500,对印刷布告、通告、重大活动工作证、通行证、在社会上流通使用的票证，印刷企业没有验证主管部门的证明和公安部门的准印证明的，或者再委托他人印刷上述印刷品的行为进行处罚,"责令停产停业,警告"
,,,
区公安局,C0537600,对不是公安部门指定的印刷企业，擅自印刷布告、通告、重大活动工作证、通行证、在社会上流通使用的票证的行为进行处罚,"责令停产停业,没收违法所得,没收非法财物,警告"
,,,
区公安局,C0537700,对印刷业经营者伪造、变造学位证书、学历证书等国家机关公文、证件或者企业事业单位、人民团体公文、证件的行为进行处罚,"责令停产停业,没收违法所得,没收非法财物,警告"
,,,
区公安局,C0537800,对印刷布告、通告、重大活动工作证、通行证、在社会上流通使用的票证，委托印刷单位没有取得主管部门证明的，或者没有按照国家有关规定向印刷企业所在地公安部门办理准印手续的，或者未在公安部门指定的印刷企业印刷的行为进行处罚,罚款
,,,
区公安局,C0537900,对伪造或仿造布告、护照、委任状、袖章、符号、胸章、证券及各机关之文件的行为进行处罚,没收非法财物
,,,
区公安局,C0538000,对私自定制各机关、团体、学校、公营企业之钢印、火印、徽章、证明、号牌或仿制者的行为进行处罚,没收非法财物
,,,
区公安局,C0538200,对印制反对人民民主、生产建设及宣传封建等各种反动印刷品者的行为进行处罚,没收非法财物
,,,
区公安局,C0538300,对营业者假借他人名义的行为进行处罚,责令停产停业
,,,
区公安局,C0538400,对领取许可证后，无正当理由两月以上未开业者的行为进行处罚,责令停产停业
,,,
区公安局,C0538500,对无故休业超过一月以上者的行为进行处罚,责令停产停业
,,,
区公安局,C0538600,对营业者行踪不明逾两月者的行为进行处罚,责令停产停业
,,,
区公安局,C0538700,对旧货经营者未对收购和受他人委托代销、寄卖的旧货进行查验。对价值超过100元的旧货未详细记录其基本特征、来源和去向的行为进行处罚,罚款
,,,
区公安局,C0538800,对旧货经营者未登记出售、寄卖及受他人委托出售、寄卖旧货的单位名称和个人的居民身份证；对委托处理旧货的单位和个人，未严格查验委托单位的授权委托书及委托人的居民身份证的行为进行处罚,罚款
,,,
区公安局,C0538900,对旧货市场、旧货经营者发现可疑人员、可疑物品及公安机关要求协查的物品、走私物品，未及时向当地公安机关报告，隐瞒包庇的行为进行处罚,罚款
,,,
区公安局,C0539000,对未经主管部门审查批准，未经当地公安机关签署意见，未向工商行政管理部门申请登记，未领取营业执照开办旅馆的行为进行处罚,"警告,罚款"
,,,
区公安局,C0539100,对经批准开业的旅馆，如有歇业、转业、合并、迁移、改变名称等情况，未在工商行政管理部门办理变更登记后3日内，向当地的县、市公安局、公安分局备案的行为进行处罚,"警告,罚款"
,,,
区公安局,C0539200,对旅馆工作人员发现违法犯罪分子，形迹可疑的人员和被公安机关通缉的罪犯，未立即向当地公安机关报告，知情不报或者隐瞒包庇的行为进行处罚,"警告,罚款"
,,,
,,,
区公安局,C0539300,对以欺骗、贿赂等不正当手段取得《特种行业许可证》的行为进行处罚,罚款
,,,
区公安局,C0539400,对涂改、倒卖、出租、出借《特种行业许可证》，或者以其他形式非法转让《特种行业许可证》的行为进行处罚,罚款
,,,
区公安局,C0539500,对不依照《北京市旅馆业治安管理规定》办理变更手续的行为进行处罚,罚款
,,,
区公安局,C0539600,对不落实治安管理制度和治安防范措施，发现不安全隐患不及时进行整改的行为进行处罚,罚款
,,,
区公安局,C0539700,对不落实突发事件应急方案，不定期组织演练的行为进行处罚,罚款
,,,
区公安局,C0539800,对不组织工作人员接受治安防范知识和技能的培训的行为进行处罚,罚款
,,,
区公安局,C0539900,对不建立值班巡视制度，客房区无人值班巡查，服务台、监控室不设专人全天值守的行为进行处罚,罚款
,,,
区公安局,C0540000,对不建立会客登记制度的行为进行处罚,罚款
,,,
区公安局,C0540100,对不能保证公共安全图像信息系统在旅馆营业期间正常运行，或者图像信息资料的保存期少于30日的行为进行处罚,罚款
,,,
区公安局,C0540200,对违反旅馆治安管理制度的行为不及时制止的行为进行处罚,罚款
,,,
区公安局,C0540300,对旅馆工作人员对住宿的旅客不按照规定登记姓名、身份证件种类和号码的，或者明知住宿的旅客将危险物质带入旅馆，不予制止的行为进行处罚,罚款
,,,
区公安局,C0540400,对行人违反交通信号的行为进行处罚,"警告,罚款"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
区公安局,C0540500,对行人未走人行道或者未按照规定靠路边行走的行为进行处罚,"警告,罚款"
,,,
,,,
,,,
,,,
区公安局,C0540600,对行人通过路口或者横过道路，未走人行横道或者过街设施的行为进行处罚,"警告,罚款"
,,,
,,,
,,,
区公安局,C0540700,对在道路上使用滑板、旱冰鞋等滑行工具的行为进行处罚,"警告,罚款"
,,,
,,,
区公安局,C0540800,对在车行道内坐卧、停留、嬉闹的行为进行处罚,"警告,罚款"
,,,
,,,
区公安局,C0540900,对在道路上有追车、抛物击车等妨碍道路交通安全的行为的处罚,"警告,罚款"
,,,
,,,
区公安局,C0541000,对在机动车道上拦乘机动车的行为进行处罚,"警告,罚款"
,,,
,,,
,,,
区公安局,C0541100,对跨越、倚坐道路隔离设施、扒车、强行拦车或者实施妨碍道路交通安全的其他行为进行处罚,"警告,罚款"
,,,
,,,
区公安局,C0541200,对行人通过铁路道口未按照管理人员指挥通行的行为进行处罚,"警告,罚款"
,,,
,,,
区公安局,C0541300,对在车行道内行走或者兜售、发送物品的行为进行处罚,罚款
,,,
区公安局,C0541400,对未被交通信号放行的行人进入路口的行为进行处罚,罚款
,,,
区公安局,C0541500,对违反规定在机动车道上从机动车左侧上下车的行为进行处罚,"警告,罚款"
,,,
,,,
区公安局,C0541600,对开关车门时妨碍其他车辆和行人通行的行为进行处罚,"警告,罚款"
,,,
,,,
区公安局,C0541700,对在机动车行驶中将身体任何部分伸出车外、跳车的行为进行处罚,"警告,罚款"
,,,
,,,
区公安局,C0541800,对乘坐二轮摩托车未在后座正向骑坐的行为进行处罚,"警告,罚款"
,,,
,,,
,,,
区公安局,C0541900,对乘坐货运机动车时，站立或者坐在车厢栏板上的行为进行处罚,罚款
,,,
区公安局,C0542000,对违反规定搭乘自行车、电动自行车、人力货运三轮车、残疾人机动轮椅车和轻便摩托车的行为进行处罚,罚款
,,,
