Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3
417,北京京鑫绿石干混砂浆有限公司,20222130827403          ,新材料及应用技术
418,北京腾蓝智能科技有限公司,20222130826201          ,电子与信息
419,北京华科拓普电子仪器有限公司,20222130825910          ,核应用技术
420,北京景闰科技有限公司,20222130814401          ,电子与信息
421,北京钮因上晟科技开发有限公司,20222130814204          ,先进制造技术
422,北京华宇恒通工程咨询有限公司,20222130826101          ,电子与信息
423,北京华禹清源水务科技有限公司,20222130826008          ,环境保护技术
424,北京可利邦信息技术股份有限公司,20222130825801          ,电子与信息
425,北京科卓同创信息技术有限公司,20222130814301          ,电子与信息
426,北京航天威科环保科技有限公司,20222130824408          ,环境保护技术
427,北京易博中天科技有限公司,20222130824301          ,电子与信息
428,北京燕山华龙建筑工程有限公司,20222130824207          ,新能源与高效节能技术
429,北京瑞普同创科技发展有限公司,20222130825503          ,新材料及应用技术
430,碧圣开元水务科技（北京）有限公司,20222130816504          ,先进制造技术
431,北京市昆仑线缆制造有限公司,20222130817104          ,先进制造技术
432,北京中科绿电节能环保工程有限责任公司,20222130814708          ,环境保护技术
433,欧悦冰雪投资管理(北京)有限公司,20222130817007          ,新能源与高效节能技术
434,北京博远信诚科技发展有限公司,20222130816901          ,电子与信息
435,北京百虹科技有限公司,20222130818101          ,电子与信息
436,北京神鹿医疗器械有限公司,20222130814604          ,先进制造技术
437,北京窦店恒升畜牧养殖中心,20222130814506          ,现代农业技术动植物优良新品种
438,北京金鑫雅居工程技术有限公司,20222130817207          ,新能源与高效节能技术
439,北京智诚环保工程有限公司,20222130814108          ,环境保护技术
440,北京飞涂科技有限公司??,20222130824003          ,新材料及应用技术
441,博雅云捷（北京）信息技术有限公司,20222130807501          ,电子与信息
442,新源智储能源发展（北京）有限公司,20222130823907          ,新能源与高效节能技术
443,北京中航宇建科技发展有限公司,20222130813605          ,航空航天技术
444,北京立通新宇科技有限公司,20222130813701          ,电子与信息
445,华航环境发展有限公司,20222130807908          ,环境保护技术
446,北京智驿信息技术有限责任公司,20222130813801          ,电子与信息
447,北京易通视宽网络通信技术有限公司,20222130813901          ,电子与信息
448,北京航宇星箭检测科技有限公司,20222130850803          ,新材料及应用技术
449,北京山水之光园林工程有限公司,20222130816308          ,环境保护技术
450,北京第二机床厂有限公司,20232130031204          ,先进制造技术
451,北京中矿科技集团有限公司,20222130814008          ,环境保护技术
452,新源智储能源工程技术（北京）有限公司,20222130807607          ,新能源与高效节能技术
453,北京莱恩堡葡萄酒业有限公司,20232130007606          ,现代农业技术动植物优良新品种
454,北京兴源祥生物科技（集团）有限公司,20222130807302          ,生物工程和新医药
455,思盖普勒（北京）科技有限公司,20222130807405          ,航空航天技术
456,理工清科（北京）科技有限公司,20222130851703          ,新材料及应用技术
457,北京燕化佰佳信作物科技有限公司,20222130807202          ,生物工程和新医药
458,摩玛智能（北京）科技有限公司,20222130806101          ,电子与信息
459,北京永华晴天科技发展有限公司,20222130879004          ,先进制造技术
460,北京煜海东方电子科技有限公司,20222130807701          ,电子与信息
461,达闼科技（北京）有限公司,20222130806001          ,电子与信息
462,北京君信微科科技有限公司,20222130759201          ,电子与信息
463,惠通北工生物科技（北京）有限公司,20222130759103          ,新材料及应用技术
464,北京明德新民体育文化有限公司,20232130007501          ,电子与信息
465,安迈特科技（北京）有限公司,20222130759003          ,新材料及应用技术
466,北京智汇互联科技孵化器有限公司,20222130732601          ,电子与信息
467,北京先安机场防灾技术应用中心,20222130732508          ,环境保护技术
468,北京光和智控科技有限公司,20222130732804          ,先进制造技术
469,北京中威宏酒店设备有限公司,20222130726904          ,先进制造技术
470,北京海聚博源科技孵化器有限公司,20222130732701          ,电子与信息
471,北京智能寰宇信息技术有限公司,20222130851601          ,电子与信息
472,北京昕辰清虹科技有限公司,20222130851501          ,电子与信息
473,驭势科技（北京）有限公司,20222130726801          ,电子与信息
474,北京威添科技有限公司,20222130726701          ,电子与信息
475,北京百嘉阳光环保科技有限公司,20222130719901          ,电子与信息
476,北京丰德兰志包装技术有限公司,20222130701703          ,新材料及应用技术
477,北京中燕信息技术有限公司,20222130702101          ,电子与信息
478,联方云天能源技术（北京）有限公司,20222130702001          ,电子与信息
479,北京安胜华信科技有限公司,20222130701901          ,电子与信息
480,北京正德恒业科技有限公司,20222130695601          ,电子与信息
481,北京安禹建设有限公司,20222130695403          ,新材料及应用技术
482,北京洹宇建设有限公司,20222130695301          ,电子与信息
483,北京兴源联合医药科技有限公司,20222130695502          ,生物工程和新医药
484,北京中车长客二七轨道装备有限公司,20222130695104          ,先进制造技术
485,北京昊天防火材料厂,20222130695203          ,新材料及应用技术
486,北京鑫汇鸿业系统工程有限公司,20222130668601          ,电子与信息
487,北京普远天成科技有限公司,20222130669901          ,电子与信息
488,北京金尚时代数字科技有限公司,20222130668501          ,电子与信息
489,北京利民恒华农业科技有限公司,20222130669804          ,先进制造技术
490,北京瑞索咨询股份有限公司,20222130657701          ,电子与信息
491,北京天润恒远工贸有限公司,20222130669704          ,先进制造技术
492,北京电联港电器设备有限责任公司,20222130669501          ,电子与信息
493,北京泽邦科技发展有限公司,20222130669601          ,电子与信息
494,北京香豆豆食品有限公司,20222130669404          ,先进制造技术
495,北京华益盛世科技有限公司,20222130669301          ,电子与信息
496,北京中友伟皓科技发展有限公司,20222130668407          ,新能源与高效节能技术
497,北京升源聚业科技有限公司,20222130657601          ,电子与信息
498,新基元（北京）医药科技有限公司,20222130657402          ,生物工程和新医药
499,学科网（北京）股份有限公司,20222130640801          ,电子与信息
500,北京联络加科技有限公司,20222130701801          ,电子与信息
501,北京沁润泽环保科技有限公司,20222130669208          ,环境保护技术
502,北京海斯特科技有限公司,20222130657304          ,先进制造技术
503,北京燕山石化高科技术有限责任公司,20222130634103          ,新材料及应用技术
504,叶氢（北京）技术有限公司,20222130634007          ,新能源与高效节能技术
505,北京四方中药饮片有限公司,20222130633902          ,生物工程和新医药
506,北京中科天利水产科技有限公司,20222130669106          ,现代农业技术动植物优良新品种
507,北京大石河报废汽车解体有限公司,20222130633808          ,环境保护技术
508,北京富瑞勒斯科技开发有限公司,20222130618407          ,新能源与高效节能技术
509,北京昊屹畜牧有限公司,20222130618306          ,现代农业技术动植物优良新品种
510,北京郅航科技有限公司,20222130563907          ,新能源与高效节能技术
511,北京走岂清酿科技有限公司,20222130563802          ,生物工程和新医药
512,奕江山环境科技（北京）有限公司,20222130554901          ,电子与信息
513,江业兴达（北京）通信工程有限责任公司,20222130554801          ,电子与信息
514,北京德科一品建筑工程有限公司,20222130554401          ,电子与信息
515,中琪科技（北京）有限公司,20222130553601          ,电子与信息
516,北京华众杰通科技有限公司,20222130554301          ,电子与信息
517,北京华典苏艺建设工程有限公司,20222130553804          ,先进制造技术
518,北京艺海光音科技有限公司,20222130541101          ,电子与信息
519,超维远见（北京）科技有限公司,20222130541301          ,电子与信息
520,众驾远航（北京）科技有限公司,20222130540401          ,电子与信息
521,北京天意高科科技有限公司,20222130564007          ,新能源与高效节能技术
522,北京京能燕开综合能源服务有限公司,20222130541207          ,新能源与高效节能技术
