质量安全认证,年产量,生产规模,产品类别,所属区域,联系人,主体类型,主体名称,ID,所属行业,主要销售渠道,联系电话,统一社会信用代码,更新时间
"无公害,有机",,,蔬菜种植加工,顺义区,王**,企业,北京永顺华蔬菜种植有限公司,E113108000000004,种植业,其他,***2541,91110105801784319P,45629
"无公害,有机",,750,蔬菜种植,顺义区,张**,企业,正谷（北京）农业发展有限公司,E113109000000004,种植业,其他,***5689,911101136675332XF,43301
"无公害,有机",,3000,蔬菜种植,顺义区,刘**,企业,北京丰顺恒农业科技发展有限公司,E113109000000019,种植业,其他,***5851,911101130592041397,43417
"无公害,有机",,,蔬菜种植,顺义区,刘**,企业,北京丰顺恒农业科技发展有限公司,E113109000000019,种植业,其他,***5851,911101130592041397,45558
"无公害,有机",30.0,20,蔬菜种植,顺义区,石**,企业,分享收获（北京）农业发展有限公司,E113111000000002,种植业,其他,***6036,911101120514111844,45527
"无公害,有机",,,蔬菜种植,顺义区,石**,企业,分享收获（北京）农业发展有限公司,E113111000000002,种植业,其他,***6036,911101120514111844,45527
"无公害,有机",3.7,3.6,蔬菜种植,顺义区,洪**,企业,分享收获（北京）农业发展有限公司,E113111000000005,种植业,其他,***5649,911101120514111844,45527
"无公害,有机",310.0,120,粮经作物生产,顺义区,徐**,企业,中海外业兴福盛农业科技发展（北京）有限公司,E113111000000012,种植业,其他,***4508,91110113MA008PAL4F,45505
"无公害,有机",,,粮经作物生产,顺义区,徐**,企业,中海外业兴福盛农业科技发展（北京）集团有限公司,E113111000000012,种植业,其他,***4508,91110113MA008PAL4F,45775
"无公害,有机",,200,蔬菜种植,顺义区,王**,企业,北京好田园生态农业有限公司,E113115000000001,种植业,其他,***6758,911101136766290281,44865
"无公害,有机",,,蔬菜种植,顺义区,王**,企业,北京好田园生态农业有限公司,E113115000000001,种植业,其他,***6758,911101136766290281,45635
"无公害,有机",100.0,50,蔬菜种植,顺义区,刘**,企业,北京食为先生态农业园有限责任公司,E113115000000002,种植业,其他,***7820,/,43980
"无公害,有机",,,蔬菜种植,顺义区,刘**,企业,北京食为先生态农业园有限责任公司,E113115000000002,种植业,其他,***7820,91110113318104416x,45644
ISO22000,1100.0,17000,其他(畜牧),昌平区,刘**,企业,北京黑六牧业科技有限公司,E114110000000030,畜牧业,其他,***6870,91110114746132544Y,44495
ISO22000,1100.0,17000,其他(畜牧),昌平区,刘**,企业,北京黑六牧业科技有限公司,E114110000000030,畜牧业,其他,***6870,91110114746132544Y,44495
"无公害,有机",,,蔬菜种植,昌平区,秦**,企业,北京银黄绿色农业生态园有限公司,E114113000000023,种植业,其他,***2579,91110114679626455W,45250
"无公害,有机",,,蔬菜种植,大兴区,辛**,企业,北京田园鑫盛农业有限公司,E115106000000007,种植业,其他,***9299,91110115565768674F,45839
"无公害,有机",3.0,120,蔬菜种植,大兴区,刘**,企业,北京汉宇绿色环保科技有限公司,E115108000000013,种植业,其他,***9008,91110105MA005LRR4A,45170
"无公害,有机",,,蔬菜种植,大兴区,刘**,企业,北京汉宇绿色环保科技有限公司,E115108000000013,种植业,其他,***9008,91110105MA005LRR4A,45170
"无公害,有机",15.0,230,蔬菜种植,大兴区,黎**,企业,北京赤道风热带植物观光有限责任公司,E115108000000015,种植业,其他,***4068,9111011576992259XK,45170
"无公害,有机",,,蔬菜种植,大兴区,黎**,企业,北京赤道风热带植物观光有限责任公司,E115108000000015,种植业,其他,***4068,9111011576992259XK,45170
"无公害,有机",,915,蔬菜种植,怀柔区,丁**,企业,北京天意生态农业发展有限公司,E116103000000004,种植业,其他,***9127,/,44116
"无公害,有机",,,蔬菜种植,怀柔区,丁**,企业,北京天意生态农业发展有限公司,E116103000000004,种植业,其他,***9127,,44116
"无公害,有机",,150,蔬菜种植,怀柔区,赵**,企业,北京金城湾会议服务有限公司,E116105000000004,种植业,其他,***9799,/,44116
"无公害,有机",,,蔬菜种植,怀柔区,赵**,企业,北京金城湾会议服务有限公司,E116105000000004,种植业,其他,***9799,,44116
绿色,,,粮经作物生产,密云区,冯**,企业,北京海德农业发展有限公司,E118114201000001,种植业,其他,***3232,911102280828405397,45617
绿色,1700.0,,蔬菜种植,延庆区,魏**,企业,北京幸福支庄生态农业有限公司,E119103000000003,种植业,其他,***5035,11022901534956,45420
绿色,,,蔬菜种植,延庆区,魏**,企业,北京幸福支庄生态农业有限公司,E119103000000003,种植业,其他,***5035,11022901534956,45800
绿色,,,蔬菜种植,延庆区,乔**,企业,碧森园生物科技（北京）有限公司,E119103000000006,种植业,其他,***7018,91110108676605085A,45800
绿色,1800.0,,蔬菜种植,延庆区,乔**,企业,碧森园生物科技（北京）有限公司,E119103000000006,种植业,其他,***7018,91110108676605085A,45420
绿色,,,蔬菜种植,延庆区,王**,企业,北京华利丰果菜产销专业合作社,E119103000000009,种植业,其他,***2953,9311011766991193DN,45800
绿色,440.0,,蔬菜种植,延庆区,王**,企业,北京华利丰果菜产销专业合作社,E119103000000009,种植业,其他,***2953,9311011766991193DN,45420
绿色,2000.0,,粮经作物生产,顺义区,薛**,合作社,北京硕丰磊白山药产销专业合作社,P113113000000238,种植业,其他,***7622,9311011587747698L,45326
绿色,,,粮经作物生产,顺义区,薛**,合作社,北京硕丰磊白山药产销专业合作社,P113113000000238,种植业,其他,***7622,9311011587747698L,45326
绿色,,,"蔬菜种植,其他(种植)",昌平区,徐**,合作社,北京康安万达食用菌专业合作社,P114002000000420,种植业,其他,***6060,,45600
绿色,,35,蔬菜种植,密云区,张**,合作社,北京浩瀚长盛种植专业合作社,P118105214000001,种植业,其他,***8922,/,45448
绿色,,,蔬菜种植,密云区,张**,合作社,北京浩瀚长盛种植专业合作社,P118105214000001,种植业,其他,***8922,,45639
国家地理标识,,186,蔬菜种植,通州区,赵**,合作社,北京后坨胜兴种植专业合作社,C112105000000003,种植业,其他,***5186,93110112571249467Y,45218
国家地理标识,1500.0,,粮经作物生产,通州区,王**,合作社,北京鑫农盛通农机专业合作社,C112106000000002,种植业,其他,***5559,93110112348314131x,45222
国家地理标识,8.0,20,蔬菜种植,通州区,刘**,合作社,北京禾净源蔬菜专业合作社,C112106000000004,种植业,其他,***2105,/,45222
国家地理标识,200.0,300,粮经作物生产,通州区,贡**,合作社,北京草厂蔬菜专业合作社,C112106000000005,种植业,其他,***0558,541101127754721186,44834
国家地理标识,24.0,,其他(种植),通州区,高**,合作社,兴阳种植专业合作社,C112110000000001,种植业,其他,***3635,93110112575197254P,45247
国家地理标识,202.0,,粮经作物生产,通州区,刘**,合作社,北京市通州区西集镇尹家河蔬菜专业合作社,C112110000000004,种植业,其他,***8899,/,45244
国家地理标识,400.0,240,蔬菜种植,通州区,邵**,合作社,北京大务蔬菜专业合作社,C112117000000006,种植业,其他,***0287,931101127868615736,45260
国家地理标识,,800,蔬菜种植,通州区,孙**,合作社,北京果村蔬菜专业合作社,C112209000000001,种植业,其他,***1485,93110112793434035F,44834
国家地理标识,1280.0,,蔬菜种植,顺义区,果**,合作社,北京市顺义区杨镇李辛庄村经济合作社,C113006000000001,种植业,其他,***6140,/,45210
国家地理标识,207.4,577.8,蔬菜种植,顺义区,周**,合作社,北京市顺义区杨镇曾庄村经济合作社,C113006000000002,种植业,其他,***6142,/,45210
国家地理标识,700.0,1800,蔬菜种植,顺义区,于**,合作社,北京市顺义区杨镇东焦各庄村经济合租作社,C113006000000003,种植业,其他,***6140,/,45210
国家地理标识,,1500,蔬菜种植,顺义区,李**,合作社,（田家营）北京通利兴达农产品产销专业合作社,C113006000000004,种植业,其他,***3381,9311011333561133XU,45210
国家地理标识,40.0,,蔬菜种植,顺义区,刘**,合作社,北京力源农产品产销专业合作社,C113106000000001,种植业,其他,***1268,93110113306631980Q,44498
国家地理标识,95.0,,粮经作物生产,顺义区,卢**,合作社,北京丰满兴农机服务专业合作社,C113106000000002,种植业,其他,***3285,931101136892384644,44498
国家地理标识,,1000,蔬菜种植,顺义区,丁**,合作社,北京瑞明益农蔬菜产销专业合作社,C113108000000001,种植业,其他,***3376,93110113MA002YJCX0,45260
国家地理标识,50.0,400,蔬菜种植,顺义区,卢**,合作社,吴雄寺经济合作社,C113109000000002,种植业,其他,***6144,/,44860
国家地理标识,36.0,,其他(种植),顺义区,张**,合作社,北京金旺农业生态园,C113110000000001,种植业,其他,***2956,93110113787761371N,45239
国家地理标识,200.0,,粮经作物生产,顺义区,富**,合作社,北京市顺义区张镇赵各庄村,C113110000000002,种植业,其他,***0553,911101136908073298,45239
国家地理标识,,382,食用菌生产,顺义区,聂**,合作社,北京三村菇业专业合作社,C113110000000003,种植业,其他,***7940,93110113348285772G,45274
国家地理标识,500.0,,粮经作物生产,顺义区,陈**,合作社,北京兴农鼎力种植专业合作社,C113113000000002,种植业,其他,***2692,9311011356749761X8,45239
国家地理标识,20.0,6,粮经作物生产,顺义区,陈**,合作社,北京兴农鼎力种植专业合作社,C113115000000001,种植业,其他,***2692,9311011356749761X8,45107
国家地理标识,,110,蔬菜种植,顺义区,张**,合作社,北京市西小营四方达种植专业合作社,C113116000000001,种植业,其他,***9159,93110113671730290Y,43798
国家地理标识,80.0,480,蔬菜种植,顺义区,李**,合作社,北京板桥蔬菜种植专业合作社,C113116000000002,种植业,其他,***7838,93110113681204331C,45271
国家地理标识,37.5,40,蔬菜种植,顺义区,孙**,合作社,北京京顺银果木种植专业合作社,C113116000000007,种植业,其他,***2185,93110113MA0022PX20,43798
国家地理标识,90.0,70,蔬菜种植,昌平区,辛**,合作社,昌平区沙河镇白各庄村股份经济合作社,C114004000000001,种植业,其他,***6028,/,44827
国家地理标识,98.0,100,蔬菜种植,昌平区,孙**,合作社,史家桥村经济合作社,C114104000000004,种植业,其他,***9515,/,44495
国家地理标识,180.0,,蔬菜种植,昌平区,赵**,合作社,北京市昌平区阳坊镇四家庄村经济合作社,C114104000000005,种植业,其他,***6978,/,43675
国家地理标识,,1500,蔬菜种植,昌平区,王**,合作社,北京市昌平区小汤山镇土沟村股份经济合作社,C114110000000002,种植业,其他,***5411,/,45268
国家地理标识,,,蔬菜种植,昌平区,朱**,合作社,北京市乐浓农果蔬种植专业合作社,C114110000000003,种植业,其他,***7268,110114011457419,42622
国家地理标识,,100,蔬菜种植,昌平区,孙**,合作社,北京昊鑫旺专业合作社,C114113000000001,种植业,其他,***1635,/,45250
国家地理标识,,100,畜禽养殖,昌平区,杨**,合作社,北京金惠农专业合作社,C114116000000011,畜牧业,其他,***8283,	931101145712027655,45268
国家地理标识,,6,食用菌生产,昌平区,谷**,合作社,北京谷氏獭兔养殖专业合作社,C114118000000002,种植业,其他,***8333,931101146995714395,43788
国家地理标识,173.6,6.6,蔬菜种植,昌平区,罗**,合作社,北京龙大冬枣专业合作社,C114118000000003,种植业,其他,***3578,93110114695032569G,43788
国家地理标识,5.61,,粮经作物生产,昌平区,张**,合作社,北京瓦窑兴农果品种植专业合作社,C114118000000006,种植业,其他,***7955,/,45268
国家地理标识,5.0,35,蔬菜种植,昌平区,张**,合作社,北京阳光惠民农业专业合作社,C114118000000013,种植业,其他,***1175,93110114688399864B,44027
国家地理标识,,550,蔬菜种植,大兴区,寇**,合作社,北京寇氏三鑫种植专业合作社,C115103000000002,种植业,其他,***9668,110115010791876,45216
国家地理标识,,252,蔬菜种植,大兴区,姚**,合作社,北京兴采育农种植专业合作社,C115104000000002,种植业,其他,***7302,931101150573927465,44483
无,,,粮经作物生产,平谷区,宋**,合作社,北京和润果蔬专业产销合作社,C117102000000017,种植业,其他,***0015,,45471
无,166.52,,粮经作物生产,平谷区,宋**,合作社,北京和润果蔬专业产销合作社,C117102000000017,种植业,其他,***0015,/,45471
无,,83,蔬菜种植,平谷区,曹**,合作社,北京日成永晟果蔬产销专业合作社,C117102203000001,种植业,其他,***8631,/,45505
无,,,蔬菜种植,平谷区,曹**,合作社,北京日成永晟果蔬产销合作社,C117102203000001,种植业,其他,***8631,,45610
无,,,蔬菜种植,平谷区,宋**,合作社,北京艺林果蔬产销专业合作社,C117102206000001,种植业,其他,***0015,/,45471
无,,,蔬菜种植,平谷区,宋**,合作社,北京艺林果蔬产销专业合作社,C117102206000001,种植业,其他,***0015,,45471
无,,,蔬菜种植,平谷区,杨**,合作社,北京天岳种植专业合作社,C117102208000001,种植业,其他,***3178,93110117MA01T3QA1C,45476
无,8.0,28,蔬菜种植,平谷区,杨**,合作社,北京天岳种植专业合作社,C117102208000001,种植业,其他,***3178,93110117MA01T3QA1C,45476
无,,,其他(种植),平谷区,张**,合作社,北京华老头果蔬产销专业合作社,C117105200000001,种植业,其他,***7693,,45842
无,,,其他(种植),平谷区,王**,合作社,北京誉嘉农产品产销专业合作社,C117105216000001,种植业,其他,***7683,93110117MABN33XQ5U,45870
无,,,其他(种植),平谷区,薛**,合作社,北京京顺绿谷果品产销专业合作社,C117105219000001,种植业,其他,***0309,,45845
无,70.0,15,蔬菜种植,平谷区,刘**,合作社,北京马各庄立军果品产销专业合作社,C117106000000002,种植业,其他,***5116,	93110117575205613X,45401
无,,,蔬菜种植,平谷区,刘**,合作社,北京马各庄立军果品产销专业合作社,C117106000000002,种植业,其他,***5116,	93110117575205613X,45756
无,,25,蔬菜种植,平谷区,见**,合作社,北京益达丰果蔬产销专业合作社,C117106000000011,种植业,其他,***5517,/,45405
无,47.0,,粮经作物生产,平谷区,冯**,合作社,北京源利果蔬产销专业合作社,C117106000000013,种植业,其他,***7908,/,45401
无,,,粮经作物生产,平谷区,王**,合作社,北京市平谷区夏各庄镇稻地村经济合作社,C117106212000001,种植业,其他,***7874,,45853
无,30.0,,粮经作物生产,平谷区,王**,合作社,北京市平谷区夏各庄镇稻地村经济合作社,C117106212000001,种植业,其他,***7874,/,45401
无,,50,蔬菜种植,平谷区,李**,合作社,北京康悦心怡果蔬产销专业合作社,C117108000000001,种植业,其他,***3515,93110117076579995M,45405
无,,,蔬菜种植,平谷区,李**,合作社,北京康悦心怡果蔬产销专业合作社,C117108000000001,种植业,其他,***3515,93110117076579995M,45405
无,,,蔬菜种植,平谷区,陈**,合作社,北京万通鑫顺蔬菜产销专业合作社,C117108202000001,种植业,其他,***2392,93110117593888681R,45818
无,65.0,21333.44,养殖,平谷区,张**,合作社,北京北定福养殖专业合作社,C117108211000001,渔业,其他,***8705,110117017201211,45355
无,,,粮经作物生产,平谷区,孙**,合作社,北京高山泉水生态农业专业合作社,C117114000000001,种植业,其他,***1713,,45615
无,,,食用菌生产,平谷区,邢**,合作社,北京平谷花峪村股份经济合作社,C117214200000001,种植业,其他,***8271,,45553
无,,,蔬菜种植,密云区,梁**,合作社,北京天赐福缘种植专业合作社,C118101000000006,种植业,其他,***8574,931102283484271609,45707
无,3.0,15,蔬菜种植,密云区,梁**,合作社,北京天赐福缘种植专业合作社,C118101000000006,种植业,其他,***8574,931102283484271609,45531
无,,,蔬菜种植,密云区,吴**,合作社,北京云蒙田园农产品产销专业合作社,C118102000000001,种植业,其他,***4331,,45713
无,,,蔬菜种植,密云区,郑**,合作社,北京中伟麒达种植专业合作社,C118102000000002,种植业,其他,***5366,93110228592319997F,45604
无,80.0,100,蔬菜种植,密云区,郑**,合作社,北京中伟麒达种植专业合作社,C118102000000002,种植业,其他,***5366,93110228592319997F,45425
无,,,蔬菜种植,密云区,黄**,合作社,北京绿人种植专业合作社,C118102000000003,种植业,其他,***2366,93110228685782817B,45713
无,2.0,35335,垂钓,密云区,席**,合作社,北京绿野丰洲养殖专业合作社,C118102000000004,渔业,其他,***9353,,45425
无,,,垂钓,密云区,席**,合作社,北京绿野丰洲养殖专业合作社,C118102000000004,水产业,其他,***9353,/,45425
无,20.0,200,养殖,密云区,李**,合作社,北京韩各庄养殖专业合作社,C118102000000009,渔业,其他,***6609,,45713
无,,,蔬菜种植,密云区,刘**,合作社,北京木之子种植专业合作社,C118102000000010,种植业,其他,***5417,,45713
无,,,蔬菜种植,密云区,王**,合作社,北京水洼屯利丰蔬菜种植专业合作社,C118102000000011,种植业,其他,***6137,,45713
无,,,"蔬菜种植,蔬菜种植加工",密云区,张**,合作社,北京密园小农农产品产销专业合作社,C118102209000001,种植业,其他,***1344,93110228MA017H7P1E,45750
无,,,蔬菜种植,密云区,曹**,合作社,北京东山君花卉种植专业合作社,C118103000000002,种植业,其他,***6786,93110228558528832N,45716
无,,,蔬菜种植,密云区,李**,合作社,北京清泉绿洲蔬菜种植专业合作社,C118103000000003,种植业,其他,***5020,,45716
无,50.0,100,蔬菜种植,密云区,李**,合作社,北京清泉绿洲蔬菜种植专业合作社,C118103000000003,种植业,其他,***5020,/,45423
无,,,蔬菜种植,密云区,赵**,合作社,北京市密云区河南寨镇前金沟股份经济合作社,C118104000000005,种植业,其他,***8103,,45481
无,1.0,,蔬菜种植,密云区,赵**,合作社,北京市密云区河南寨镇前金沟股份经济合作社,C118104000000005,种植业,其他,***8103,/,45481
无,,,蔬菜种植,密云区,曹**,合作社,北京鑫农华种植专业合作社,C118104000000008,种植业,其他,***9044,,45481
无,50.0,100,蔬菜种植,密云区,曹**,合作社,北京鑫农华种植专业合作社,C118104000000008,种植业,其他,***9044,/,45481
无公害,,,蔬菜种植,房山区,隗**,合作社,北京七彩庄园农产品专业合作社,C111110000000002,种植业,其他,***9012,93110111554865022N,45069
无公害,100.0,,蔬菜种植,房山区,隗**,合作社,北京七彩庄园农产品专业合作社,C111110000000002,种植业,其他,***9012,93110111554865022N,45069
无公害,200.0,,蔬菜种植,房山区,屈**,合作社,北京市振江林果专业合作社,C111112000000002,种植业,其他,***2017,93110111696323923J,45062
无公害,,,蔬菜种植,房山区,屈**,合作社,北京市振江林果专业合作社,C111112000000002,种植业,其他,***2017,93110111696323923J,45062
无公害,,20,蔬菜种植,房山区,郭**,合作社,北京洋达煜种植专业合作社,C111112000000004,种植业,其他,***4084,93110111089607406Y,45062
无公害,,,蔬菜种植,房山区,郭**,合作社,北京洋达煜种植专业合作社,C111112000000004,种植业,其他,***4084,93110111089607406Y,45062
无公害,,,蔬菜种植,房山区,任**,合作社,北京盛圃成杏李专业合作社,C111115000000002,种植业,其他,***2675,931101116723832781,45070
无公害,60.0,120,蔬菜种植,房山区,任**,合作社,北京盛圃成杏李专业合作社,C111115000000002,种植业,其他,***2675,931101116723832781,45070
无公害,,1,蔬菜种植,房山区,金**,合作社,北京凤山众兴种植养殖专业合作社,C111115000000009,种植业,其他,***0190,9311011155852089XW,45070
无公害,,,蔬菜种植,房山区,金**,合作社,北京凤山众兴种植养殖专业合作社,C111115000000009,种植业,其他,***0190,9311011155852089XW,45070
无公害,200.0,,蔬菜种植,房山区,杜**,合作社,北京上方山穗晟农业种植专业合作社,C111115000000017,种植业,其他,***1188,93110111MA001AMP4R,45069
无公害,,,蔬菜种植,房山区,杜**,合作社,北京上方山穗晟农业种植专业合作社,C111115000000017,种植业,其他,***1188,93110111MA001AMP4R,45069
无公害,,,蔬菜种植,房山区,史**,合作社,北京太湖山种植专业合作社,C111115000000021,种植业,其他,***5077,93110111074163910D,45069
无公害,150.0,,蔬菜种植,房山区,史**,合作社,北京太湖山种植专业合作社,C111115000000021,种植业,其他,***5077,93110111074163910D,45069
无公害,,,蔬菜种植,房山区,刘**,合作社,北京金冠种植专业合作社,C111115000000027,种植业,其他,***4045,931101116812316716,45070
无公害,25.0,8,蔬菜种植,房山区,刘**,合作社,北京金冠种植专业合作社,C111115000000027,种植业,其他,***4045,931101116812316716,45070
无公害,1.0,1000,畜禽养殖,房山区,周**,合作社,北京瞧煤涧肉鸽养殖专业合作社,C111211000000005,畜牧业,其他,***6908,931101116691279866,45069
无公害,1.0,1000,畜禽养殖,房山区,周**,合作社,北京瞧煤涧肉鸽养殖专业合作社,C111211000000005,畜牧业,其他,***6908,931101116691279866,45645
无公害,,,"蔬菜种植加工,蔬菜种植,粮经作物生产",房山区,任**,合作社,北京鱼斗泉种植专业合作社,C111213000000001,种植业,其他,***9666,93110111MA01G44T97,45804
无公害,12.0,,蔬菜种植,房山区,张**,合作社,北京鱼斗泉种植专业合作社,C111213000000001,种植业,其他,***9068,93110111MA01G44T97,45069
无公害,,,食用菌生产,房山区,孙**,合作社,北京东村食用菌种植专业合作社,C111213000000002,种植业,其他,***7659,931101116804567491,45069
无公害,,100,食用菌生产,房山区,孙**,合作社,北京东村食用菌种植专业合作社,C111213000000002,种植业,其他,***7659,931101116804567491,45069
无公害,70.0,,粮经作物生产,房山区,任**,合作社,北京蒲山源种植专业合作社,C111213000000003,种植业,其他,***0601,931101116675407500,45069
无公害,70.0,,蔬菜种植,房山区,景**,合作社,北京绿景芬芳种植专业合作社,C111213000000005,种植业,其他,***8318,93110111MA00FH304T,45069
无公害,,,蔬菜种植,房山区,任**,合作社,北京市房山区蒲洼乡宝水村经济合作社,C111213000000006,种植业,其他,***3051,N2110111802745530W,45069
无公害,32.0,,蔬菜种植,房山区,任**,合作社,北京市房山区蒲洼乡宝水村经济合作社,C111213000000006,种植业,其他,***6131,N2110111802745530W,45069
无公害,,420,蔬菜种植,通州区,张**,合作社,北京苍上欣通绿原种植专业合作社,C112105000000002,种植业,其他,***3185,931101125636097411,45222
无公害,,,蔬菜种植,通州区,张**,合作社,北京苍上欣通绿原种植专业合作社,C112105000000002,种植业,其他,***3185,931101125636097411,45540
无公害,,350,蔬菜种植,通州区,熊**,合作社,北京梓灿蔬菜种植专业合作社,C112105000000004,种植业,其他,***8786,93110112571280237E,45218
无公害,,50,食用菌生产,通州区,马**,合作社,北京金阳食用菌菌种生产专业合作社,C112105000000005,种植业,其他,***6125,93110112699635973N,45218
无公害,32.0,120,蔬菜种植,通州区,胡**,合作社,北京通达都市种植专业合作社,C112106000000001,种植业,其他,***1215,931101120765789174,45218
无公害,100.0,5000,蔬菜种植,通州区,张**,合作社,北京柏庄村蔬菜专业合作社,C112106000000006,种植业,其他,***3375,93110112098483978Y,45208
无公害,,,蔬菜种植,通州区,刘**,合作社,北京绿蜻蜓特色果蔬产销专业合作社,C112106000000007,种植业,其他,***1296,,45196
无公害,26.0,4.5,蔬菜种植,通州区,刘**,合作社,北京绿蜻蜓特色果蔬产销专业合作社,C112106000000007,种植业,其他,***1296,/,45196
无公害,25.0,30,蔬菜种植,通州区,杨**,合作社,东方紫园（北京）农业专业合作社,C112110000000003,种植业,其他,***3810,93110112MAC85A625E,45240
无公害,,,蔬菜种植,通州区,杨**,合作社,东方紫园（北京）农业专业合作社,C112110000000003,种植业,其他,***3810,93110112MAC85A625E,45240
无公害,70.0,30,蔬菜种植,通州区,李**,合作社,北京车屯梦田园农业专业合作社,C112110000000005,种植业,其他,***8608,93110112MA01FLCK7H,44831
无公害,5.0,18000,养殖,顺义区,魏**,合作社,北京万家恒业水产销售专业合作社,C113106000000003,渔业,其他,***8868,931101133302764213,44504
无公害,,,养殖,顺义区,魏**,合作社,北京万家恒业水产销售专业合作社,C113106000000003,水产业,其他,***8868,931101133302764213,44504
"无公害,绿色,有机",,,蔬菜种植,怀柔区,吴**,合作社,北京三山蔬菜产销专业合作社,C116005000000001,种植业,其他,***1306,93110116678758456Q,45189
"无公害,绿色,有机",4.0,200,蔬菜种植,怀柔区,吴**,合作社,北京三山蔬菜产销专业合作社,C116005000000001,种植业,其他,***1306,93110116678758456Q,45189
有机,,,蔬菜种植,怀柔区,柳**,合作社,北京众垚源种植专业合作社,C116102000000002,种植业,其他,***5493,,45247
有机,,50,蔬菜种植,怀柔区,柳**,合作社,北京众垚源种植专业合作社,C116102000000002,种植业,其他,***5493,/,45247
有机,,40,蔬菜种植,怀柔区,周**,合作社,北京万家兴业种养殖专业合作社,C116102000000008,种植业,其他,***0577,93110116666259174F,45169
有机,,,蔬菜种植,怀柔区,周**,合作社,北京万家兴业种养殖专业合作社,C116102000000008,种植业,其他,***0577,93110116666259174F,45169
有机,,200,蔬菜种植,怀柔区,于**,合作社,北京市欣水湾种植专业合作社,C116103203000001,种植业,其他,***,93110116MA001LHFOY,45475
有机,,,蔬菜种植,怀柔区,于**,合作社,北京市欣水湾种植专业合作社,C116103203000001,种植业,其他,,93110116MA001LHFOY,45475
有机,21.0,,蔬菜种植,平谷区,于**,合作社,北京谷峰绿谷果蔬产销专业合作社,C117003000000001,种植业,其他,***3499,110117016793120,45142
有机,,,粮经作物生产,平谷区,王**,合作社,北京北台头兴民农产品产销专业合作社,C117003000000002,种植业,其他,***1235,93110117MA7FGQ1H7D,44810
有机,0.5,,蔬菜种植,平谷区,杨**,合作社,北京绿养道农产品产销专业合作社,C117005214000001,种植业,其他,***9882,/,45355
有机,,,蔬菜种植,平谷区,杨**,合作社,北京绿养道农产品产销专业合作社,C117005214000001,种植业,其他,***9882,,45355
有机,12.5,37.5,蔬菜种植,平谷区,陈**,合作社,北京博云益达种植专业合作社,C117101000000001,种植业,其他,***3975,/,45405
有机,,,蔬菜种植,平谷区,陈**,合作社,北京博云益达种植专业合作社,C117101000000001,种植业,其他,***3975,,45405
有机,,,蔬菜种植,平谷区,梁**,合作社,北京伟杰雨寒蔬菜种植专业合作社,C117101205000001,种植业,其他,***8923,,45405
有机,300.0,,蔬菜种植,平谷区,梁**,合作社,北京伟杰雨寒蔬菜种植专业合作社,C117101205000001,种植业,其他,***8923,/,45405
有机,,,蔬菜种植,平谷区,张**,合作社,北京浩萍蔬菜产销专业合作社,C117101213000002,种植业,其他,***3778,,45355
有机,8.0,20000,蔬菜种植,平谷区,张**,合作社,北京浩萍蔬菜产销专业合作社,C117101213000002,种植业,其他,***3778,/,45355
有机,,,蔬菜种植,平谷区,王**,合作社,北京绿水峡谷果蔬产销专业合作社,C117102000000007,种植业,其他,***1758,9311011769769745XH,45532
有机,,,蔬菜种植,平谷区,胡**,合作社,北京汇丰兴农果蔬专业产销合作社,C117102000000013,种植业,其他,***6168,,45120
有机,,,蔬菜种植,平谷区,乔**,合作社,北京志成果蔬产销专业合作社,C117104000000001,种植业,其他,***8839,93110117MA003KGC8M,45632
有机,,,蔬菜种植,平谷区,张**,合作社,北京乐农园丰果蔬产销专业合作社,C117104000000005,种植业,其他,***0786,93110117MA01TP303H,45631
有机,,,粮经作物生产,平谷区,刘**,合作社,北京北寨同兴果品产销专业合作社,C117104000000007,种植业,其他,***3388,93110117MA7NEJNT2M,45121
有机,,,蔬菜种植,平谷区,代**,合作社,北京明发顺果蔬产销中心,C117104000000008,种植业,其他,***6227,91110117790691984E,45120
有机,5.0,,蔬菜种植,平谷区,代**,合作社,北京明发顺果蔬产销中心,C117104000000008,种植业,其他,***6227,91110117790691984E,45120
有机,,,食用菌生产,平谷区,梁**,合作社,北京祥云谷果蔬产销专业合作社,C117105000000001,种植业,其他,***4887,,45677
有机,12.5,,食用菌生产,平谷区,梁**,合作社,北京祥云谷果蔬产销专业合作社,C117105000000001,种植业,其他,***4887,/,45257
有机,103.76,,蔬菜种植,平谷区,陶**,合作社,北京禾硕嘉果品产销专业合作社,C117105000000003,种植业,其他,***4658,/,45257
有机,,,蔬菜种植,平谷区,陶**,合作社,北京禾硕嘉果品产销专业合作社,C117105000000003,种植业,其他,***4658,,45257
有机,1.0,33,食用菌生产,平谷区,刘**,合作社,北京仟佰家食用菌种植专业合作社,C117105000000006,种植业,其他,***4589,93110117067300876Q,45113
有机,,,食用菌生产,平谷区,刘**,合作社,北京仟佰家食用菌种植专业合作社,C117105000000006,种植业,其他,***4589,93110117067300876Q,45677
有机,,,食用菌生产,平谷区,张**,合作社,北京平谷大华山股份经济合作社,C117105000000007,种植业,其他,***3318,N2110117567493264U,45117
有机,35.0,,食用菌生产,平谷区,张**,合作社,北京平谷大华山股份经济合作社,C117105000000007,种植业,其他,***3318,N2110117567493264U,45117
有机,162.0,,蔬菜种植,平谷区,王**,合作社,北京华伶诚果蔬产销专业合作社,C117105000000008,种植业,其他,***2430,93110117MA01TYT389,45155
