项目ID,单位名称,营业执照注册号,统一社会信用代码,违法事实认定依据（处罚类别）,处罚依据,处罚决定（处罚事由）,处罚机关单位,立案日期
36deb8d5-ccb0-481d-806d-6df5914288cb,北京市自来水集团檀州污水处理有限责任公司,110000004295311,,《北京市水污染防治条例》第七条,《北京市水污染防治条例》第七十八条第三款,限于三十日内完成治理，并处壹万元罚款。,北京市生态环境局,
36e412f5be9c4665aad91322f14f8e56,张*,110102************,,,《建设项目环境影响报告书（表）编制监督管理办法》第二十六条第一款第（一）项、第三十一条、第三十二条第（九）项和《建设项目环境影响报告书（表）编制单位和编制人员失信行为记分办法（试行）》第七条,责令改正，对你给予通报批评并失信记分5分。,北京市生态环境局,
36ef6d9f-2bc5-4c36-8e7a-55b0be3e13d1,北京中联晟贸易有限公司,91110304737698036D ,91110304737698036D,《北京市大气污染防治条例》第七十四条第二款,《北京市大气污染防治条例》第一百一十六条,责令停止违法行为，处六万元罚款。,北京市生态环境局,
377d36db-fe86-4367-be29-eb9270458a4a,北京尚澄餐饮管理有限公司,91110114MA004T5J59 ,91110114MA004T5J59,《北京市大气污染防治条例》第五十九条第一款,《北京市大气污染防治条例》第一百零八条第一款,责令十日内改正，处七千元罚款。,北京市生态环境局,
37c7f25c-9035-4492-bb9d-9d499a36ee95,北京豫阳生仔汽配销售部（经营者：江永生）,92110114L68759171L ,92110114L68759171L,《中华人民共和国固体废物污染环境防治法》第五十九条第一款,《中华人民共和国固体废物污染环境防治法》第七十五条第一款第六项和第二款,责令你单位停止违法行为，限十日内改正，处二万元罚款。,北京市生态环境局,
37c8ec6f-eeb6-48fa-ac82-a0ca66900674,北京市长建机动车驾驶培训有限公司,91110105MA01C3QN5J ,91110105MA01C3QN5J,《北京市大气污染防治条例》第六十六条第一款,《北京市大气污染防治条例》第一百一十二条第一款,责令三日内改正，处三千元罚款。,北京市生态环境局,
3817bf69-10bd-4848-8be8-d6cab75f5d7f,北京大龙供热中心,110113007335554,,《北京市实施〈中华人民共和国大气污染防治法〉办法》第二十七条第一款,《北京市实施〈中华人民共和国大气污染防治法〉办法》第三十五条第一款第（六）项,责令停止违法行为，限于2013年10月31日前改正，处以伍万元罚款。,北京市生态环境局,
381e674f-16a4-4b3f-8206-96a0fc705be4,北京科技园建设（集团）股份有限公司,110000000949988,,《中华人民共和国水污染防治法》第十七条第三款,《中华人民共和国水污染防治法》第七十一条,责令昌平区回龙观镇居住及公共设施建设项目停止使用，处三十万元罚款。,北京市生态环境局,
385f15e4-c36c-4d8a-aee2-cc2af16c269d,北京古船油脂有限公司古币分公司,110112014644556,,《中华人民共和国固体废物污染环境防治法》第三十三条第一款,《中华人民共和国固体废物污染环境防治法》第六十八条第一款第二项和第二款,责令停止违法行为，限三日内改正，处壹万元罚款。,北京市生态环境局,
3881dd07-1f00-442f-8283-608736401dbd,北京民生通达餐饮管理有限公司,110114010627563,,《北京市实施〈中华人民共和国大气污染防治法〉办法》第十条第三款,《北京市实施〈中华人民共和国大气污染防治法〉办法》第三十五条第一款第（一）项,责令停止违法行为，限三日内改正，处以壹万伍千元罚款。,北京市生态环境局,
3896720a-6a72-4cd2-a34d-2d5da3b11519,北京中科印刷有限公司,91110112102468296H ,91110112102468296H,《北京市机动车和非道路移动机械排放污染防治条例》第二十五条第一款,《北京市机动车和非道路移动机械排放污染防治条例》第四十五条第一款,责令三日内改正，处五千元罚款。,北京市生态环境局,
389b920e-71b6-4a37-a8b5-49314754eea6,北京天街九田家烤肉店,91110111MA01XB462A ,91110111MA01XB462A,《北京市大气污染防治条例》第五十九条第一款,《北京市大气污染防治条例》第一百零八条第一款,责令十日内改正，处七千元罚款。,北京市生态环境局,
38aaf13f-0438-43ba-ba96-2b8f14384144,北京奇力伟业家具有限公司,1102232611537,,《北京市大气污染防治条例》第三十二条,《北京市大气污染防治条例》第九十六条,责令停止违法行为，限三日内改正，处壹万元罚款,北京市生态环境局,
3904f8e7-f1f2-4d1b-a8fc-b5b69ff83b74,中国人民大学,110108196611280056,,《放射性同位素与射线装置安全和防护条例》第十二条第（一）项,《放射性同位素与射线装置安全和防护条例》第五十二条第（三）项,责令停止违法行为，限六十日内改正，并处贰万元罚款。,北京市生态环境局,
39279802-8ee3-4dbd-a14b-0a565be80760,康龙化成（北京）新药技术有限公司,110000410205747,,《中华人民共和国固体废物污染环境防治法》第五十九条第一款,《中华人民共和国固体废物污染环境防治法》第七十五条第一款第（六）项和第二款,责令停止违法行为，限一个月内改正，处以贰万元罚款。,北京市生态环境局,
395dc85a-da66-45f7-8093-409857785e5e,北京立马水泥有限公司,110000003975666,,《北京市大气污染防治条例》第三十六条第二款,《北京市大气污染防治条例》第一百条,责令停止违法行为，限三日内改正，处贰拾万元罚款。,北京市生态环境局,
3967eada-2fa2-4215-a071-cb18930fbd2d,北京世丰国际置业有限公司,110000007299808,,《建设项目环境保护管理条例》第二十三条,《建设项目环境保护管理条例》第二十八条,责令青年路北区配套综合楼项目停止使用，处叁万元罚款。,北京市生态环境局,
3988a020-b302-4fee-b131-7197312fdbf6,北京金路腾建设工程有限公司,91110115764249690G ,91110115764249690G,《北京市大气污染防治条例》第七十四条第二款,《北京市大气污染防治条例》第一百一十六条,责令停止违法行为，处五万元罚款。,北京市生态环境局,
398a056f62594c7584bcccf18dc35d97,北京蓝图纷飞加油站有限公司,,911101051027313570,气（移动源）,《中华人民共和国大气污染防治法》第一百零八条第四项“违反本法规定，有下列行为之一的，由县级以上人民政府生态环境主管部门责令改正，处二万元以上二十万元以下的罚款；拒不改正的，责令停产整治：（四）储油储气库、加油加气站和油罐车、气罐车等，未按照国家有关规定安装并正常使用油气回收装置”的规定，并参照《北京市生态环境行政处罚裁量基准》第三部分表（十二）“加油站不符合油气回收管理规定，气路、油路及相关阀门存在跑冒滴漏或相关阀门未正常关闭或开启，处2-4万”的规定，综合考虑你单位零压预警时长、积极配合和及时整改等相关因素,处四万元罚款。,北京市生态环境局,2/1/2025 00:00:00
399cba5d-b77a-4d43-97d3-a229c17bfafd,有研粉末新材料（北京）有限公司,110116006711053,,《中华人民共和国固体废物污染环境防治法》第五十九条第一款,《中华人民共和国固体废物污染环境防治法》第七十五条第一款第（六）项和第二款,责令停止违法行为，限三十日内改正，处以叁万元罚款。,北京市生态环境局,
39b28842-5564-4430-85e8-d40ac6a9584c,中国电信股份有限公司北京分公司,110101011373671,,《中华人民共和国环境影响评价法》第二十二条第一款、第二十五条和《建设项目环境保护管理条例》第二十三条,《建设项目环境保护管理条例》第二十八条,责令北京市海淀区阜成路23号蓝宏大厦楼顶的通信基站停止使用，处罚款拾万元。,北京市生态环境局,
39be7e80-7998-46e5-abda-24da3fdbd672,北京冶金正源科技有限公司,110000007827391,,《中华人民共和国固体废物污染环境防治法》第三十三条第一款,《中华人民共和国固体废物污染环境防治法》第六十八条第一款第（二）项和第二款,责令停止违法行为，限一个月内改正，处以壹万元罚款。,北京市生态环境局,
39c53f0b-d3f4-4fea-8e8a-0c5d2307ed7f,中铁六局集团有限公司,110000004022908,,《北京市实施〈中华人民共和国大气污染防治法〉办法》第二十七条第一款,《北京市实施〈中华人民共和国大气污染防治法〉办法》第三十五条第一款第（六）项,责令停止违法行为，限七日内改正，处以贰千元罚款。,北京市生态环境局,
39e1e454-fc13-494a-bfd4-22d311525695,北京宝昌彩色印刷有限公司,110108009017433,91110108782547042C,《中华人民共和国大气污染防治法》第十八条,《中华人民共和国大气污染防治法》第九十九条第二项,责令立即改正违法行为，处十五万元罚款。,北京市生态环境局,
39e92bc5-baff-416c-a058-fcda3ed411c3,赵*亮,110226************,,《北京市机动车和非道路移动机械排放污染防治条例》第二十五条第一款,《北京市机动车和非道路移动机械排放污染防治条例》第四十五条第一款,责令三日内改正，处五千元罚款。,北京市生态环境局,
39fe9a7d0a8443cdb715a115eeb90d41,北京窑洼湖桥观柳加油加气站有限公司,,91110105751328760T,气（移动源）,《中华人民共和国大气污染防治法》第一百零八条第四项和《北京市大气污染防治条例》第九十七条,责令改正，对不正常使用油气回收装置处罚四万元，对自动监控设备未稳定运行处罚二万元，共计处罚六万元。,北京市生态环境局,3/6/2024 00:00:00
3a35d6ea166c4386bdc103a988f80f02,北京维景国际大酒店有限责任公司,,91110105101150139B,,《中华人民共和国大气污染防治法》第九十九条第二项和《北京市生态环境行政处罚裁量权基准（2023年版）》第三部分表（二）,责令改正，处十二万五千元罚款。,北京市生态环境局,22/1/2024 00:00:00
3a3aceb2-f5a3-4f37-9d38-7c8528e4f18d,北京永日火炉火餐饮有限公司,911101010765981927,911101010765981927,《北京市大气污染防治条例》第五十九条第一款,《北京市大气污染防治条例》第一百零八条第一款,责令十日内改正，处五千元罚款。,北京市生态环境局,
3a40629c-efdc-4875-bc33-ab1661b79c9d,嘉和胜发分类（北京）环保科技有限公司,91110107MA00BCNH5M ,91110107MA00BCNH5M,《北京市大气污染防治条例》第七十四条第二款,《北京市大气污染防治条例》第一百一十六条,责令停止违法行为，处五万元罚款。,北京市生态环境局,
3aa8c7f4-b31c-4d95-8239-edfd30929837,北京宏强鑫胜建筑材料有限公司,91110113554884055E ,91110113554884055E,《中华人民共和国大气污染防治法》第五十一条第一款,《中华人民共和国大气污染防治法》第一百一十四条第一款,责令三日内改正，处五千元罚款。,北京市生态环境局,
3adb530e-b021-421f-823a-dcabf495ebae,北京中医药大学东方医院,210000002443,,《放射性同位素与射线装置安全和防护条例》第十二条第（二）项,《放射性同位素与射线装置安全和防护条例》第五十二条第（三）项,责令停止违法行为，限于2012年10月30日前改正，处贰万元罚款。,北京市生态环境局,
3b380208-9462-4e05-afd1-ed07eefdf743,北京建工新型建材科技股份有限公司,91110115102850604W ,91110115102850604W,《北京市大气污染防治条例》第六十条,《北京市大气污染防治条例》第一百零九条,责令十日内改正，处一万元罚款。,北京市生态环境局,
3b5fee05-81bb-489d-990e-19d59023bb42,北京九州溪谷大酒店有限公司,110116005702962,,《北京市大气污染防治条例》第三十二条,《北京市大气污染防治条例》第九十六条,责令停止违法行为，限三日内改正，处伍千元罚款。,北京市生态环境局,
3b6f86d4-d69c-4e8b-9633-307e173ab70f,北京天罡助剂有限责任公司,911101151029162,911101151029162045,《中华人民共和国大气污染防治法》第十八条,《中华人民共和国大气污染防治法》第九十九条第二项,责令停止违法行为，限三日内治理达标，处十三万元罚款。,北京市生态环境局,
3b7024e8-3ca1-49ce-ac7e-192804841b72,郭*伟,410923************,,《中华人民共和国大气污染防治法》第五十一条第一款,《中华人民共和国大气污染防治法》第一百一十四条第一款,责令三日内改正，处五千元罚款。,北京市生态环境局,
3ba2f488-da7c-4963-adfa-f27e37c7c479,北京金秋实物业管理中心,110114003688895,,《北京市大气污染防治条例》第二十八条,《北京市大气污染防治条例》第九十三条,责令停止违法行为，限三日内改正，处壹万元罚款。,北京市生态环境局,
3ba4494e-5acd-43ba-81f9-aa9da2193c74,北汽福田汽车股份有限公司北京欧辉客车分公司,91110114777687681K ,91110114777687681K,《中华人民共和国水污染防治法》第十条,《中华人民共和国水污染防治法》第八十三条第一款第（二）项,责令改正违法行为，处二十一万元罚款,北京市生态环境局,
3ba51342-085d-4f62-bb1d-223c07b895a2,中国石油天然气股份有限公司北京顺义顺密路加油站,911101138025006054,911101138025006054,《中华人民共和国大气污染防治法》第四十七条第二款,《中华人民共和国大气污染防治法》第一百零八条第四项,责令三日内改正，处二万元罚款。,北京市生态环境局,
3bfec7f2-cbc3-4c1e-a78a-dc9be3153195,北京铁道物资公司,110101000077786,,《北京市大气污染防治条例》第二十八条,《北京市大气污染防治条例》第九十三条,责令停止违法行为，限三日内改正，处壹万元罚款。,北京市生态环境局,
3c09bd85-f8ee-4eec-a0ef-560ffba0eb95,北京金象特高锅炉制造有限公司,110000410174650/11010819641115141X ,,《北京市实施〈中华人民共和国大气污染防治法〉办法》第十条第三款,《北京市实施〈中华人民共和国大气污染防治法〉办法》第三十五条第一款第（一）项,责令停止违法行为，限三日内改正，处以贰万伍千元罚款。,北京市生态环境局,
3c1b3e3d-2ed5-4bd4-9708-c1c8821553b7,北京荣蕾商贸有限公司,110114020295365,91110114MA0028U78J,《北京市大气污染防治条例》第五十九条第一款,《北京市大气污染防治条例》第一百零八条第一款,责令十日内改正，处一万元罚款。,北京市生态环境局,
3c2a4c3c-a940-4cec-9322-579c02b8ad39,北京市首都公路发展集团有限公司,110000000316162,,《建设项目环境保护管理条例》第二十三条,《建设项目环境保护管理条例》第二十八条,责令你单位京承快速路（三环至四环段）工程项目停止使用，处十万元罚款。鉴于你单位京承快速路（三环至四环段）工程项目涉及公共利益，故将“责令停止使用”缓期至2017年12月12日执行。在此期间，你单位应采取切实有效措施防止环境污染，并主动接受项目所在地环保部门的监督管理。如果在2017年12月12日前该项目配套建设的环保设施验收合格，我局将解除“责令停止使用”，依法允许你单位京承快速路（三环至四环段）工程投入使用。如果超过2017年12月12日该项目配套建设的环保设施仍未验收合格，我局将依法立即执行“责令停止使用”。请你单位于2017年12月31日前将改正情况书面报告我局。,北京市生态环境局,
3cca918e-7cf9-491a-b13e-08c30b7c605b,北京伟业诚信物业管理有限公司,110111003925767,,《北京市实施〈中华人民共和国大气污染防治法〉办法》第十五条第二款,《北京市实施〈中华人民共和国大气污染防治法〉办法》第三十五条第一款第（四）项,责令停止违法行为，限于2012年11月15日前改正，处以壹万元罚款。,北京市生态环境局,
3d037cb6-f492-434c-95aa-16e76fc61df6,延庆经济开发区公用事业服务中心,111022900258,,《北京市实施〈中华人民共和国大气污染防治法〉办法》第十条第二款,《北京市实施〈中华人民共和国大气污染防治法〉办法》第三十四条,责令停止违法行为，限三十日内改正，处以肆万元罚款。,北京市生态环境局,
3d08193d-5266-4afd-acab-15eefb6ee60c,北京华通伟业汽车销售服务有限公司第一分公司,110108002691406,,《建设项目环境保护管理条例》第二十三条,《建设项目环境保护管理条例》第二十八条,责令主体工程停止使用，并处叁万元罚款。,北京市生态环境局,
3d3e5629-fd37-4942-9252-31adddd4d976,北京中通吉物流有限公司,911101053397320835,911101056259095800,《北京市大气污染防治条例》第六十九条第二款,《北京市大气污染防治条例》第一百一十四条第二款,处三百元罚款。,北京市生态环境局,
3d442a66-e9d6-4783-ad17-0443e485b5bc,北汽福田汽车股份有限公司,110000005082498,,《建设项目环境保护管理条例》第二十三条,《建设项目环境保护管理条例》第二十八条,责令主体工程停止使用，处贰万元罚款。,北京市生态环境局,
3d73a6ba-77c6-43a6-91d7-19368303d15d,北京奥克森节能环保科技有限公司,911101116336402195,911101116336402195,《北京市大气污染防治条例》第六十条,《北京市大气污染防治条例》第一百零九条,责令三日内改正，处二万元罚款。,北京市生态环境局,
3d89f186-361d-4362-8b2e-bfa97af5cf8a,北京空港航空地面服务有限公司,004116782,911100006259065823,《中华人民共和国大气污染防治法》第五十一条第一款,《中华人民共和国大气污染防治法》第一百一十四条第一款,责令三日内改正，处每台五千元，共计四万元罚款。,北京市生态环境局,
3ddd6630-2a16-42f5-af5a-3263d5c96682,北京楠萍印刷有限公司,110112006183142,,《北京市大气污染防治条例》第三十三条,《北京市大气污染防治条例》第九十七条,责令停止违法行为，限三日内改正，处一万元罚款。,北京市生态环境局,
3deef608-b148-4d9f-9f6f-d67a1fe22d83,北京天源建筑工程有限公司,110000005130303/110222196008074111 ,,《北京市实施〈中华人民共和国大气污染防治法〉办法》第二十七条第一款,该办法第三十五条第一款第（六）项,责令停止违法行为，限七日内改正，处以壹万元罚款。,北京市生态环境局,
3df3ecf00cc94c7f88e50920c95bc049,张*明,142424************,,气（移动源）,《北京市机动车和非道路移动机械排放污染防治条例》第三十九条第一项，参照《北京市生态环境行政处罚裁量权基准 （2023年版）》第三部分表（二十二）,处二万元罚款。,北京市生态环境局,
3e008115-fcad-4b68-9eb8-408b0645bd99,北京市天堂河电镀喷漆厂,110115007110367,,《北京市大气污染防治条例》第三十二条,《北京市大气污染防治条例》第九十六条,责令停止违法行为，限三日内改正，处贰万元罚款。,北京市生态环境局,
3e0e930c-4fd2-4481-b755-1da63fe22176,北京市大通辉锻件厂,110112000885100/11022319490424311X ,,《中华人民共和国大气污染防治法》第四十二条,《中华人民共和国大气污染防治法》第五十六条第（三）项,责令停止违法行为，限三日内改正，处以壹万元罚款。,北京市生态环境局,
3e1bb0ba-9840-47ab-b8cb-cacde161f98d,北京顺政绿港排水有限责任公司,91110113MA008NEYOW ,91110113MA008NEYOW,《中华人民共和国环境影响评价法》第二十二条第一款,《中华人民共和国环境影响评价法》第三十一条第一款,责令你单位顺义杨镇再生水厂升级改造及扩建工程项目停止建设，处七十万元罚款。,北京市生态环境局,
3e2e0fbd09d34c6f942df10bbca4d8be,北京中晟国光环保科技有限公司,,91110115MA01HWTH17,,《建设项目环境影响报告书（表）编制监督管理办法》第二十六条第一款第（二）项、第三十一条、第三十二条第（九）项和《建设项目环境影响报告书（表）编制单位和编制人员失信行为记分办法（试行）》第七条,责令改正，对你单位给予通报批评并失信记分5分。,北京市生态环境局,
3e88c6a1-4347-438e-8d6c-f7a0dadfb2a2,北京兆丰吉奥工贸有限公司,110112003709544,,《中华人民共和国固体废物污染环境防治法》第五十九条第一款,《中华人民共和国固体废物污染环境防治法》第七十五条第一款第（六）项和第二款,责令停止违法行为，限三十日内改正，处以贰万元罚款。,北京市生态环境局,
3eaac59f-bae4-425e-bcd2-95a2bb18411f,北京铁育兴物资有限公司,110106003229321,,《北京市大气污染防治条例》第五十七条第二款,《北京市大气污染防治条例》第一百零八条第二款,责令停止违法行为，限三日内改正，处伍万元罚款。,北京市生态环境局,
3eb291bc-37e3-4b80-a275-eeaf9f4cd8e5,北京建元圣建筑工程有限公司,911101131025617656,911101131025617656,《北京市大气污染防治条例》第三十一条,《北京市大气污染防治条例》第九十四条,责令停止违法行为，限三日内改正，处五千元罚款。,北京市生态环境局,
3ec266bd-c7a9-4910-97bc-b56fbec51100,北京婺商酒楼（经营者：吴锦锋）,92110105L7743837X3 ,92110105L7743837X3,《北京市大气污染防治条例》第五十九条第一款,《北京市大气污染防治条例》第一百零八条第一款,责令十日内改正，处一万元罚款。,北京市生态环境局,
3ec3f6e0-3e45-4729-aa72-d8fb5ee0050f,北京亚运村机动车检测有限公司,110105010626519,,《北京市大气污染防治条例》第六十九条第一款,《北京市大气污染防治条例》第一百一十六条,责令停止违法行为，限三日内改正，处以伍千元罚款。,北京市生态环境局,
3ed54f1b-0ada-43a3-a8a1-33c7dcd94a54,北京中石油报印刷厂,110106011191537,,《中华人民共和国固体废物污染环境防治法》第三十三条第一款,《中华人民共和国固体废物污染环境防治法》第六十八条第一款第（二）项和第二款,责令停止违法行为，限三十日内改正，处以贰万元罚款。,北京市生态环境局,
3ef1f8bb-442e-4c61-9f28-8dca2e66e3f9,北京永顺盛达建筑工程有限公司,91110113MA01KP7R0Y ,91110113MA01KP7R0Y,《中华人民共和国大气污染防治法》第五十一条第一款,《中华人民共和国大气污染防治法》第一百一十四条第一款,责令三日内改正，处五千元罚款。,北京市生态环境局,
3f405b4f-df35-462c-bcb7-77369aed990c,中铁北京工程局（天津）工程有限公司,无 ,91120106713180160Y,《中华人民共和国大气污染防治法》第五十一条第一款,《中华人民共和国大气污染防治法》第一百一十四条第一款,责令三日内改正，处五千元罚款。,北京市生态环境局,
3f5d3606-637c-4e9c-a150-22295344811a,北京市通州区召军锻件厂,1102232848358/110223196610203138 ,,《中华人民共和国大气污染防治法》第四十二条,《中华人民共和国大气污染防治法》第五十六条第（三）项,责令停止违法行为，限三日内改正，处以壹万元罚款。,北京市生态环境局,
3fcf25fa-fb10-496e-a162-68f18af17a38,延庆经济开发区公用事业服务中心,111022900258,,《北京市实施〈中华人民共和国大气污染防治法〉办法》第二十七条第一款,《北京市实施〈中华人民共和国大气污染防治法〉办法》第三十五条第一款第（六）项,责令停止违法行为，限于2013年10月31日前改正，处以伍万元罚款。,北京市生态环境局,
3fd8f5b9-1d2c-4fdf-bd3b-2259c09d3419,北京北平楼正源餐饮有限公司第二分店,91110108760119952W ,91110108760119952W,《北京市大气污染防治条例》第五十九条第一款,《北京市大气污染防治条例》第一百零八条第一款,责令十日内改正，处一万四千元罚款。,北京市生态环境局,
3fe8319e-72db-45b9-b9ec-fb3c687c44d6,北京日报印务有限责任公司,91110101736478218C ,91110101736478218C,《中华人民共和国大气污染防治法》第四十五条,《中华人民共和国大气污染防治法》第一百零八条第（一）项,责令三日内改正，处二十万元罚款。,北京市生态环境局,
3ffa5826-a186-4d8a-a143-1cd6ac58f9d7,北京嘉诚热力有限公司,110116010123680,,《中华人民共和国大气污染防治法》第四十二条,《中华人民共和国大气污染防治法》第五十六条第（三）项,责令停止违法行为，限三日内改正，处以贰万元罚款。,北京市生态环境局,
401baec8-49fd-4456-9696-d4316251e39c,北京金通汇城汽车修理有限公司,110111010716813,,《中华人民共和国固体废物污染环境防治法》第十七条第一款,《中华人民共和国固体废物污染环境防治法》第七十五条第一款第（十一）项和第二款,责令停止违法行为，限三十日内改正，处以贰万元罚款。,北京市生态环境局,
401fd1e6-2126-485f-a353-0b01ae28e51e,北京富杨供暖有限公司,110116008762528,,《北京市大气污染防治条例》第八十三条,《北京市大气污染防治条例》第一百二十三条,责令停止违法行为，限三日内改正，处以伍千元罚款。,北京市生态环境局,
402ed46b-d759-4ef2-bd84-fe6504f0f8b3,北京龙脉食府,110105601433236,,《北京市实施〈中华人民共和国大气污染防治法〉办法》第十条第三款,《北京市实施〈中华人民共和国大气污染防治法〉办法》第三十五条第一款第（一）项,责令停止违法行为，限三日内改正，处以肆千元罚款。,北京市生态环境局,
403e866e-4084-463b-9cee-2ba57dc31fda,邯郸市嘉鑫建筑劳务分包工程有限公司,911304027603223526,911304027603223526,《北京市机动车和非道路移动机械排放污染防治条例》第二十五条第一款,《北京市机动车和非道路移动机械排放污染防治条例》第四十五条第一款,责令三日内改正，处五千元罚款。,北京市生态环境局,
403ec3d9-28a3-4224-861c-e9cc21d4fc02,北京市长阳体育休闲俱乐部有限公司,110111009051113,,《建设项目环境保护管理条例》第二十三条,《建设项目环境保护管理条例》第二十八条,责令你单位停止高尔夫球场产生污染的行为，并处拾万元罚款。,北京市生态环境局,
404053e2-2076-4864-873a-df87155fe8c2,北京市门头沟区轮胎厂,110109004812285,,《北京市实施〈中华人民共和国大气污染防治法〉办法》第十条第二款,《北京市实施〈中华人民共和国大气污染防治法〉办法》第三十四条,责令停止违法行为，限三日内改正，处以贰万元罚款。,北京市生态环境局,
404b225f-0966-4c24-ac7b-1e48e525670c,北京石啖园餐饮有限公司,911101076835913122,911101076835913122,《北京市大气污染防治条例》第五十九条第一款,《北京市大气污染防治条例》第一百零八条第一款,责令十日内改正，处一万四千元罚款。,北京市生态环境局,
40514b4e-3863-4b5f-b2a4-30bd1de522b8,北京中润北方贸易有限公司,110107014184007,,《北京市大气污染防治条例》第五十七条第二款,《北京市大气污染防治条例》第一百零八条第二款,责令停止违法行为，限三日内改正，处以贰万元罚款。,北京市生态环境局,
40688f3f-7e94-4ed2-9aa3-b82009634aac,北京珊嘉木业有限责任公司,110115007249287,,《北京市大气污染防治条例》第三十二条,《北京市大气污染防治条例》第九十六条,责令停止违法行为，限三日内改正，处叁万元罚款。,北京市生态环境局,
4098500e-ba9c-4f8e-8b46-71dbc1ecf941,北京公共交通控股（集团）有限公司第一客运公司,110101000038800,,《北京市实施〈中华人民共和国大气污染防治法〉办法》第二十三条,《北京市实施〈中华人民共和国大气污染防治法〉办法》第三十九条,责令停止违法行为，限三日内改正，处以壹千元罚款。,北京市生态环境局,
40a95849-ea27-4094-b641-04bd2b0a1331,北京月亮湾物业管理有限公司,110112021102921,,《北京市大气污染防治条例》第二十八条,《北京市大气污染防治条例》第九十三条,责令停止违法行为，限三日内治理达标，处四万元罚款。,北京市生态环境局,
41161625-3f21-43dc-afce-170a5236f161,北京青云航空仪表有限公司,110000004031808,,《中华人民共和国固体废物污染环境防治法》第十七条第一款,《中华人民共和国固体废物污染环境防治法》第七十五条第一款第（十一）项和第二款,责令停止违法行为，限三十日内改正，处以贰万元罚款。,北京市生态环境局,
417d812f-2472-4874-87ae-6baeb3942e2b,北京市造甲村加油站,91110106102215985x ,91110106102215985x,《北京市大气污染防治条例》第七十八条,《北京市大气污染防治条例》第一百一十七条,责令三日内改正违法行为，处一万元罚款。,北京市生态环境局,
418ed8b1-83f1-4061-a7a7-6c699ed10bb9,中环联新（北京）环境保护有限公司,无 ,91110105MA0018EC1F,《建设项目环境影响报告书（表）编制监督管理办法》第八条,《建设项目环境影响报告书（表）编制监督管理办法》第二十六条第一款第三项、第三十一条、第三十二条第（九）项和《建设项目环境影响报告书（表）编制单位和编制人员失信行为记分办法（试行）》第七条,责令改正，对你单位给予通报批评并失信记分5分。,北京市生态环境局,
41af6d92-a7be-41d2-bfe6-3fa20dfff6e7,北京平安设备安装有限责任公司富乐园供暖站,110116004829173,,《北京市实施〈中华人民共和国大气污染防治法〉办法》第十五条第二款,《北京市实施〈中华人民共和国大气污染防治法〉办法》第三十五条第一款第（四）项,责令停止违法行为，限七日内改正，处以贰万元罚款。,北京市生态环境局,
41b9e85a-0946-4fc5-b11c-7635744884c9,北京市通州牛堡屯药材加工厂,110112006533446,,《北京市水污染防治条例》第七条,该条例第七十八条第一款,责令停止违法行为，限三日内改正，处三万九千一百八十元罚款。,北京市生态环境局,
41bb3ffa-9d35-4750-b89a-d12c42a5bfd3,北京裕鑫龙腾物业管理有限责任公司,110113007350150/110222196609022018 ,,《北京市实施〈中华人民共和国大气污染防治法〉办法》第十条第二款,《北京市实施〈中华人民共和国大气污染防治法〉办法》第三十四条,责令停止违法行为，限三日内改正，处以贰万元罚款。,北京市生态环境局,
41f5ae36-de44-4a45-a860-4b47ec45efa4,北京青云盛鑫燃气技术服务有限公司,91110302MA01E5N39W ,91110302MA01E5N39W,《北京市大气污染防治条例》第七十四条第二款,《北京市大气污染防治条例》第一百一十六条,责令停止违法行为，处五万元罚款。,北京市生态环境局,
41fd64ee-4692-462d-9946-5c147c0e088a,北京龙泉宾馆有限公司,110109195401020071,,《北京市实施〈中华人民共和国大气污染防治法〉办法》第十条第二款,《北京市实施〈中华人民共和国大气污染防治法〉办法》第三十四条,责令停止违法行为，限十日内改正，处以贰万元罚款。,北京市生态环境局,
423a71da-6f3b-4496-8a23-73bb815865fc,北京南粤苑宾馆有限公司,110106003035084,,《北京市大气污染防治条例》第六十条第一款,《北京市大气污染防治条例》第一百一十一条,责令停止违法行为，限三日内改正，处壹万元罚款。,北京市生态环境局,
429183de-143a-46d7-8e14-55d8f7a4e3c5,北京宏泰方达工程机械有限责任公司,460000000138222,,《北京市实施〈中华人民共和国大气污染防治法〉办法》第十条第二款,《北京市实施〈中华人民共和国大气污染防治法〉办法》第三十四条,责令停止违法行为，限七日内改正，处以壹万元罚款。,北京市生态环境局,
42955c68-9317-464d-ba6c-a518d73c1da2,北京金龙大众酿造有限公司,911101137235911582,911101137235911582,《排污许可管理条例》第十九条第一款,《排污许可管理条例》第三十六条第五项,责令改正，处二万五千六百元罚款。,北京市生态环境局,
42aa2885bea54e3291149d66bf55e4e4,岳*胜,371522************,,气（移动源）,《北京市机动车和非道路移动机械排放污染防治条例》第三十九条第一项，“违反本条例第十七条规定，城市公交、道路运输、环卫、邮政、快递、出租车等企业事业单位和其他生产经营者有下列情形之一的，生态环境部门对其直接负责的主管人员和其他直接责任人员分别处一万元以上五万元以下罚款：（一）本单位注册车辆二十辆以上，在一个自然年内经排放检验不合格的车辆数量超过注册车辆数量百分之十的”，并参照《北京市生态环境行政处罚裁量权基准》第三部分表（二十二）,处一万元罚款,北京市生态环境局,
