实施主体,职权编号,职权名称,职权种类
区交通局,C1948900,对使用失效、伪造、变造的从业资格证，驾驶出租汽车从事经营活动的行为进行处罚,罚款
,,,
,,,
区交通局,C1949000,对巡游出租汽车驾驶员转让、倒卖、伪造巡游出租汽车相关票据的行为进行处罚,罚款
,,,
区交通局,C1949200,对任何单位和个人未取得经营许可，擅自从事或者变相从事网约车经营活动的行为进行处罚,"警告,罚款"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
区交通局,C1949500,对任何单位和个人未经许可擅自从事或者组织从事巡游出租汽车客运经营的行为进行处罚,"没收违法所得,没收非法财物,罚款"
,,,
,,,
区交通局,C1949700,对网约车平台公司不再具备线上线下服务能力或者有严重违法的行为进行处罚,"责令停产停业,吊销许可证或营业执照"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
区交通局,C1949900,出租汽车经营者聘用未取得从业资格证的人员、未按规定办理注册手续的人员，驾驶出租汽车从事经营活动的行为进行处罚,罚款
,,,
区交通局,C1950000,网约车平台公司提供服务的驾驶员未取得《网络预约出租汽车驾驶员证》，或者线上提供服务驾驶员与线下实际提供服务驾驶员不一致的行为进行处罚,罚款
,,,
区交通局,C1950100,对网络预约出租汽车驾驶员违反规定巡游揽客、站点候客的行为进行处罚,罚款
,,,
区交通局,C1950200,对巡游出租汽车驾驶员在出租汽车营业站候客时不按序排队、顺序走车，不服从调度员的调派，欺行霸市或者私自揽客的行为进行处罚,"警告,罚款"
,,,
区交通局,C1950800,对假冒巡游出租汽车的行为进行处罚,"没收违法所得,没收非法财物,罚款"
,,,
区交通局,C1950900,对从事停车信息服务的经营者未将相关信息接入停车场综合管理服务系统的行为进行处罚,罚款
,,,
区交通局,C1952200,对城市公共汽电车客运场站和服务设施的日常管理单位未按照规定对有关场站设施进行管理和维护的行为进行处罚,罚款
,,,
区交通局,C1952300,对运营企业未制定应急预案并组织演练的行为进行处罚,罚款
,,,
区交通局,C1952400,对任何单位和个人有危害城市公共汽电车客运服务设施行为的行为进行处罚,罚款
,,,
,,,
,,,
,,,
,,,
区交通局,C1952500,对发生影响运营安全的突发事件时，运营企业未按照应急预案的规定采取应急处置措施，造成严重后果的行为进行处罚,罚款
,,,
区交通局,C1952600,对运营企业未在城市公共汽电车车辆和场站醒目位置设置安全警示标志、安全疏散示意图和安全应急设备的行为进行处罚 ,罚款
,,,
区交通局,C1952700,对运营企业未按照有关标准及城市公共交通主管部门的要求，在城市公共汽电车客运首末站和中途站配置符合以下要求的相关服务设施和运营标识的行为进行处罚,罚款
,,,
,,,
,,,
区交通局,C1952800,对运营企业使用不具备《城市公共汽车和电车客运管理规定》第二十七条规定条件的人员担任驾驶员、乘务员的行为进行处罚,罚款
,,,
,,,
,,,
,,,
,,,
区交通局,C1952900,对运营企业未定期对城市公共汽电车车辆及其安全设施设备进行检测、维护、更新的行为进行处罚,罚款
,,,
区交通局,C1953000,对运营企业未按照有关标准及城市公共交通主管部门的要求，在投入运营的车辆上配置符合以下要求的相关服务设施和运营标识的行为进行处罚,罚款
,,,
,,,
,,,
,,,
,,,
区交通局,C1953100,对未取得线路运营权、未与城市公共交通主管部门签订城市公共汽电车线路特许经营协议，擅自从事城市公共汽电车客运线路运营的行为进行处罚,罚款
,,,
区交通局,C1953200,对运营企业未对拟担任驾驶员、乘务员的人员进行培训、考核的行为进行处罚,罚款
,,,
区交通局,C1953300,对网络预约出租汽车经营者未按照规定保证车辆技术状况良好的行为进行处罚,罚款
,,,
区交通局,C1953400,对巡游出租汽车经营者不按照规定保证车辆技术状况良好的行为进行处罚,罚款
,,,
区交通局,C1953500,对公路货运运营单位未实行运输客户身份、物品信息登记制度的行为进行处罚,罚款
,,,
区交通局,C1953600,对个人拒不配合有关部门开展反恐怖主义安全防范、情报信息、调查、应对处置工作的行为进行处罚,罚款
,,,
区交通局,C1953700,对单位拒不配合有关部门开展反恐怖主义安全防范、情报信息、调查、应对处置工作的行为进行处罚,罚款
,,,
区交通局,C1953800,对公路货运运营单位未实行安全查验制度，对客户身份进行查验，或者未依照规定对运输物品进行安全检查或者开封验视的行为进行处罚,罚款
,,,
区交通局,C1953900,对公路货运运营单位对禁止运输、寄递，存在重大安全隐患，或者客户拒绝安全查验的物品予以运输的行为进行处罚,罚款
,,,
区交通局,C1954000,对长途客运、机动车租赁经营者未按规定对客户身份进行查验，或者对身份不明、拒绝身份查验的客户提供服务的行为进行处罚,罚款
,,,
区交通局,C1954100,对本行业领域生产经营单位未将无法及时消除并可能危及公共安全的事故隐患，向所在地负有安全生产监督管理职责的部门报告的行为进行处罚,罚款
,,,
区交通局,C1954200,对本行业领域生产经营单位未按照要求使用生产安全事故隐患排查治理信息系统，如实记录隐患排查治理情况的行为进行处罚,"责令停产停业,罚款"
,,,
区交通局,C1954300,对本行业领域生产经营单位的主要负责人未履行事故隐患排查治理职责，经责令限期改正，逾期未改正的行为进行处罚,"责令停产停业,罚款"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
区交通局,C1954400,对本行业领域生产经营单位未定期通报事故隐患排查治理情况，或者未公示重大事故隐患的危害程度、影响范围和应急措施的行为进行处罚,"责令停产停业,罚款"
,,,
,,,
,,,
区交通局,C1954500,对本行业领域生产经营单位未建立健全事故隐患排查治理制度的行为进行处罚,"责令停产停业,罚款"
,,,
,,,
,,,
区交通局,C1954600,对机动车驾驶员培训机构的违法行为进行处罚,吊销许可证或营业执照
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
区交通局,C1954700,对任何单位或个人未取得机动车驾驶员培训许可证件，非法从事机动车驾驶员培训业务的行为进行处罚,"没收违法所得,罚款"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
区交通局,C1954800,对互联网租赁自行车经营企业未建立健全押金、预付金管理制度，未将押金存放在本市开立的银行资金专用账户。承租人申请退还押金时，未及时退还，经约谈企业相关负责人拒不改正的行为进行处罚,罚款
,,,
区交通局,C1954900,对受让方接受非法转让、出租机动车驾驶员培训许可证件的行为进行处罚,"没收违法所得,罚款"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
区交通局,C1955000,对机动车驾驶员培训机构非法转让、出租机动车驾驶员培训许可证件的行为进行处罚,"没收违法所得,罚款"
,,,
区交通局,C1955100,对互联网租赁自行车经营企业未建立承租人信用管理制度，未将承租人违法信息纳入信用管理，并采取必要的信用管理措施，经约谈企业相关负责人拒不改正的行为进行处罚,罚款
,,,
区交通局,C1955200,对互联网租赁自行车经营企业投放车辆整车及其主要部件的安全性能不符合国家标准，不具备唯一性编码，经约谈企业相关负责人拒不改正的行为进行处罚,罚款
,,,
区交通局,C1955300,对互联网租赁自行车经营企业未遵守网络安全法律法规要求，落实网络安全等级保护、数据安全管理、个人信息保护等制度，经约谈企业相关负责人拒不改正的行为进行处罚,罚款
,,,
区交通局,C1955400,对互联网租赁自行车经营企业未按照交通行政管理部门的要求投放车辆，未将相关信息实时、完整、准确接入本市互联网租赁自行车行业监管和服务平台，未协助公安机关交通管理部门核实确定违法行为人，经约谈企业相关负责人拒不改正的行为进行处罚,罚款
,,,
区交通局,C1955500,对互联网租赁自行车经营企业未运用现代信息技术手段规范承租人依法停放车辆。客户端未显示承租人安全提示、自行车允许停放、禁止停放区域，以及有关惩戒措施，经约谈企业相关负责人拒不改正的的行为进行处罚,罚款
,,,
区交通局,C1955600,对任何单位或个人使用无效、伪造、变造、被注销的机动车驾驶员培训许可证件，非法从事机动车驾驶员培训业务的行为进行处罚,"没收违法所得,罚款"
,,,
区交通局,C1955700,对互联网租赁自行车经营企业未配置必要的管理维护人员，负责车辆调度、停放秩序管理和损坏、废弃车辆回收，未及时清理占用道路、绿地等公共场所的车辆，经约谈企业相关负责人拒不改正的行为进行处罚,罚款
,,,
区交通局,C1955800,对互联网租赁自行车经营企业未建立投诉处理机制，未及时受理、处理车辆性能、停放秩序等方面的社会投诉举报，经约谈企业相关负责人拒不改正的行为进行处罚,罚款
,,,
区交通局,C1955900,对机动车驾驶员培训业务经营者超越许可事项，非法从事机动车驾驶员培训业务的行为进行处罚,"没收违法所得,罚款"
,,,
区交通局,C1956000,对从事机动车维修经营业务，未按规定进行备案的，经责令改正，拒不改正的行为进行处罚,罚款
,,,
区交通局,C1956100,对危险货物承运人未在罐式车辆罐体的适装介质列表范围内或者移动式压力容器使用登记证上限定的介质承运危险货物的行为进行处罚,罚款
,,,
区交通局,C1956200,对危险货物承运人未对从业人员进行安全教育和培训的行为进行处罚,"责令停产停业,罚款"
,,,
区交通局,C1956300,对危险货物承运人未按照规定制作危险货物运单或者保存期限不符合要求的行为进行处罚,罚款
,,,
区交通局,C1956400,对危险货物承运人未按照要求对运输车辆、罐式车辆罐体、可移动罐柜、罐箱及设备进行检查和记录的行为进行处罚,罚款
,,,
区交通局,C1956500,对危险化学品运输企业未建立健全并严格执行充装或者装载查验、记录制度的行为进行处罚,罚款
,,,
区交通局,C1956600,对危险货物承运人使用未经检验合格或者超出检验有效期的罐式车辆罐体、可移动罐柜、罐箱从事危险货物运输的行为进行处罚,"责令停产停业,罚款"
,,,
,,,
,,,
,,,
区交通局,C1956700,对危险货物托运人确定危险货物的类别、项别、品名、编号不符合相关标准要求的行为进行处罚,罚款
,,,
区交通局,C1956800,对危险货物道路运输车辆驾驶人未确保罐式车辆罐体、可移动罐柜、罐箱的关闭装置在运输过程中处于关闭状态的行为进行处罚,罚款
,,,
区交通局,C1956900,对危险货物道路运输车辆驾驶人未按照规定随车携带危险货物运单的行为进行处罚,罚款
,,,
,,,
区交通局,C1957000,对危险货物承运人未按照要求对运营中的危险化学品、民用爆炸物品、核与放射性物品的运输车辆通过定位系统实行监控的行为进行处罚,"警告,罚款"
,,,
区交通局,C1957100,对危险货物道路运输车辆驾驶人未按照规定随车携带安全卡的行为进行处罚,罚款
,,,
区交通局,C1957200,对机动车维修经营者未与交通部门联网，实时传输维修车辆的机动车号牌、车辆识别代号、排放达标维修项目等信息，未如实记录机动车排放达标维修情况的违法行为进行处罚,"责令停产停业,罚款"
,,,
区交通局,C1957300,对出租汽车、租赁汽车、驾校教练汽车以及从事运输经营的轻型汽油车辆的行驶里程超过标准规定的环保耐久性里程的，未更换尾气净化装置的行为进行处罚,罚款
,,,
区交通局,C1957400,对机动车维修经营者未严格按照机动车排放污染防治的要求和有关技术规范、标准进行维修，未使维修后的机动车达到规定的排放标准，并提供相应的维修服务质量保证的行为进行处罚,"责令停产停业,罚款"
,,,
区交通局,C1957500,对道路运输经营者使用报废、擅自改装、拼装、检测不合格以及其他不符合国家规定的车辆从事道路运输经营活动的行为进行处罚,"警告,罚款"
,,,
区交通局,C1957600,对道路运输经营者道路运输车辆技术状况未达到《道路运输车辆综合性能要求和检验方法》（GB18565）的行为进行处罚,"警告,罚款"
,,,
区交通局,C1957700,对道路运输经营者未做好车辆维护记录的行为进行处罚,"警告,罚款"
,,,
区交通局,C1957800,对道路运输经营者未按照规定的周期和频次进行车辆综合性能检测和技术等级评定的行为进行处罚,"警告,罚款"
,,,
,,,
区交通局,C1957900,对道路运输经营者未建立道路运输车辆技术档案或者档案不符合规定的行为进行处罚,"警告,罚款"
,,,
,,,
,,,
区交通局,C1958100,对客运经营者聘用不具备从业资格的驾驶员参加客运经营的行为进行处罚,罚款
,,,
区交通局,C1958200,对客运经营者未按照规定在发车前对旅客进行安全事项告知的行为进行处罚,罚款
,,,
区交通局,C1958300,对提供定制客运网络信息服务的电子商务平台接入或者使用不符合规定的班车客运经营者、车辆或者驾驶员开展定制客运的行为进行处罚,罚款
,,,
区交通局,C1958400,对客运站经营者设立的停靠站点未按照规定备案的行为进行处罚,罚款
,,,
区交通局,C1958500,对提供定制客运网络信息服务的电子商务平台超出班车客运经营者许可范围开展定制客运的行为进行处罚,罚款
,,,
区交通局,C1958600,对提供定制客运网络服务的电子商务平台发布的提供服务车辆与实际提供服务车辆不一致的行为进行处罚,罚款
,,,
区交通局,C1958700,对提供定制客运网络信息服务的电子商务平台发布的提供班车客运经营者与实际提供服务的客运经营者不一致的行为进行处罚,罚款
,,,
区交通局,C1958800,对提供定制客运网络信息服务的电子商务平台发布的提供服务驾驶员与实际提供服务驾驶员不一致的行为进行处罚,罚款
,,,
区交通局,C1958900,对一类、二类客运班线的经营者或者其委托的售票单位、配客站点对身份不明、拒绝提供身份信息的旅客提供服务，经责令改正拒不改正的行为进行处罚,"罚款,吊销许可证或营业执照"
,,,
区交通局,C1959000,对客运经营者开展定制客运未按照规定备案的行为进行处罚,罚款
,,,
,,,
区交通局,C1959100,对客运经营者（含国际道路客运经营者）在旅客运输途中擅自将旅客移交他人运输的行为进行处罚,罚款
,,,
区交通局,C1959200,对客运经营者（含国际道路客运经营者）在旅客运输途中擅自变更运输车辆的行为进行处罚,罚款
,,,
区交通局,C1959300,对未取得客运站经营许可，擅自从事客运站经营的行为进行处罚,"没收违法所得,罚款"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
