平谷城管执法局检查单公示（2021年第一季度）,,,,,,,,,,,,,,
区,检查单类型,检查时间,检查单号,检查对象类型,检查对象名称,责任主体单位性质,责任主体类别,责任主体名称,统一社会信用代码,检查对象地址,检查分类,检查结论,检查人,被检查人
平谷区,24.疫情防控常态化检查单,2021-02-03 10:50,京平城管024检2021010327,餐饮;餐馆,北京李来保小吃店,本单位,个体工商户,北京李来保小吃店,92110117MA00X8PQ0X,北京市平谷区王辛庄镇齐各庄村东路16号,日常检查,合格,"张惠明,黄晓晰",
平谷区,10.生活垃圾分类投放环节,2021-01-22 14:30,京平城管010检2021010283,购物;便利店,北京博通文涛商贸有限公司,本单位,法人,北京博通文涛商贸有限公司,9111011731802829XM,中国北京市平谷区,专项检查,合格,"杜春秋,刘宁",
平谷区,24.疫情防控常态化检查单,2021-01-22 14:30,京平城管024检2021010326,购物;便利店,北京博通文涛商贸有限公司,本单位,法人,北京博通文涛商贸有限公司,9111011731802829XM,中国北京市平谷区,日常检查,合格,"杜春秋,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-02-03 10:40,京平城管010检2021010282,餐饮;餐馆,北京聚福顺餐厅,本单位,个体工商户,北京聚福顺餐厅,92110117MA0174U080,北京市平谷区王辛庄镇齐各庄东路6号,专项检查,合格,"张惠明,黄晓晰",
平谷区,24.疫情防控常态化检查单,2021-02-03 10:40,京平城管024检2021010325,餐饮;餐馆,北京聚福顺餐厅,本单位,个体工商户,北京聚福顺餐厅,92110117MA0174U080,北京市平谷区王辛庄镇齐各庄东路6号,日常检查,合格,"张惠明,黄晓晰",
平谷区,10.生活垃圾分类投放环节,2021-02-03 10:30,京平城管010检2021010281,餐饮;餐馆,双韵兴旺小吃店,本单位,个体工商户,北京双韵兴旺小吃店,92110117MA016U7E1M,北京市平谷区王辛庄镇齐各庄东路126号,专项检查,合格,"张惠明,黄晓晰",
平谷区,24.疫情防控常态化检查单,2021-02-03 10:30,京平城管024检2021010324,餐饮;餐馆,双韵兴旺小吃店,本单位,个体工商户,北京双韵兴旺小吃店,92110117MA016U7E1M,北京市平谷区王辛庄镇齐各庄东路126号,日常检查,合格,"张惠明,黄晓晰",
平谷区,10.生活垃圾分类投放环节,2021-01-22 14:20,京平城管010检2021010280,教育培训;幼儿园,北京市平谷区南独乐河幼儿园,本单位,法人,北京市平谷区南独乐河幼儿园,121102263181897632,中国北京市平谷区,专项检查,合格,"杜春秋,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-02-03 10:20,京平城管010检2021010279,餐饮;餐馆,北京群华小吃店,本单位,个体工商户,北京群华小吃店,110117604002293,中国北京市平谷区王辛庄镇贾各庄村北街4号,专项检查,合格,"张惠明,黄晓晰",
平谷区,24.疫情防控常态化检查单,2021-02-03 10:20,京平城管024检2021010323,餐饮;餐馆,北京群华小吃店,本单位,个体工商户,北京群华小吃店,110117604002293,中国北京市平谷区王辛庄镇贾各庄村北街4号,日常检查,合格,"张惠明,黄晓晰",
平谷区,24.疫情防控常态化检查单,2021-01-22 14:20,京平城管024检2021010322,教育培训;幼儿园,北京市平谷区南独乐河幼儿园,本单位,法人,北京市平谷区南独乐河幼儿园,121102263181897632,中国北京市平谷区,日常检查,合格,"杜春秋,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-01-07 09:20,京平城管010检2021010278,餐饮;餐馆,北京天鑫小吃店,本单位,个体工商户,北京天鑫小吃店,92110117MA01G1JK2X,北京市平谷区金乡西小区30号楼北侧平房,专项检查,合格,"周凤文,张立国",
平谷区,24.疫情防控常态化检查单,2021-01-07 09:20,京平城管024检2021010321,餐饮;餐馆,北京天鑫小吃店,本单位,个体工商户,北京天鑫小吃店,92110117MA01G1JK2X,北京市平谷区金乡西小区30号楼北侧平房,日常检查,合格,"周凤文,张立国",
平谷区,10.生活垃圾分类投放环节,2021-02-03 10:10,京平城管010检2021010277,餐饮;餐馆,北京海通鸿运商贸有限公司,本单位,法人,北京海通鸿运商贸有限公司,91110117335603815J,北京市平谷区王辛庄镇贾各庄村南街1号,专项检查,合格,"张惠明,黄晓晰",
平谷区,24.疫情防控常态化检查单,2021-02-03 10:10,京平城管024检2021010320,餐饮;餐馆,北京海通鸿运商贸有限公司,本单位,法人,北京海通鸿运商贸有限公司,91110117335603815J,北京市平谷区王辛庄镇贾各庄村南街1号,日常检查,合格,"张惠明,黄晓晰",
平谷区,10.生活垃圾分类投放环节,2021-01-22 14:10,京平城管010检2021010276,机关;其他,北京市平谷区南独乐河镇社区卫生服务中心,本单位,法人,北京市平谷区南独乐河镇社区卫生服务中心,12110226400980204X,中国北京市平谷区,专项检查,合格,"杜春秋,刘宁",
平谷区,24.疫情防控常态化检查单,2021-01-22 14:10,京平城管024检2021010319,机关;其他,北京市平谷区南独乐河镇社区卫生服务中心,本单位,法人,北京市平谷区南独乐河镇社区卫生服务中心,12110226400980204X,中国北京市平谷区,日常检查,合格,"杜春秋,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-02-03 10:00,京平城管010检2021010275,餐饮;餐馆,北京晋运绛福餐饮有限公司,本单位,法人,北京晋运绛福餐饮有限公司,92110117MA00BY747P,中国北京市平谷区贾各庄村南街1号,专项检查,合格,"张惠明,黄晓晰",
平谷区,24.疫情防控常态化检查单,2021-02-03 10:00,京平城管024检2021010318,餐饮;餐馆,北京晋运绛福餐饮有限公司,本单位,法人,北京晋运绛福餐饮有限公司,92110117MA00BY747P,中国北京市平谷区贾各庄村南街1号,日常检查,合格,"张惠明,黄晓晰",
平谷区,10.生活垃圾分类投放环节,2021-01-22 14:00,京平城管010检2021010274,餐饮;小吃快餐店,北京祥瑞春民俗餐厅,本单位,个体工商户,北京祥瑞春民俗餐厅,92110117MA00ABHXXD,中国北京市平谷区,专项检查,合格,"杜春秋,刘宁",
平谷区,24.疫情防控常态化检查单,2021-01-22 14:00,京平城管024检2021010317,餐饮;小吃快餐店,北京祥瑞春民俗餐厅,本单位,个体工商户,北京祥瑞春民俗餐厅,92110117MA00ABHXXD,中国北京市平谷区,日常检查,合格,"杜春秋,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-02-03 09:50,京平城管010检2021010273,餐饮;餐馆,北京万福兴园餐厅,本单位,个体工商户,北京万福兴园餐厅,92110117MA017KJNX1,中国北京市平谷区王辛庄镇贾各庄大发路49号-3,专项检查,合格,"张惠明,黄晓晰",
平谷区,24.疫情防控常态化检查单,2021-02-03 09:50,京平城管024检2021010316,餐饮;餐馆,北京万福兴园餐厅,本单位,个体工商户,北京万福兴园餐厅,92110117MA017KJNX1,中国北京市平谷区王辛庄镇贾各庄大发路49号-3,日常检查,合格,"张惠明,黄晓晰",
平谷区,10.生活垃圾分类投放环节,2021-02-03 09:40,京平城管010检2021010272,餐饮;餐馆,北京陇上源餐厅,本单位,个体工商户,北京陇上源餐厅,92110117MA01JUYK3G,北京市平谷区王辛庄镇东古东路95号,专项检查,合格,"张惠明,黄晓晰",
平谷区,24.疫情防控常态化检查单,2021-02-03 09:40,京平城管024检2021010315,餐饮;餐馆,北京陇上源餐厅,本单位,个体工商户,北京陇上源餐厅,92110117MA01JUYK3G,北京市平谷区王辛庄镇东古东路95号,日常检查,合格,"张惠明,黄晓晰",
平谷区,10.生活垃圾分类投放环节,2021-01-22 10:40,京平城管010检2021010271,餐饮;小吃快餐店,北京鑫欣韵通小吃店,本单位,个体工商户,北京鑫欣韵通小吃店,92110117MA0162HN25,中国北京市平谷区,专项检查,合格,"杜春秋,刘宁",
平谷区,24.疫情防控常态化检查单,2021-01-22 10:40,京平城管024检2021010314,餐饮;小吃快餐店,北京鑫欣韵通小吃店,本单位,个体工商户,北京鑫欣韵通小吃店,92110117MA0162HN25,中国北京市平谷区,日常检查,合格,"杜春秋,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-02-03 09:30,京平城管010检2021010270,餐饮;餐馆,盛源祥民俗餐厅,本单位,法人,北京盛源祥餐饮管理有限公司,91110117318060257J,北京市平谷区王辛庄镇放光村放光东路48-11号,专项检查,合格,"张惠明,黄晓晰",
平谷区,24.疫情防控常态化检查单,2021-02-03 09:30,京平城管024检2021010313,餐饮;餐馆,盛源祥民俗餐厅,本单位,法人,北京盛源祥餐饮管理有限公司,91110117318060257J,北京市平谷区王辛庄镇放光村放光东路48-11号,日常检查,合格,"张惠明,黄晓晰",
平谷区,10.生活垃圾分类投放环节,2021-01-22 10:30,京平城管010检2021010269,餐饮;餐馆,北京青山绿水缘餐厅,本单位,个体工商户,北京青山绿水缘餐厅,92110117L75252264X,中国北京市平谷区,专项检查,合格,"杜春秋,刘宁",
平谷区,24.疫情防控常态化检查单,2021-01-22 10:30,京平城管024检2021010312,餐饮;餐馆,北京青山绿水缘餐厅,本单位,个体工商户,北京青山绿水缘餐厅,92110117L75252264X,中国北京市平谷区,日常检查,合格,"杜春秋,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-02-03 09:20,京平城管010检2021010268,餐饮;餐馆,北京烫嘴暖心餐饮服务有限公司,本单位,法人,北京烫嘴暖心餐饮服务有限公司,91110117MA01CR808M,中国北京市平谷区王辛庄镇贾各庄大发路28号002号房间,专项检查,合格,"张惠明,黄晓晰",
平谷区,24.疫情防控常态化检查单,2021-02-03 09:20,京平城管024检2021010311,餐饮;餐馆,北京烫嘴暖心餐饮服务有限公司,本单位,法人,北京烫嘴暖心餐饮服务有限公司,91110117MA01CR808M,中国北京市平谷区王辛庄镇贾各庄大发路28号002号房间,日常检查,合格,"张惠明,黄晓晰",
平谷区,10.生活垃圾分类投放环节,2021-01-22 10:20,京平城管010检2021010267,企业;公司,北京峨嵋山太极胜境旅游开发有限公司,本单位,法人,北京峨嵋山太极胜境旅游开发有限公司,91110117736476263R,中国北京市平谷区,专项检查,合格,"杜春秋,刘宁",
平谷区,24.疫情防控常态化检查单,2021-01-22 10:20,京平城管024检2021010310,企业;公司,北京峨嵋山太极胜境旅游开发有限公司,本单位,法人,北京峨嵋山太极胜境旅游开发有限公司,91110117736476263R,中国北京市平谷区,日常检查,合格,"杜春秋,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-02-03 09:10,京平城管010检2021010266,餐饮;餐馆,北京千禧利徳贸易有限公司,本单位,法人,北京千禧利徳贸易有限公司,92110117MA01HYUUX9,中国北京市平谷区王辛庄镇平关路1号,专项检查,合格,"张惠明,黄晓晰",
平谷区,24.疫情防控常态化检查单,2021-02-03 09:10,京平城管024检2021010309,餐饮;餐馆,北京千禧利徳贸易有限公司,本单位,法人,北京千禧利徳贸易有限公司,92110117MA01HYUUX9,中国北京市平谷区王辛庄镇平关路1号,日常检查,合格,"张惠明,黄晓晰",
平谷区,10.生活垃圾分类投放环节,2020-12-27 16:09,京平城管010检2021010265,餐饮;餐馆,北京多乐亭餐厅,本单位,个体工商户,北京多乐亭餐厅,92110117L44734690T,北京市平谷区平谷镇和平街村二环路北1号楼2号丙,专项检查,合格,"黄晓晰,孙宇梅",
平谷区,24.疫情防控常态化检查单,2020-12-27 16:09,京平城管024检2021010308,餐饮;餐馆,北京多乐亭餐厅,本单位,个体工商户,北京多乐亭餐厅,92110117L44734690T,北京市平谷区平谷镇和平街村二环路北1号楼2号丙,日常检查,合格,"黄晓晰,孙宇梅",
平谷区,10.生活垃圾分类投放环节,2021-02-03 09:10,京平城管010检2021010264,餐饮;餐馆,青和顺涮肉,本单位,法人,北京青和顺餐饮服务有限公司,91110117094568376K,北京市平谷区王辛庄镇齐各庄村南东路134号,专项检查,合格,"张惠明,黄晓晰",
平谷区,10.生活垃圾分类投放环节,2021-01-22 10:10,京平城管010检2021010263,餐饮;餐馆,北京紫藤花开餐饮管理有限公司,本单位,法人,北京紫藤花开餐饮管理有限公司,91110117690833412E,中国北京市平谷区,专项检查,合格,"杜春秋,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-01-07 09:05,京平城管010检2021010262,汽车服务;汽车销售,北京日进汽车系统有限公司,本单位,法人,北京日进汽车系统有限公司,911100007426013588,北京市平谷区北京兴谷工业开发区6号,专项检查,合格,"周凤文,张立国",
平谷区,24.疫情防控常态化检查单,2021-02-03 09:10,京平城管024检2021010307,餐饮;餐馆,青和顺涮肉,本单位,法人,北京青和顺餐饮服务有限公司,91110117094568376K,北京市平谷区王辛庄镇齐各庄村南东路134号,日常检查,合格,"张惠明,黄晓晰",
平谷区,24.疫情防控常态化检查单,2021-01-22 10:10,京平城管024检2021010306,餐饮;餐馆,北京紫藤花开餐饮管理有限公司,本单位,法人,北京紫藤花开餐饮管理有限公司,91110117690833412E,中国北京市平谷区,日常检查,合格,"杜春秋,刘宁",
平谷区,24.疫情防控常态化检查单,2021-01-07 09:05,京平城管024检2021010305,汽车服务;汽车销售,北京日进汽车系统有限公司,本单位,法人,北京日进汽车系统有限公司,911100007426013588,北京市平谷区北京兴谷工业开发区6号,日常检查,合格,"周凤文,张立国",
平谷区,10.生活垃圾分类投放环节,2020-12-27 14:46,京平城管010检2021010261,餐饮;餐馆,北京万德金源餐饮管理有限公司,本单位,法人,北京万德金源餐饮管理有限公司,91110117MA00CA018A,北京市海淀区远大路1号,专项检查,合格,"黄晓晰,孙宇梅",
平谷区,24.疫情防控常态化检查单,2020-12-27 14:46,京平城管024检2021010304,餐饮;餐馆,北京万德金源餐饮管理有限公司,本单位,法人,北京万德金源餐饮管理有限公司,91110117MA00CA018A,北京市海淀区远大路1号,日常检查,合格,"黄晓晰,孙宇梅",
平谷区,10.生活垃圾分类投放环节,2021-01-22 10:00,京平城管010检2021010260,企业;公司,北京市独乐河禽业有限公司,本单位,法人,北京市独乐河禽业有限公司,91110117695017182C,中国北京市平谷区谷丰路17,专项检查,合格,"杜春秋,刘宁",
平谷区,24.疫情防控常态化检查单,2021-01-22 10:00,京平城管024检2021010303,企业;公司,北京市独乐河禽业有限公司,本单位,法人,北京市独乐河禽业有限公司,91110117695017182C,中国北京市平谷区谷丰路17,日常检查,合格,"杜春秋,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-01-22 09:50,京平城管010检2021010259,企业;公司,北京众乐河畔养殖专业合作社,本单位,法人,北京众乐河畔养殖专业合作社,93110117670558898H,中国北京市平谷区,专项检查,合格,"杜春秋,刘宁",
平谷区,24.疫情防控常态化检查单,2021-01-22 09:50,京平城管024检2021010302,企业;公司,北京众乐河畔养殖专业合作社,本单位,法人,北京众乐河畔养殖专业合作社,93110117670558898H,中国北京市平谷区,日常检查,合格,"杜春秋,刘宁",
平谷区,24.疫情防控常态化检查单,2021-01-22 09:50,京平城管024检2021010301,企业;公司,北京众乐河畔养殖专业合作社,本单位,法人,北京众乐河畔养殖专业合作社,93110117670558898H,中国北京市平谷区,日常检查,合格,"杜春秋,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-01-22 09:40,京平城管010检2021010258,餐饮;餐馆,北京同乐绿谷仙居民俗餐厅,本单位,法人,北京同乐绿谷仙居民俗餐厅,92110117L70704276T,中国北京市平谷区,专项检查,合格,"杜春秋,刘宁",
平谷区,10.生活垃圾分类投放环节,2020-12-27 10:01,京平城管010检2021010257,购物;超市,青田联华超市,本单位,法人,北京市青田联华超市有限公司第一分公司,91110117699614996R,北京市平谷区新平北路43号,专项检查,合格,"黄晓晰,孙宇梅",
平谷区,24.疫情防控常态化检查单,2020-12-27 10:01,京平城管024检2021010300,购物;超市,青田联华超市,本单位,法人,北京市青田联华超市有限公司第一分公司,91110117699614996R,北京市平谷区新平北路43号,日常检查,合格,"黄晓晰,孙宇梅",
平谷区,24.疫情防控常态化检查单,2021-01-22 09:40,京平城管024检2021010299,餐饮;餐馆,北京同乐绿谷仙居民俗餐厅,本单位,法人,北京同乐绿谷仙居民俗餐厅,92110117L70704276T,中国北京市平谷区,日常检查,合格,"杜春秋,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-01-22 09:30,京平城管010检2021010256,餐饮;餐馆,北京绿谷南山民俗餐厅,本单位,个体工商户,北京绿谷南山民俗餐厅,92110117MA016M7Y31,中国北京市平谷区,专项检查,合格,"杜春秋,刘宁",
平谷区,24.疫情防控常态化检查单,2021-01-22 09:30,京平城管024检2021010298,餐饮;餐馆,北京绿谷南山民俗餐厅,本单位,个体工商户,北京绿谷南山民俗餐厅,92110117MA016M7Y31,中国北京市平谷区,日常检查,合格,"杜春秋,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-01-22 09:20,京平城管010检2021010255,餐饮;餐馆,北京峨嵋园休闲农庄有限公司,本单位,法人,北京峨嵋园休闲农庄有限公司,91110117553112213C,中国北京市平谷区,专项检查,合格,"杜春秋,刘宁",
平谷区,24.疫情防控常态化检查单,2021-01-22 09:20,京平城管024检2021010297,餐饮;餐馆,北京峨嵋园休闲农庄有限公司,本单位,法人,北京峨嵋园休闲农庄有限公司,91110117553112213C,中国北京市平谷区,日常检查,合格,"杜春秋,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-01-07 08:50,京平城管010检2021010254,购物;商场,北京天成开元平谷市场中心,经营管理单位,法人,北京天成开元平谷市场中心,911101177003387661,北京市平谷区平谷镇新平北路43号,专项检查,合格,"周凤文,张立国",
平谷区,24.疫情防控常态化检查单,2021-01-07 08:50,京平城管024检2021010296,购物;商场,北京天成开元平谷市场中心,经营管理单位,法人,北京天成开元平谷市场中心,911101177003387661,北京市平谷区平谷镇新平北路43号,日常检查,合格,"周凤文,张立国",
平谷区,10.生活垃圾分类投放环节,2020-12-27 09:02,京平城管010检2021010253,生活服务;物流公司,北京朝阳隆华电线电缆有限公司,本单位,法人,北京朝阳隆华电线电缆有限公司,91110105101671639B,北京市平谷区谷丰东路30号院西区22~24号楼,专项检查,合格,"黄晓晰,孙宇梅",
平谷区,24.疫情防控常态化检查单,2020-12-27 09:02,京平城管024检2021010295,生活服务;物流公司,北京朝阳隆华电线电缆有限公司,本单位,法人,北京朝阳隆华电线电缆有限公司,91110105101671639B,北京市平谷区谷丰东路30号院西区22~24号楼,日常检查,合格,"黄晓晰,孙宇梅",
平谷区,10.生活垃圾分类投放环节,2021-01-22 09:10,京平城管010检2021010252,餐饮;餐馆,北京石来缘餐饮服务有限公司,本单位,法人,北京石来缘餐饮服务有限公司,92110117L759088683,中国北京市平谷区,专项检查,合格,"杜春秋,刘宁",
平谷区,24.疫情防控常态化检查单,2021-01-22 09:10,京平城管024检2021010294,餐饮;餐馆,北京石来缘餐饮服务有限公司,本单位,法人,北京石来缘餐饮服务有限公司,92110117L759088683,中国北京市平谷区,日常检查,合格,"杜春秋,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-01-07 08:35,京平城管010检2021010251,餐饮;食堂,北京迎君来小吃店,本单位,个体工商户,北京迎君来小吃店,92110117MA00PQE46X,北京市平谷区平谷镇上纸寨北街82号,专项检查,合格,"周凤文,张立国",
平谷区,24.疫情防控常态化检查单,2021-01-07 08:35,京平城管024检2021010293,餐饮;食堂,北京迎君来小吃店,本单位,个体工商户,北京迎君来小吃店,92110117MA00PQE46X,北京市平谷区平谷镇上纸寨北街82号,日常检查,合格,"周凤文,张立国",
平谷区,10.生活垃圾分类投放环节,2021-01-22 09:00,京平城管010检2021010250,餐饮;餐馆,北京昌义餐饮服务有限公司,本单位,法人,北京昌义餐饮服务有限公司,92110117L81530072G,中国北京市平谷区,专项检查,合格,"杜春秋,刘宁",
平谷区,24.疫情防控常态化检查单,2021-01-22 09:00,京平城管024检2021010292,餐饮;餐馆,北京昌义餐饮服务有限公司,本单位,法人,北京昌义餐饮服务有限公司,92110117L81530072G,中国北京市平谷区,日常检查,合格,"杜春秋,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-02-26 08:58,京平城管010检2021010249,餐饮;小吃快餐店,小吃店,本单位,个体工商户,小吃店,92110105MA01GG5L26,中国北京市平谷区,专项检查,合格,"方志广,刘宁",
平谷区,24.疫情防控常态化检查单,2021-02-26 08:58,京平城管024检2021010291,餐饮;小吃快餐店,小吃店,本单位,个体工商户,小吃店,92110105MA01GG5L26,中国北京市平谷区,日常检查,合格,"方志广,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-01-21 14:50,京平城管010检2021010248,餐饮;小吃快餐店,北京晋鸿顺小吃店,本单位,个体工商户,北京晋鸿顺小吃店,92110117MA016GRL88,中国北京市平谷区,专项检查,合格,"方志广,刘宁",
平谷区,24.疫情防控常态化检查单,2021-01-21 14:50,京平城管024检2021010290,餐饮;小吃快餐店,北京晋鸿顺小吃店,本单位,个体工商户,北京晋鸿顺小吃店,92110117MA016GRL88,中国北京市平谷区,日常检查,合格,"方志广,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-01-21 14:40,京平城管010检2021010247,餐饮;小吃快餐店,北京玉杰大馅饺子馆,本单位,个体工商户,北京玉杰大陷饺子馆,92110117MA01CFH533,中国北京市平谷区,专项检查,合格,"方志广,刘宁",
平谷区,24.疫情防控常态化检查单,2021-01-21 14:40,京平城管024检2021010289,餐饮;小吃快餐店,北京玉杰大馅饺子馆,本单位,个体工商户,北京玉杰大陷饺子馆,92110117MA01CFH533,中国北京市平谷区,日常检查,合格,"方志广,刘宁",
平谷区,24.疫情防控常态化检查单,2021-01-21 14:30,京平城管024检2021010288,餐饮;小吃快餐店,北京伟涛吉祥小吃店,本单位,个体工商户,北京伟涛吉祥小吃店,92110117MA00F0LU8J,中国北京市平谷区,日常检查,合格,"方志广,刘宁",
平谷区,24.疫情防控常态化检查单,2021-01-21 14:20,京平城管024检2021010287,餐饮;小吃快餐店,北京周胜涛兴旺小吃店,本单位,个体工商户,北京周胜涛兴旺小吃店,92110117MA00DNRTXE,中国北京市平谷区,日常检查,合格,"方志广,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-01-21 14:10,京平城管010检2021010246,餐饮;餐馆,北京瑞进蝎子李火锅有限公司,本单位,法人,北京瑞进蝎子李火锅有限公司,911101173442487983,中国北京市平谷区,专项检查,合格,"方志广,刘宁",
平谷区,24.疫情防控常态化检查单,2021-01-21 14:10,京平城管024检2021010286,餐饮;餐馆,北京瑞进蝎子李火锅有限公司,本单位,法人,北京瑞进蝎子李火锅有限公司,911101173442487983,中国北京市平谷区,日常检查,合格,"方志广,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-01-21 14:00,京平城管010检2021010245,餐饮;小吃快餐店,北京范小亮小吃店,本单位,个体工商户,北京范小亮小吃店,92110117MA01KWYF3B,中国北京市平谷区,专项检查,合格,"方志广,刘宁",
平谷区,24.疫情防控常态化检查单,2021-01-21 14:00,京平城管024检2021010285,餐饮;小吃快餐店,北京范小亮小吃店,本单位,个体工商户,北京范小亮小吃店,92110117MA01KWYF3B,中国北京市平谷区,日常检查,合格,"方志广,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-02-02 11:30,京平城管010检2021010244,餐饮;餐馆,北京孙伯海小吃店,其他,个体工商户,北京孙伯海小吃店,92110117MA00L41D5J,北京市平谷区大兴庄镇顺平路大兴庄镇政府斜对面甲2-27号,专项检查,合格,"杜春秋,任春芳",
平谷区,24.疫情防控常态化检查单,2021-02-02 11:30,京平城管024检2021010284,餐饮;餐馆,北京孙伯海小吃店,其他,个体工商户,北京孙伯海小吃店,92110117MA00L41D5J,北京市平谷区大兴庄镇顺平路大兴庄镇政府斜对面甲2-27号,日常检查,合格,"杜春秋,任春芳",
平谷区,10.生活垃圾分类投放环节,2021-01-21 10:40,京平城管010检2021010243,餐饮;餐馆,北京沐沐餐饮店,本单位,个体工商户,北京沐沐餐饮店,92110117MA01NM4U4U,中国北京市平谷区,专项检查,合格,"方志广,刘宁",
平谷区,24.疫情防控常态化检查单,2021-01-21 10:40,京平城管024检2021010283,餐饮;餐馆,北京沐沐餐饮店,本单位,个体工商户,北京沐沐餐饮店,92110117MA01NM4U4U,中国北京市平谷区,日常检查,合格,"方志广,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-02-02 11:20,京平城管010检2021010242,餐饮;餐馆,北京张素玲民俗餐厅（聚缘楼）,其他,其他,北京张素玲民俗餐厅,92110117L68765301Y,北京市平谷区大兴庄镇鲁各庄村西路35号,专项检查,合格,"杜春秋,任春芳",
平谷区,24.疫情防控常态化检查单,2021-02-02 11:20,京平城管024检2021010282,餐饮;餐馆,北京张素玲民俗餐厅（聚缘楼）,其他,其他,北京张素玲民俗餐厅,92110117L68765301Y,北京市平谷区大兴庄镇鲁各庄村西路35号,日常检查,合格,"杜春秋,任春芳",
平谷区,10.生活垃圾分类投放环节,2021-01-21 10:30,京平城管010检2021010241,餐饮;餐馆,北京倍乐餐饮部,本单位,个体工商户,北京倍乐餐饮部,92110117MA01NKACXD,中国北京市平谷区,专项检查,合格,"方志广,刘宁",
平谷区,24.疫情防控常态化检查单,2021-01-21 10:30,京平城管024检2021010281,餐饮;餐馆,北京倍乐餐饮部,本单位,个体工商户,北京倍乐餐饮部,92110117MA01NKACXD,中国北京市平谷区,日常检查,合格,"方志广,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-02-02 11:10,京平城管010检2021010240,餐饮;餐馆,芝麻开餐饮,其他,法人,北京芝麻开餐饮管理服务有限公司第三分公司,91110117MA00E41N9W,北京市平谷区大兴庄镇大兴庄村东甲8号,专项检查,合格,"杜春秋,任春芳",
平谷区,24.疫情防控常态化检查单,2021-02-02 11:10,京平城管024检2021010280,餐饮;餐馆,芝麻开餐饮,其他,法人,北京芝麻开餐饮管理服务有限公司第三分公司,91110117MA00E41N9W,北京市平谷区大兴庄镇大兴庄村东甲8号,日常检查,合格,"杜春秋,任春芳",
平谷区,10.生活垃圾分类投放环节,2021-01-21 10:20,京平城管010检2021010239,餐饮;小吃快餐店,石玉霞小吃店,本单位,个体工商户,石玉霞小吃店,92110116MA014XM26Q,中国北京市平谷区,专项检查,合格,"方志广,刘宁",
平谷区,24.疫情防控常态化检查单,2021-01-21 10:20,京平城管024检2021010279,餐饮;小吃快餐店,石玉霞小吃店,本单位,个体工商户,石玉霞小吃店,92110116MA014XM26Q,中国北京市平谷区,日常检查,合格,"方志广,刘宁",
平谷区,10.生活垃圾分类投放环节,2021-02-02 11:00,京平城管010检2021010238,餐饮;餐馆,巴乡石锅鱼,其他,个体工商户,北京渝福宴火锅店,92110117L80052785D,北京市平谷区大兴庄镇鲁各庄西路166号,专项检查,合格,"杜春秋,任春芳",
平谷区,24.疫情防控常态化检查单,2021-02-02 11:00,京平城管024检2021010278,餐饮;餐馆,巴乡石锅鱼,其他,个体工商户,北京渝福宴火锅店,92110117L80052785D,北京市平谷区大兴庄镇鲁各庄西路166号,日常检查,合格,"杜春秋,任春芳",
平谷区,10.生活垃圾分类投放环节,2021-01-06 16:35,京平城管010检2021010237,餐饮;餐馆,北京中天火炉餐饮有限公司大兴分公司,经营管理单位,法人,北京中天火炉餐饮有限公司大兴分公司,91110115MA001FMF6U,欣宁街15号,专项检查,合格,"周凤文,张立国",
平谷区,10.生活垃圾分类投放环节,2021-02-02 10:50,京平城管010检2021010236,餐饮;餐馆,北京盛世良缘饭庄,经营管理单位,个体工商户,北京盛世良缘饭庄,92110117MA016CUR5J,北京市平谷区大兴庄镇顺平路1号-8,专项检查,合格,"杜春秋,任春芳",
平谷区,24.疫情防控常态化检查单,2021-01-06 16:35,京平城管024检2021010277,餐饮;餐馆,北京中天火炉餐饮有限公司大兴分公司,经营管理单位,法人,北京中天火炉餐饮有限公司大兴分公司,91110115MA001FMF6U,欣宁街15号,日常检查,合格,"周凤文,张立国",
平谷区,24.疫情防控常态化检查单,2021-02-02 10:50,京平城管024检2021010276,餐饮;餐馆,北京盛世良缘饭庄,经营管理单位,个体工商户,北京盛世良缘饭庄,92110117MA016CUR5J,北京市平谷区大兴庄镇顺平路1号-8,日常检查,合格,"杜春秋,任春芳",
