唯一标识,行政相对人名称,统一社会信用代码,组织机构代码,法定代表人,行政处罚决定书文号,违法行为类型,违法事实,处罚依据,处罚类别,处罚内容,罚款金额（万元）,没收违法所得、没收非法财物的金额（万元）,处罚决定日期,处罚有效期,公示截止期,处罚机关,处罚机关统一社会信用代码,数据来源单位,数据来源单位统一社会信用代码,是否删除,行政相对人类别,更新时间
1ed8397e-2ca5-4f92-ae53-5fc4f0acb3f5,北京青阅科技有限公司,91110105MA01WWWL5P,,林*,(京)文执罚 〔2024〕第400052号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,北京青阅科技有限公司于2021年5月17日至2023年12月28日期间，存在出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物的行为。,《网络出版服务管理规定》第五十二条第一款,罚款,罚款人民币壹万元。,1,,2024/1/31,2099/12/31,2025/1/31,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:28
2e96ec85-d2ed-4b28-b2e7-413a4ad9e6d2,北京星动次元网络科技有限公司,91110105MA04BWU92H,,高*巍,(京)文执罚 〔2024〕第400208号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,"北京星动次元网络科技有限公司于2019年8月18日至2024年9月4日期间,存在传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物的行为，违法所得0元。",《网络出版服务管理规定》第五十二条第一款,罚款,罚款人民币壹仟元。,0.1,,2024/10/11,2099/12/31,2025/10/11,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,27/12/2024 17:49:45
3cd45e5f-0992-4ce9-a252-8efb332c174b,北京允睿讯通科技有限公司,91110108318025603U,,李*林,(京)文执罚 〔2024〕第400092号,传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,北京允睿讯通科技有限公司于2023年11月17日至2024年2月27日期间存在传播含有《网络出版服务管理规定》第二十四条第（七）项所述禁止内容网络出版物的行为，违法所得1868.02元。,《网络出版服务管理规定》第五十二条第一款,罚款;没收违法所得、没收非法财物,1.没收违法所得人民币壹仟捌佰陆拾捌元贰分;2.罚款人民币壹万伍仟元。,1.5,0.186802,2024/4/16,2099/12/31,2025/4/16,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:28
e15c9c4e-659a-4dab-b015-893d7b044fd4,北京站酷网络科技有限公司,91110105553076179U,553076179,梁*明,(京)文执罚 〔2024〕第400093号,传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,北京站酷网络科技有限公司于2019年05月15日与2024年02月29日期间，存在传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物的行为，无违法所得。,《网络出版服务管理规定》第五十二条第一款,罚款,罚款人民币伍仟元。,0.5,,2024/4/18,2099/12/31,2025/4/18,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:31
fcf0f500-f922-4ee7-b16e-89943bbd824e,北京名阅科技有限公司,91110117MA7FNJ49XK,,梁*强,(京)文执罚 〔2024〕第400201号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,北京名阅科技有限公司于2022年11月26日至2024年9月2日期间，存在传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物的行为，无违法所得。,《网络出版服务管理规定》第五十二条第一款,罚款,罚款人民币叁佰伍拾圆整。,0.035,,2024/9/29,2099/12/31,2025/9/29,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,27/12/2024 17:49:44
ce02e688-2744-4dfe-81ce-7154f041bfa5,北京摩丰科技有限公司,91110106689237744X,,罗*,(京)文执罚 〔2024〕第400105号,未经批准，擅自上网出版网络游戏,北京摩丰科技有限公司于2022年6月6日至2024年4月8日期间，存在未经批准，擅自上网出版网络游戏的行为，违法经营额人民币壹仟贰佰陆拾伍元捌角柒分;,《出版管理条例》第六十一条和《网络出版服务管理规定》第五十一条,罚款;没收违法所得、没收非法财物,1.没收违法所得人民币壹仟贰佰陆拾伍元捌角柒分;2.罚款人民币肆仟元。,0.4,0.126587,2024/5/6,2099/12/31,2025/5/6,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:26
0f777b34-70b2-416b-b695-ced9098a43c9,北京淘阅文化科技有限公司,91110105MA0179YX7N,MA0179YX7,许*波,(京)文执罚 〔2024〕第400069号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,"北京淘阅文化科技有限公司于2023年9月13日至2024年3月7日期间,传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物的行为,违法经营额98元，违法所得98元。",《网络出版服务管理规定》第五十二条第一款,罚款;没收违法所得、没收非法财物,1.没收违法所得人民币玖拾捌元;2.罚款人民币叁仟元。,0.3,0.0098,2024/3/25,2099/12/31,2025/3/25,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:33
2cc795f1-5a88-40a1-9933-d1779f94a225,北京百纳盛世科技有限公司,91110108759644119N,,胡*妍,(京)文执罚 〔2024〕第400077号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,北京百纳盛世科技有限公司于2006年10月10日与2024年02月28日期间，存在出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,《网络出版服务管理规定》第五十二条第一款,罚款,罚款人民币贰仟元。,0.2,,2024/3/29,2099/12/31,2025/3/29,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:31
4821bded-9f5e-4aeb-a0c8-7f771f32ca56,北京东海腾龙科技有限公司,911101147587434143,,刘*,(京)文执罚 〔2025〕第400007号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,北京东海腾龙科技有限公司于2005年11月1日至2025年2月20日期间，存在传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物的行为，无违法所得。,《网络出版服务管理规定》第五十二条第一款,罚款,    罚款人民币4000元。,0.4,,2025/3/7,2099/12/31,2026/3/7,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,23/6/2025 11:18:06
c00986ac-1045-4bd6-8eb9-3dfc54f15275,北京搜狐互联网信息服务有限公司,91110108753327825C,,张*阳,(京)文执罚 〔2023〕第400234号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,北京搜狐互联网信息服务有限公司于2017年08月06日与2023年08月31日期间，存在出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物的行为。,《网络出版服务管理规定》第五十二条第一款,罚款,罚款人民币贰仟元。,0.2,,2023/9/19,2099/12/31,2024/9/19,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:33
2c4d232d-e3e0-4a60-9bad-7ac99dc5e719,北京欢悦时代文化传媒有限公司,91110112306339285A,306339285,陈*强,(京)文执罚 〔2024〕第400007号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,北京欢悦时代文化传媒有限公司于2017年01月20日与2023年11月15日期间，存在出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,《网络出版服务管理规定》第五十二条第一款,罚款,罚款人民币壹万元。,1,,2024/1/4,2099/12/31,2025/1/4,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:29
4911284d-b518-4071-ae7c-07d069347fa6,北京庭宇科技有限公司,91110105MA01M6X63K,,朱*,(京)文执罚 〔2024〕第400096号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,北京庭宇科技有限公司于2023年2月27日至2024年2月28日期间，存在传播含有《网络出版服务管理规定》第二十四条第（七）项禁止内容的行为，违法所得人民币叁仟叁佰零捌元伍角贰分。,《网络出版服务管理规定》第五十二条第一款,罚款;没收违法所得、没收非法财物,1.没收违法所得人民币叁仟叁佰零捌元伍角贰分;2.罚款人民币壹万元。,1,0.330852,2024/4/18,2099/12/31,2025/4/18,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:31
b9d93270-1e80-4a84-99ed-36bd81abdf47,星际数科科技股份有限公司,911101135938717672,593871767,张*龙,(京)文执罚 〔2023〕第400302号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,星际数科科技股份有限公司于2022年01月01日与2023年09月18日间，存在出版、传播含有《网络出版服务管理规定》第二十四条第（九）项所述禁止内容的网络出版物的行为，违反了《网络出版服务管理规定》第二十四条第（九）项之规定。依据《网络出版服务管理规定》第五十二条的规定，北京市文化和旅游局对该单位作出罚款人民币10000元行政处罚。,《网络出版服务管理规定》第五十二条第一款,罚款,罚款人民币壹万元。,1,,2023/11/9,2099/12/31,2024/11/9,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:26
bed2ff99-85ac-4fcd-9c65-3a77b3e8342d,北京金影科技有限公司,911101083066398356,,韩*东,(京)文执罚 〔2024〕第400210号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,于2018年7月2日至2024年9月11日期间，存在出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,《网络出版服务管理规定》第五十二条第一款,罚款,1.罚款人民币壹仟元;,0.1,,2024/10/14,2099/12/31,2025/10/14,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,27/12/2024 17:49:48
53fea026-4397-4a19-b250-ab6661978647,奇妙森林网络技术（北京）有限公司,91110105MA0069M12W,,郝*云,(京)文执罚 〔2024〕第400098号,未经批准，擅自上网出版网络游戏,奇妙森林网络技术（北京）有限公司于2022年3月1日至2024年3月6日期间未经批准，擅自上网出版网络游戏，违法所得人民币叁仟伍佰零玖元柒角壹分。,《出版管理条例》第六十一条和《网络出版服务管理规定》第五十一条,罚款;没收违法所得、没收非法财物,1.没收违法所得人民币叁仟伍佰零玖元柒角壹分;2.罚款人民币贰万元。,2,0.350971,2024/4/18,2099/12/31,2025/4/18,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:30
747205a2-cb2b-4d76-b4d3-b2a7fd71129b,北京不可能科技有限公司,91110105MA01JW5C9U,MA01JW5C9,王*,(京)文执罚 〔2023〕第400206号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,北京不可能科技有限公司于2023年06月03日与2023年07月05日期间，经营的网站“不可能文学”（bkneng.com）存在传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物一事。,《网络出版服务管理规定》第五十二条第一款,罚款,罚款人民币贰仟元。,0.2,,2023/9/11,2099/12/31,2024/9/11,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:26
44e30c37-f89e-4419-83e8-30ac3d4d5aa9,北京乐乐互娱科技有限公司,91110105MA00H2CP6F,,王*良,(京)文执罚 〔2025〕第400002号,未经批准，擅自上网出版网络游戏,北京乐乐互娱科技有限公司于2024年03月15日至2024年11月12日期间，存在未经批准，擅自上网出版网络游戏的行为，违反了《网络出版服务管理规定》第二十七条的规定，违法所得人民币2557元。,《出版管理条例》第六十一条和《网络出版服务管理规定》第五十一条,罚款;没收违法所得、没收非法财物,1.罚款人民币10000元； 2.没收违法所得2557元。,1,0.2557,2025/1/2,2099/12/31,2026/1/2,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,18/3/2025 10:30:45
1eec6699-bb3e-427a-9be4-4c292d6954a2,北京评谷教育科技有限公司,91110108335486823T,,刘*,(京)文执罚 〔2025〕第400006号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,北京评谷教育科技有限公司于2015年3月24日至2025年2月8日期间，存在传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物的行为，无违法所得,《网络出版服务管理规定》第五十二条第一款,罚款,罚款人民币壹万元。,1,,2025/3/6,2099/12/31,2026/3/6,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,23/6/2025 11:18:04
98a36268-690f-4a29-9de6-6ac331cf6dcd,北京青阅科技有限公司 ,91110105MA01WWWL5P,,林*,(京)文执罚 〔2023〕第400185号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,北京青阅科技有限公司于2022年2月20日至2023年7月18日，运营的网站“布咕文学”（www.bgwxc.com）以及“布咕阅读”APP 构成传播含有《网络出版服务管理规定》第二十四条所述宣扬色情内容的网络出版物的行为。,《网络出版服务管理规定》第五十二条第一款,罚款;没收违法所得、没收非法财物,1.没收违法所得人民币2192.33元;2.罚款人民币20000元。,2,0.219233,2023/8/28,2099/12/31,2024/8/28,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:43
